r,t,y,AnnualFixedOperatingCost
REGION,EGBMCHP04N,2040, 6.2629979990924205e+01
REGION,EGBMCHP04N,2041, 6.2629979990924205e+01
REGION,EGBMCHP04N,2042, 6.2629979990924205e+01
REGION,EGBMCHP04N,2043, 6.2629979990924205e+01
REGION,EGBMCHP04N,2044, 6.2629979990924205e+01
REGION,EGBMCHP04N,2045, 6.2629979990924205e+01
REGION,EGBMCHP04N,2046, 6.2629979990924205e+01
REGION,EGBMCHP04N,2047, 6.2629979990924205e+01
REGION,EGBMCHP04N,2048, 6.2629979990924205e+01
REGION,EGBMCHP04N,2049, 6.2629979990924205e+01
REGION,EGBMCHP04N,2050, 6.2629979990924205e+01
REGION,EGBMCHP04N,2051, 6.2629979990924205e+01
REGION,EGBMCHP04N,2052, 6.2629979990924205e+01
REGION,EGBMCHP04N,2053, 6.2629979990924205e+01
REGION,EGBMCHP04N,2054, 6.2629979990924205e+01
REGION,EGBMCHP04N,2055, 6.2629979990924205e+01
REGION,EGBMCHP04N,2056, 2.0129979990924205e+01
REGION,EGBMCHP04N,2057, 2.0129979990924205e+01
REGION,EGBMCHP04N,2058, 2.0129979990924205e+01
REGION,EGBMCHP04N,2059, 2.0129979990924205e+01
REGION,EGBMCHP04N,2060, 2.0129979990924205e+01
REGION,EGBMCHP04N,2061, 3.1299799909242036e+00
REGION,EGCOSCP04N,2025, 195
REGION,EGCOSCP04N,2026, 390
REGION,EGCOSCP04N,2027, 390
REGION,EGCOSCP04N,2028, 390
REGION,EGCOSCP04N,2029, 390
REGION,EGCOSCP04N,2030, 390
REGION,EGCOSCP04N,2031, 390
REGION,EGCOSCP04N,2032, 390
REGION,EGCOSCP04N,2033, 390
REGION,EGCOSCP04N,2034, 390
REGION,EGCOSCP04N,2035, 390
REGION,EGCOSCP04N,2036, 390
REGION,EGCOSCP04N,2037, 390
REGION,EGCOSCP04N,2038, 390
REGION,EGCOSCP04N,2039, 390
REGION,EGCOSCP04N,2040, 390
REGION,EGCOSCP04N,2041, 390
REGION,EGCOSCP04N,2042, 390
REGION,EGCOSCP04N,2043, 390
REGION,EGCOSCP04N,2044, 390
REGION,EGCOSCP04N,2045, 390
REGION,EGCOSCP04N,2046, 390
REGION,EGCOSCP04N,2047, 390
REGION,EGCOSCP04N,2048, 390
REGION,EGCOSCP04N,2049, 390
REGION,EGCOSCP04N,2050, 390
REGION,EGCOSCP04N,2051, 390
REGION,EGCOSCP04N,2052, 390
REGION,EGCOSCP04N,2053, 390
REGION,EGCOSCP04N,2054, 390
REGION,EGCOSCP04N,2055, 195
REGION,EGCOSCC04N,2067, 7.9099755285658460e+01
REGION,EGCOSCC04N,2068, 2.5391514102664871e+02
REGION,EGCOSCC04N,2069, 4.3253693496841936e+02
REGION,EGCOSCC04N,2070, 4.9500000000000784e+02
REGION,EGLFRCP04O,2015, 10.38072
REGION,EGLFRCP04O,2016, 10.38072
REGION,EGLFRCP04O,2017, 10.38072
REGION,EGLFRCP04O,2018, 10.38072
REGION,EGLFRCP04O,2019, 10.38072
REGION,EGLFRCP04O,2020, 10.38072
REGION,EGLFRCP04O,2021, 9.861684
REGION,EGLFRCP04O,2022, 9.342648
REGION,EGLFRCP04O,2023, 8.823612
REGION,EGLFRCP04O,2024, 8.304576
REGION,EGLFRCP04O,2025, 7.78554
REGION,EGLFRCP04O,2026, 7.266504
REGION,EGLFRCP04O,2027, 6.747468
REGION,EGLFRCP04O,2028, 6.228432
REGION,EGLFRCP04O,2029, 5.709396
REGION,EGLFRCP04O,2030, 5.19036
REGION,EGLFRCP04O,2031, 4.671324
REGION,EGLFRCP04O,2032, 4.152288
REGION,EGLFRCP04O,2033, 3.633252
REGION,EGLFRCP04O,2034, 3.114216
REGION,EGLFRCP04O,2035, 2.59518
REGION,EGLFRCP04O,2036, 2.076144
REGION,EGLFRCP04O,2037, 1.557108
REGION,EGLFRCP04O,2038, 1.038072
REGION,EGLFRCP04O,2039, 0.519036000000001
REGION,EGLFRCP04N,2015, 12.25
REGION,EGLFRCP04N,2016, 30.52
REGION,EGLFRCP04N,2017, 30.52
REGION,EGLFRCP04N,2018, 30.52
REGION,EGLFRCP04N,2019, 30.52
REGION,EGLFRCP04N,2020, 30.52
REGION,EGLFRCP04N,2021, 30.52
REGION,EGLFRCP04N,2022, 30.52
REGION,EGLFRCP04N,2023, 30.52
REGION,EGLFRCP04N,2024, 30.52
REGION,EGLFRCP04N,2025, 30.52
REGION,EGLFRCP04N,2026, 30.52
REGION,EGLFRCP04N,2027, 30.52
REGION,EGLFRCP04N,2028, 30.52
REGION,EGLFRCP04N,2029, 30.52
REGION,EGLFRCP04N,2030, 30.52
REGION,EGLFRCP04N,2031, 30.52
REGION,EGLFRCP04N,2032, 30.52
REGION,EGLFRCP04N,2033, 30.52
REGION,EGLFRCP04N,2034, 30.52
REGION,EGLFRCP04N,2035, 30.52
REGION,EGLFRCP04N,2036, 30.52
REGION,EGLFRCP04N,2037, 30.52
REGION,EGLFRCP04N,2038, 30.52
REGION,EGLFRCP04N,2039, 30.52
REGION,EGLFRCP04N,2040, 18.27
REGION,EGNGCCP01O,2015, 55.125
REGION,EGNGCCP01O,2016, 55.125
REGION,EGNGCCP01O,2017, 55.125
REGION,EGNGCCP01O,2018, 55.125
REGION,EGNGCCP01O,2019, 55.125
REGION,EGNGCCP01O,2020, 55.125
REGION,EGNGCCP01O,2021, 52.36875
REGION,EGNGCCP01O,2022, 49.6125
REGION,EGNGCCP01O,2023, 46.85625
REGION,EGNGCCP01O,2024, 44.1
REGION,EGNGCCP01O,2025, 41.34375
REGION,EGNGCCP01O,2026, 38.5875
REGION,EGNGCCP01O,2027, 35.83125
REGION,EGNGCCP01O,2028, 33.075
REGION,EGNGCCP01O,2029, 30.31875
REGION,EGNGCCP01O,2030, 27.5625
REGION,EGNGCCP01O,2031, 24.80625
REGION,EGNGCCP01O,2032, 22.05
REGION,EGNGCCP01O,2033, 19.29375
REGION,EGNGCCP01O,2034, 16.5375
REGION,EGNGCCP01O,2035, 13.78125
REGION,EGNGCCP01O,2036, 11.025
REGION,EGNGCCP01O,2037, 8.26875
REGION,EGNGCCP01O,2038, 5.5125
REGION,EGNGCCP01O,2039, 2.75625
REGION,EGNGCCP02O,2015, 19.019
REGION,EGNGCCP02O,2016, 19.019
REGION,EGNGCCP02O,2017, 19.019
REGION,EGNGCCP02O,2018, 19.019
REGION,EGNGCCP02O,2019, 19.019
REGION,EGNGCCP02O,2020, 19.019
REGION,EGNGCCP02O,2021, 18.06805
REGION,EGNGCCP02O,2022, 17.1171
REGION,EGNGCCP02O,2023, 16.16615
REGION,EGNGCCP02O,2024, 15.2152
REGION,EGNGCCP02O,2025, 14.26425
REGION,EGNGCCP02O,2026, 13.3133
REGION,EGNGCCP02O,2027, 12.36235
REGION,EGNGCCP02O,2028, 11.4114
REGION,EGNGCCP02O,2029, 10.46045
REGION,EGNGCCP02O,2030, 9.5095
REGION,EGNGCCP02O,2031, 8.55855
REGION,EGNGCCP02O,2032, 7.6076
REGION,EGNGCCP02O,2033, 6.65665
REGION,EGNGCCP02O,2034, 5.7057
REGION,EGNGCCP02O,2035, 4.75475
REGION,EGNGCCP02O,2036, 3.8038
REGION,EGNGCCP02O,2037, 2.85285
REGION,EGNGCCP02O,2038, 1.9019
REGION,EGNGCCP02O,2039, 0.95095
REGION,EGNGCCP04O,2015, 264.5195
REGION,EGNGCCP04O,2016, 264.5195
REGION,EGNGCCP04O,2017, 264.5195
REGION,EGNGCCP04O,2018, 264.5195
REGION,EGNGCCP04O,2019, 264.5195
REGION,EGNGCCP04O,2020, 264.5195
REGION,EGNGCCP04O,2021, 251.293525
REGION,EGNGCCP04O,2022, 238.06755
REGION,EGNGCCP04O,2023, 224.841575
REGION,EGNGCCP04O,2024, 211.6156
REGION,EGNGCCP04O,2025, 198.389625
REGION,EGNGCCP04O,2026, 185.16365
REGION,EGNGCCP04O,2027, 171.937675
REGION,EGNGCCP04O,2028, 158.7117
REGION,EGNGCCP04O,2029, 145.485725
REGION,EGNGCCP04O,2030, 132.25975
REGION,EGNGCCP04O,2031, 119.033775
REGION,EGNGCCP04O,2032, 105.8078
REGION,EGNGCCP04O,2033, 92.581825
REGION,EGNGCCP04O,2034, 79.35585
REGION,EGNGCCP04O,2035, 66.129875
REGION,EGNGCCP04O,2036, 52.9039
REGION,EGNGCCP04O,2037, 39.677925
REGION,EGNGCCP04O,2038, 26.45195
REGION,EGNGCCP04O,2039, 13.225975
REGION,EGNGCCP01N,2015, 15
REGION,EGNGCCP01N,2016, 15
REGION,EGNGCCP01N,2017, 15
REGION,EGNGCCP01N,2018, 15
REGION,EGNGCCP01N,2019, 15
REGION,EGNGCCP01N,2020, 15
REGION,EGNGCCP01N,2021, 15
REGION,EGNGCCP01N,2022, 15
REGION,EGNGCCP01N,2023, 15
REGION,EGNGCCP01N,2024, 15
REGION,EGNGCCP01N,2025, 15
REGION,EGNGCCP01N,2026, 15
REGION,EGNGCCP01N,2027, 15
REGION,EGNGCCP01N,2028, 15
REGION,EGNGCCP01N,2029, 15
REGION,EGNGCCP01N,2030, 15
REGION,EGNGCCP01N,2031, 15
REGION,EGNGCCP01N,2032, 15
REGION,EGNGCCP01N,2033, 15
REGION,EGNGCCP01N,2034, 15
REGION,EGNGCCP01N,2035, 15
REGION,EGNGCCP01N,2036, 15
REGION,EGNGCCP01N,2037, 15
REGION,EGNGCCP01N,2038, 15
REGION,EGNGCCP01N,2039, 15
REGION,EGNGCCP01N,2040, 15
REGION,EGNGCCP01N,2041, 15
REGION,EGNGCCP01N,2042, 15
REGION,EGNGCCP01N,2043, 15
REGION,EGNGCCP01N,2044, 15
REGION,EGNGCCP01N,2047, 3.9096290217153729e-01
REGION,EGNGCCP01N,2048, 3.7890962902171538e+01
REGION,EGNGCCP01N,2049, 5.6170731786445785e+01
REGION,EGNGCCP01N,2050, 5.6170731786445785e+01
REGION,EGNGCCP01N,2051, 5.6170731786445785e+01
REGION,EGNGCCP01N,2052, 5.6170731786445785e+01
REGION,EGNGCCP01N,2053, 5.6170731786445785e+01
REGION,EGNGCCP01N,2054, 5.6170731786445785e+01
REGION,EGNGCCP01N,2055, 6.6434916520390416e+01
REGION,EGNGCCP01N,2056, 1.0272197660096651e+02
REGION,EGNGCCP01N,2057, 1.0272197660096651e+02
REGION,EGNGCCP01N,2058, 1.1532196752726307e+02
REGION,EGNGCCP01N,2059, 1.1532196752726307e+02
REGION,EGNGCCP01N,2060, 1.1532196752726308e+02
REGION,EGNGCCP01N,2061, 1.1532196752726308e+02
REGION,EGNGCCP01N,2062, 1.1532196752726307e+02
REGION,EGNGCCP01N,2063, 1.1532196752726307e+02
REGION,EGNGCCP01N,2064, 1.1532196752726307e+02
REGION,EGNGCCP01N,2065, 1.1532196752726307e+02
REGION,EGNGCCP01N,2066, 1.1532196752726307e+02
REGION,EGNGCCP01N,2067, 1.1532196752726307e+02
REGION,EGNGCCP01N,2068, 1.1532196752726307e+02
REGION,EGNGCCP01N,2069, 1.1532196752726307e+02
REGION,EGNGCCP01N,2070, 1.1532196752726307e+02
REGION,EGNGCCP02N,2018, 240
REGION,EGNGCCP02N,2019, 240
REGION,EGNGCCP02N,2020, 240
REGION,EGNGCCP02N,2021, 240
REGION,EGNGCCP02N,2022, 240
REGION,EGNGCCP02N,2023, 240
REGION,EGNGCCP02N,2024, 240
REGION,EGNGCCP02N,2025, 240
REGION,EGNGCCP02N,2026, 240
REGION,EGNGCCP02N,2027, 240
REGION,EGNGCCP02N,2028, 240
REGION,EGNGCCP02N,2029, 240
REGION,EGNGCCP02N,2030, 240
REGION,EGNGCCP02N,2031, 240
REGION,EGNGCCP02N,2032, 240
REGION,EGNGCCP02N,2033, 240
REGION,EGNGCCP02N,2034, 240
REGION,EGNGCCP02N,2035, 240
REGION,EGNGCCP02N,2036, 240
REGION,EGNGCCP02N,2037, 240
REGION,EGNGCCP02N,2038, 240
REGION,EGNGCCP02N,2039, 240
REGION,EGNGCCP02N,2040, 240
REGION,EGNGCCP02N,2041, 240
REGION,EGNGCCP02N,2042, 240
REGION,EGNGCCP02N,2043, 240
REGION,EGNGCCP02N,2044, 240
REGION,EGNGCCP02N,2045, 240
REGION,EGNGCCP02N,2046, 240
REGION,EGNGCCP02N,2047, 240
REGION,EGNGCCP02N,2048, 37.5
REGION,EGNGCCP02N,2049, 37.5
REGION,EGNGCCP02N,2050, 3.9827393767249383e+01
REGION,EGNGCCP02N,2051, 3.9827393767249383e+01
REGION,EGNGCCP02N,2052, 3.9827393767249383e+01
REGION,EGNGCCP02N,2053, 3.9827393767249383e+01
REGION,EGNGCCP02N,2054, 3.9827393767249383e+01
REGION,EGNGCCP02N,2055, 7.7327393767249390e+01
REGION,EGNGCCP02N,2056, 1.1482739376724939e+02
REGION,EGNGCCP02N,2057, 1.1482739376724939e+02
REGION,EGNGCCP02N,2058, 1.1482739376724939e+02
REGION,EGNGCCP02N,2059, 1.1482739376724939e+02
REGION,EGNGCCP02N,2060, 1.1482739376724939e+02
REGION,EGNGCCP02N,2061, 1.1482739376724939e+02
REGION,EGNGCCP02N,2062, 1.1482739376724939e+02
REGION,EGNGCCP02N,2063, 1.1482739376724939e+02
REGION,EGNGCCP02N,2064, 1.1482739376724939e+02
REGION,EGNGCCP02N,2065, 1.1482739376724939e+02
REGION,EGNGCCP02N,2066, 1.1482739376724939e+02
REGION,EGNGCCP02N,2067, 1.1482739376724939e+02
REGION,EGNGCCP02N,2068, 1.1482739376724939e+02
REGION,EGNGCCP02N,2069, 1.1482739376724939e+02
REGION,EGNGCCP02N,2070, 1.1482739376724939e+02
REGION,EGNGCCP04N,2015, 6.25
REGION,EGNGCCP04N,2016, 18.75
REGION,EGNGCCP04N,2017, 37.5
REGION,EGNGCCP04N,2018, 157.5
REGION,EGNGCCP04N,2019, 157.5
REGION,EGNGCCP04N,2020, 157.5
REGION,EGNGCCP04N,2021, 157.5
REGION,EGNGCCP04N,2022, 157.5
REGION,EGNGCCP04N,2023, 157.5
REGION,EGNGCCP04N,2024, 157.5
REGION,EGNGCCP04N,2025, 157.5
REGION,EGNGCCP04N,2026, 157.5
REGION,EGNGCCP04N,2027, 157.5
REGION,EGNGCCP04N,2028, 157.5
REGION,EGNGCCP04N,2029, 157.5
REGION,EGNGCCP04N,2030, 157.5
REGION,EGNGCCP04N,2031, 157.5
REGION,EGNGCCP04N,2032, 157.5
REGION,EGNGCCP04N,2033, 157.5
REGION,EGNGCCP04N,2034, 157.5
REGION,EGNGCCP04N,2035, 157.5
REGION,EGNGCCP04N,2036, 157.5
REGION,EGNGCCP04N,2037, 157.5
REGION,EGNGCCP04N,2038, 157.5
REGION,EGNGCCP04N,2039, 157.5
REGION,EGNGCCP04N,2040, 157.5
REGION,EGNGCCP04N,2041, 157.5
REGION,EGNGCCP04N,2042, 157.5
REGION,EGNGCCP04N,2043, 157.5
REGION,EGNGCCP04N,2044, 157.5
REGION,EGNGCCP04N,2045, 151.25
REGION,EGNGCCP04N,2046, 138.75
REGION,EGNGCCP04N,2047, 120
REGION,EGNGCCP04N,2048, 37.5
REGION,EGNGCCP04N,2049, 37.5
REGION,EGNGCCP04N,2050, 37.5
REGION,EGNGCCP04N,2051, 37.5
REGION,EGNGCCP04N,2052, 37.5
REGION,EGNGCCP04N,2053, 37.5
REGION,EGNGCCP04N,2054, 37.5
REGION,EGNGCCP04N,2055, 5.7358417630604634e+01
REGION,EGNGCCP04N,2056, 5.7358417630604634e+01
REGION,EGNGCCP04N,2057, 7.9056950972728728e+01
REGION,EGNGCCP04N,2058, 7.9056950972728728e+01
REGION,EGNGCCP04N,2059, 8.8714070334372849e+01
REGION,EGNGCCP04N,2060, 8.8714070334372849e+01
REGION,EGNGCCP04N,2061, 8.8714070334372849e+01
REGION,EGNGCCP04N,2062, 8.8714070334372849e+01
REGION,EGNGCCP04N,2063, 8.8714070334372849e+01
REGION,EGNGCCP04N,2064, 8.8714070334372849e+01
REGION,EGNGCCP04N,2065, 8.8714070334372849e+01
REGION,EGNGCCP04N,2066, 8.8714070334372849e+01
REGION,EGNGCCP04N,2067, 8.8714070334372849e+01
REGION,EGNGCCP04N,2068, 8.8714070334372849e+01
REGION,EGNGCCP04N,2069, 8.8714070334372849e+01
REGION,EGNGCCP04N,2070, 8.8714070334372849e+01
REGION,EGNGCCC01N,2040, 2.1371967329228010e+01
REGION,EGNGCCC01N,2041, 2.1371967329228010e+01
REGION,EGNGCCC01N,2042, 2.1371967329228010e+01
REGION,EGNGCCC01N,2043, 2.1371967329228010e+01
REGION,EGNGCCC01N,2044, 2.1371967329228010e+01
REGION,EGNGCCC01N,2045, 2.1371967329228010e+01
REGION,EGNGCCC01N,2046, 2.1371967329228010e+01
REGION,EGNGCCC01N,2047, 2.1371967329228010e+01
REGION,EGNGCCC01N,2048, 6.3868957605795075e+01
REGION,EGNGCCC01N,2049, 6.3868957605795075e+01
REGION,EGNGCCC01N,2050, 6.3868957605795075e+01
REGION,EGNGCCC01N,2051, 6.3868957605795075e+01
REGION,EGNGCCC01N,2052, 6.3868957605795075e+01
REGION,EGNGCCC01N,2053, 6.3868957605795075e+01
REGION,EGNGCCC01N,2054, 6.3868957605795075e+01
REGION,EGNGCCC01N,2055, 6.3868957605795075e+01
REGION,EGNGCCC01N,2056, 6.3868957605795075e+01
REGION,EGNGCCC01N,2057, 6.3868957605795075e+01
REGION,EGNGCCC01N,2058, 6.3868957605795075e+01
REGION,EGNGCCC01N,2059, 6.3868957605795075e+01
REGION,EGNGCCC01N,2060, 6.3868957605795075e+01
REGION,EGNGCCC01N,2061, 6.3868957605795075e+01
REGION,EGNGCCC01N,2062, 6.3868957605795075e+01
REGION,EGNGCCC01N,2063, 6.3868957605795075e+01
REGION,EGNGCCC01N,2064, 6.3868957605795075e+01
REGION,EGNGCCC01N,2065, 6.3868957605795075e+01
REGION,EGNGCCC01N,2066, 6.3868957605795075e+01
REGION,EGNGCCC01N,2067, 6.3868957605795075e+01
REGION,EGNGCCC01N,2068, 6.3868957605795075e+01
REGION,EGNGCCC01N,2069, 6.3868957605795075e+01
REGION,EGNGCCC01N,2070, 4.2496990276567068e+01
REGION,EGNGCCC02N,2040, 70
REGION,EGNGCCC02N,2041, 9.0292157037988773e+01
REGION,EGNGCCC02N,2042, 1.0345834312217561e+02
REGION,EGNGCCC02N,2043, 1.6841518781768980e+02
REGION,EGNGCCC02N,2044, 2.3453888326681098e+02
REGION,EGNGCCC02N,2045, 3.1084163820133244e+02
REGION,EGNGCCC02N,2046, 4.1584163820133244e+02
REGION,EGNGCCC02N,2047, 5.0518644323973911e+02
REGION,EGNGCCC02N,2048, 6.1018644323973911e+02
REGION,EGNGCCC02N,2049, 6.1018644323973911e+02
REGION,EGNGCCC02N,2050, 6.1018644323973911e+02
REGION,EGNGCCC02N,2051, 6.1018644323973911e+02
REGION,EGNGCCC02N,2052, 6.1018644323973911e+02
REGION,EGNGCCC02N,2053, 6.1018644323973911e+02
REGION,EGNGCCC02N,2054, 6.1018644323973911e+02
REGION,EGNGCCC02N,2055, 6.1018644323973922e+02
REGION,EGNGCCC02N,2056, 6.1018644323973922e+02
REGION,EGNGCCC02N,2057, 6.1018644323973911e+02
REGION,EGNGCCC02N,2058, 6.1018644323973911e+02
REGION,EGNGCCC02N,2059, 6.1018644323973922e+02
REGION,EGNGCCC02N,2060, 6.1018644323973922e+02
REGION,EGNGCCC02N,2061, 6.1018644323973911e+02
REGION,EGNGCCC02N,2062, 6.1018644323973911e+02
REGION,EGNGCCC02N,2063, 6.1018644323973922e+02
REGION,EGNGCCC02N,2064, 6.1018644323973922e+02
REGION,EGNGCCC02N,2065, 6.1018644323973911e+02
REGION,EGNGCCC02N,2066, 6.1018644323973911e+02
REGION,EGNGCCC02N,2067, 6.1018644323973922e+02
REGION,EGNGCCC02N,2068, 6.1018644323973922e+02
REGION,EGNGCCC02N,2069, 6.1018644323973911e+02
REGION,EGNGCCC02N,2070, 6.9794525359071815e+02
REGION,EGNGCCC04N,2046, 2.1266839004185112e+01
REGION,EGNGCCC04N,2047, 2.1266839004185112e+01
REGION,EGNGCCC04N,2048, 8.4586905801415710e+01
REGION,EGNGCCC04N,2049, 8.4586905801415710e+01
REGION,EGNGCCC04N,2050, 8.4586905801415710e+01
REGION,EGNGCCC04N,2051, 8.4586905801415710e+01
REGION,EGNGCCC04N,2052, 8.4586905801415710e+01
REGION,EGNGCCC04N,2053, 8.4586905801415710e+01
REGION,EGNGCCC04N,2054, 8.4586905801415710e+01
REGION,EGNGCCC04N,2055, 8.4586905801415710e+01
REGION,EGNGCCC04N,2056, 8.4586905801415710e+01
REGION,EGNGCCC04N,2057, 8.4586905801415710e+01
REGION,EGNGCCC04N,2058, 8.4586905801415710e+01
REGION,EGNGCCC04N,2059, 8.4586905801415710e+01
REGION,EGNGCCC04N,2060, 8.4586905801415710e+01
REGION,EGNGCCC04N,2061, 8.4586905801415710e+01
REGION,EGNGCCC04N,2062, 8.4586905801415710e+01
REGION,EGNGCCC04N,2063, 8.4586905801415710e+01
REGION,EGNGCCC04N,2064, 8.4586905801415710e+01
REGION,EGNGCCC04N,2065, 8.4586905801415710e+01
REGION,EGNGCCC04N,2066, 8.4586905801415710e+01
REGION,EGNGCCC04N,2067, 8.4586905801415710e+01
REGION,EGNGCCC04N,2068, 8.4586905801415710e+01
REGION,EGNGCCC04N,2069, 8.4586905801415710e+01
REGION,EGNGCCC04N,2070, 8.4586905801415710e+01
REGION,EGNGGCP02O,2015, 46.561
REGION,EGNGGCP02O,2016, 46.561
REGION,EGNGGCP02O,2017, 46.561
REGION,EGNGGCP02O,2018, 46.561
REGION,EGNGGCP02O,2019, 46.561
REGION,EGNGGCP02O,2020, 46.561
REGION,EGNGGCP02O,2021, 44.23295
REGION,EGNGGCP02O,2022, 41.9049
REGION,EGNGGCP02O,2023, 39.57685
REGION,EGNGGCP02O,2024, 37.2488
REGION,EGNGGCP02O,2025, 34.92075
REGION,EGNGGCP02O,2026, 32.5927
REGION,EGNGGCP02O,2027, 30.26465
REGION,EGNGGCP02O,2028, 27.9366
REGION,EGNGGCP02O,2029, 25.60855
REGION,EGNGGCP02O,2030, 23.2805
REGION,EGNGGCP02O,2031, 20.95245
REGION,EGNGGCP02O,2032, 18.6244
REGION,EGNGGCP02O,2033, 16.29635
REGION,EGNGGCP02O,2034, 13.9683
REGION,EGNGGCP02O,2035, 11.64025
REGION,EGNGGCP02O,2036, 9.3122
REGION,EGNGGCP02O,2037, 6.98415
REGION,EGNGGCP02O,2038, 4.6561
REGION,EGNGGCP02O,2039, 2.32805
REGION,EGNGGCP04O,2015, 242.46038
REGION,EGNGGCP04O,2016, 242.46038
REGION,EGNGGCP04O,2017, 242.46038
REGION,EGNGGCP04O,2018, 242.46038
REGION,EGNGGCP04O,2019, 242.46038
REGION,EGNGGCP04O,2020, 242.46038
REGION,EGNGGCP04O,2021, 230.337361
REGION,EGNGGCP04O,2022, 218.214342
REGION,EGNGGCP04O,2023, 206.091323
