,y,Dagash,Dal,Jebel Aulia,Kajbar,Kashm El Girba ,Mograt,Merowe,Roseires,Sabaloka,Shereik,Sennar,Upper Atbara
25,2040,877.7503,1823.0198,37.1396,1012.7888,20.2534,418.1602,3114.1267,379.7958,576.727,1166.2295,36.5729,246.3515
26,2041,877.7503,1537.2893,29.9774,1012.7888,15.2388,437.5188,3114.1267,301.2079,576.727,1166.2295,25.4059,246.3515
27,2042,877.7503,1332.2581,30.8589,1011.8016,15.2388,437.5188,3002.9979,263.8307,576.727,1166.2295,0.0,246.3515
28,2043,838.5142,1445.798,29.9774,984.0438,15.2388,420.0826,2831.3789,301.2079,576.727,1114.9035,0.0,213.1068
29,2044,838.5142,1595.5254,25.5473,967.5163,0.0,420.3825,2642.1338,226.0428,494.1889,1114.9035,0.0,210.66
30,2045,801.2429,1741.5294,25.5473,967.5163,0.0,422.9554,2353.8563,226.0428,550.9468,1114.9035,0.0,210.66
31,2046,838.5142,1741.5294,25.5473,967.5163,0.0,422.9554,2228.5766,0.0,550.9468,1114.9035,0.0,210.66
32,2047,838.5142,1741.5294,25.5473,962.4241,0.0,422.9554,2174.5971,0.0,550.9468,1114.9035,0.0,210.66
33,2048,838.5142,1741.5294,25.5473,940.1406,0.0,422.9554,2184.7949,0.0,550.9468,1114.9035,0.0,210.66
34,2049,838.5142,1741.5294,25.5473,931.4778,0.0,422.9554,2222.8904,0.0,550.9468,1114.9035,0.0,210.66
35,2050,838.5142,1741.5294,25.5473,937.2761,0.0,422.9554,2290.6049,0.0,550.9468,1114.9035,0.0,210.66
36,2051,752.1314,1741.5294,25.5473,932.8737,0.0,422.9554,2173.629,0.0,550.9468,1114.9035,0.0,210.66
37,2052,752.1314,1741.5294,25.5473,938.6058,0.0,422.9554,2071.2386,0.0,550.9468,998.619,0.0,210.66
38,2053,752.1314,1562.119,25.5473,886.9447,0.0,422.9554,2013.7519,0.0,550.9468,1114.9035,0.0,210.66
39,2054,838.5142,1562.119,29.8083,799.1429,0.0,376.3087,1963.7731,0.0,550.9468,998.619,0.0,210.66
40,2055,837.225,1562.119,25.5473,832.2895,0.0,313.6575,1927.2925,0.0,494.1889,998.619,0.0,210.66
41,2056,752.1314,1562.119,25.5473,823.9429,0.0,376.3087,1984.4238,0.0,494.1889,1114.9035,0.0,210.66
42,2057,752.1314,1562.119,29.8083,854.2799,0.0,422.9554,2006.7793,0.0,494.1889,1114.9035,0.0,217.5482
43,2058,838.5142,1562.119,25.5473,924.1311,0.0,376.3087,2067.4397,0.0,550.9468,998.619,0.0,210.66
44,2059,838.5142,1562.119,29.8083,867.8439,0.0,422.9554,2193.0912,0.0,550.9468,998.619,0.0,210.66
45,2060,838.5142,1562.119,29.8083,867.8439,0.0,413.8994,2040.7918,0.0,550.3231,998.619,0.0,217.5991
46,2061,752.1314,1562.119,25.5473,767.8732,0.0,376.3087,1914.9505,0.0,494.1889,998.619,0.0,210.66
47,2062,664.7993,1562.119,28.5822,703.5487,0.0,313.6575,1914.7017,0.0,475.2459,998.619,0.0,214.9341
48,2063,736.71,1562.119,25.5473,602.7809,0.0,303.631,1909.7056,0.0,400.6319,884.8186,0.0,210.66
49,2064,522.4101,1558.9853,25.5473,602.7809,0.0,271.4761,1909.7056,0.0,457.3898,998.619,0.0,210.66
50,2065,588.889,1266.3876,25.5473,602.7809,0.0,271.4761,1909.7056,0.0,550.9468,884.8186,0.0,213.2244
51,2066,609.7422,1443.8264,25.5473,602.7809,0.0,271.4761,1909.7056,0.0,492.5716,1114.9035,0.0,210.66
52,2067,837.5649,1562.119,25.5473,702.4534,0.0,271.4761,1909.7056,0.0,494.1889,810.7748,0.0,210.66
53,2068,838.5142,1266.3876,25.5473,602.7809,0.0,271.4761,2643.1195,0.0,457.3898,696.9744,0.0,210.66
54,2069,837.5649,1562.119,25.5473,602.7809,0.0,309.0668,2249.5886,0.0,494.1889,696.9744,0.0,214.9341
55,2070,738.1864,1085.0057,25.5473,602.7809,0.0,413.8994,2819.6444,0.0,494.1889,696.9744,0.0,210.66
