id,Country,Unit Name,loc_codes,Latitude ,Longitude,Status,Type,Reservoir area (km2),First Year,Capacity (MW),CF_H1D1,CF_H1D2,CF_S1D1,CF_S1D2,CF_H2D1,CF_H2D2,CF_S2D1,CF_S2D2,CF_H3D1,CF_H3D2,CF_S3D1,CF_S3D2,CF_H4D1,CF_H4D2,CF_S4D1,CF_S4D2
1,EGYPT,Aswan 1,A1,24.03,32.87,Existing,Reservoir,8.24,2010,280,1.00,1.00,0.40949003,0.126185898,1,1,0.381810733,0.117441182,1,1,0.371004084,0.128847811,1,1,0.401260756,0.112682677
2,EGYPT,Aswan 2,A2,24.03,32.87,Existing,Reservoir,8.24,2010,270,1.00,1.00,0.40949003,0.126185898,1,1,0.381810733,0.117441182,1,1,0.371004084,0.128847811,1,1,0.401260756,0.112682677
3,EGYPT,High Aswan Dam,HA,23.97,32.88,Existing,Reservoir,6500,2010,2100,0.93,0.93,0.405868485,0.126038612,0.92940787,0.92940787,0.383855205,0.118164896,0.92940787,0.92940787,0.374238526,0.129793918,0.92940787,0.92940787,0.394260572,0.111777413
4,ETHIOPIA,Finchaa,FC,9.55921,37.36562,Existing,Reservoir,,1973,128,0.67,0.67,0.31769913,0.122600283,0.858369838,0.858369838,0.26080937,0.078234182,0.819479143,0.819479143,0.290626127,0.120324399,0.553383138,0.553383138,0.363996408,0.135937166
5,ETHIOPIA,Beles,LT,11.71,37.38,Existing,Reservoir,3600,2010,460,0.10,0.10,0.345440528,0.119542283,0.88773355,0.88773355,0.247866413,0.097465532,0.72921278,0.72921278,0.315969955,0.141242193,0.069092497,0.069092497,0.386511832,0.140750107
6,ETHIOPIA,Tekeze 1,T1,13.34763,38.74316,Existing,Reservoir,,2010,300,1.00,1.00,0.287426565,0.138854168,1,1,0.262417243,0.114038791,1,1,0.246598323,0.143809536,1,1,0.268179432,0.113901266
7,ETHIOPIA,Amarti-Neshe,AN,9.5941701,37.2329979,Existing,Reservoir,,2013,98,0.69,0.69,0.32822894,0.112132001,0.866017403,0.866017403,0.253947592,0.078348712,0.82805686,0.82805686,0.300302671,0.118919937,0.588899005,0.588899005,0.381996727,0.132589596
8,ETHIOPIA,Renaissance,RN,11.21,35.09,Existing,Reservoir,1874,2023,6400,0.41,0.41,0.333037837,0.105679169,0.772326722,0.772326722,0.277648464,0.06782728,0.606688487,0.606688487,0.308511219,0.109189814,0.301857986,0.301857986,0.378357538,0.113396364
9,ETHIOPIA,Baro,BR,7.21667,35.63334,Candidate,Reservoir,,2025,645,0.93,0.93,0.282820563,0.092343709,0.985526404,0.985526404,0.226572069,0.071754364,0.987663649,0.987663649,0.257433797,0.104603795,0.691010276,0.691010276,0.330275481,0.102904033
10,ETHIOPIA,Birbir,BB,8.543,35.195,Candidate,Reservoir,,2025,467,0.43,0.43,0.308724695,0.087997689,0.91362646,0.91362646,0.270460712,0.071315784,0.656045854,0.656045854,0.298849369,0.100828681,0.064456166,0.064456166,0.351547412,0.10596294
11,ETHIOPIA,Chemoga Yeda,CY,9.86,37.67,Candidate,Reservoir,,2025,280,0.55,0.55,0.340927193,0.107118022,0.762982017,0.762982017,0.307695311,0.077633565,0.751755391,0.751755391,0.328891102,0.107293066,0.50729369,0.50729369,0.362443251,0.09809929
12,ETHIOPIA,Geba,GB,8.31,36.1,Candidate,Reservoir,,2025,372,0.80,0.80,0.289662484,0.104923209,1,1,0.206624901,0.072926951,0.791751135,0.791751135,0.25082502,0.111687833,0.14209567,0.14209567,0.340614227,0.120060761
13,ETHIOPIA,Genji,GJ,8.23,34.96,Candidate,Reservoir,,2025,216,0.66,0.66,0.312592579,0.07999338,0.913346631,0.913346631,0.252026849,0.067338231,0.73579512,0.73579512,0.293340783,0.09741327,0.146104866,0.146104866,0.359218486,0.094217673
14,ETHIOPIA,Lower Dedessa,LS,8.96875,36.22893422,Candidate,Reservoir,,2025,550,0.5,0.5,0.32026752,0.104462584,0.5,0.5,0.261104076,0.071898175,0.5,0.5,0.313570615,0.106602142,0.5,0.5,0.378421671,0.115956514
15,ETHIOPIA,Tekeze 2,T2,13.790556,37.997222,Candidate,Reservoir,,2025,380,0.75,0.75,0.298784334,0.139504074,0.922627255,0.922627255,0.261416612,0.113896294,0.909485696,0.909485696,0.286198188,0.152393729,0.755589105,0.755589105,0.322456063,0.144823195
16,ETHIOPIA,Upper Dabus,UD,9.986011,34.893504,Candidate,Reservoir,,2025,326,0.17,0.17,0.292096348,0.104071903,0.801630978,0.801630978,0.240395363,0.062626351,0.695601567,0.695601567,0.283774712,0.108681731,0.051404603,0.051404603,0.379132821,0.117723066
17,ETHIOPIA,Karadobi,KR,10.14,38.34,Candidate,Reservoir,,2026,1600,0.92,0.92,0.341851335,0.12009991,0.918715613,0.918715613,0.303714211,0.087546181,0.918715613,0.918715613,0.339241851,0.126068371,0.918715613,0.918715613,0.377693062,0.130244084
18,ETHIOPIA,Beko Abo,BA,10.34,36.65,Candidate,Reservoir,,2028,935,0.42,0.42,0.318664734,0.109795564,0.951449783,0.951449783,0.270008863,0.074062143,0.64946877,0.64946877,0.32375007,0.114583002,0.122366376,0.122366376,0.38074566,0.124251176
19,ETHIOPIA,Upper Mandaya,UM,9.95,35.68,Candidate,Reservoir,,2030,1700,0.47,0.47,0.327569123,0.09733253,0.941853636,0.941853636,0.262302015,0.070104277,0.675392851,0.675392851,0.321106831,0.102739563,0.10525214,0.10525214,0.375963703,0.111860513
20,ETHIOPIA,Aleltu East,AE,9.78,38.83,Candidate,Reservoir,,2031,189,0.63,0.63,0.289754843,0.136676124,0.708324115,0.708324115,0.264199568,0.094938511,0.62500402,0.62500402,0.291612542,0.133338089,0.152493142,0.152493142,0.350880098,0.146350896
21,ETHIOPIA,Aleltu West,AW,9.78,38.83,Candidate,Reservoir,,2031,265,0.63,0.63,0.289754843,0.136676124,0.708324115,0.708324115,0.264199568,0.094938511,0.62500402,0.62500402,0.291612542,0.133338089,0.152493142,0.152493142,0.350880098,0.146350896
22,ETHIOPIA,Lower Dabus,LD,9.792050906,34.82121757,Candidate,Reservoir,,2031,250,0.5,0.5,0.272383275,0.108001524,0.5,0.5,0.24155351,0.066075167,0.5,0.5,0.271966588,0.107280133,0.5,0.5,0.355986003,0.121346692
23,ETHIOPIA,Tams,TM,7.972916667,35.32708333,Candidate,Reservoir,76,2031,1000,0.5,0.5,0.271186421,0.094730189,0.5,0.5,0.19225094,0.070605205,0.5,0.5,0.234211186,0.10729649,0.5,0.5,0.330753717,0.11023679
