,y,Amarti-Neshe FPV,Aswan 1 FPV,Aswan 2 FPV,Birbir FPV,Chemoga Yeda FPV,Dagash FPV,Dal FPV,Finchaa FPV,Genji FPV,High Aswan Dam FPV,Jebel Aulia FPV,Kajbar FPV,Karadobi FPV,Kashm El Girba  FPV,Lake Tana - Beles FPV,Lower Dedessa FPV,Merowe FPV,Mograt FPV,Renaissance FPV,Sabaloka FPV,Shereik FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Mandaya FPV
10,2025.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,3.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,0.0,1.4128,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,5.1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,7.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,9.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,11.4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,13.5458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,0.0,1.9639,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,0.0,1.9639,1.8937,0.0,0.0,0.0,4.2271,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,0.0,1.9639,1.8937,0.0,0.0,0.0,4.5653,0.0,0.0,14.7028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5398,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,1.0752,0.0,0.0,0.0,0.0,0.0,2.1957,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,0.0,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
39,2054.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,1.1712,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
40,2055.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,2.6708,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
41,2056.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,2.6708,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
42,2057.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,7.5627,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
43,2058.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,7.5627,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
44,2059.0,0.0,1.9639,1.8937,0.0,0.0,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,0.0,0.0,0.0,0.0,7.5627,2.1957,0.0,0.0,2.9257,0.0,0.0,0.0
45,2060.0,0.0,1.9639,1.8937,0.0,1.3658,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,6.3099,0.0,0.0,0.0,8.6109,2.1957,5.2167,1.3986,2.9257,0.0,0.0,0.0
46,2061.0,0.0,1.9639,1.8937,0.0,1.2578,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,7.5784,0.0,0.0,0.0,8.6109,2.1957,5.2167,1.3986,2.9257,0.0,0.0,0.0
47,2062.0,0.0,1.9639,1.8937,0.0,1.0699,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,8.8247,0.0,0.0,0.0,8.6109,2.1957,6.9998,1.3986,2.9257,0.0,0.0,0.0
48,2063.0,0.0,1.9639,1.8937,0.0,0.7984,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,10.0959,0.065,0.0,0.0,8.6109,2.1957,12.7827,1.3986,2.9257,0.0,0.0,0.0
49,2064.0,0.0,1.9639,1.8937,0.0,1.0699,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,10.0959,0.065,0.707,0.0,8.6109,2.1957,18.5656,1.3986,2.9257,0.0,1.1129,0.0
50,2065.0,0.0,1.9639,1.8937,0.0,0.7984,2.1835,4.5653,0.0,0.0,14.7028,0.0,2.5264,10.0959,0.065,1.3094,0.0,8.6109,2.1957,19.7031,1.3986,2.9257,0.9242,1.1129,0.0
51,2066.0,0.2628,1.9639,1.8937,0.0,0.7984,2.1835,4.5653,0.3484,0.0,14.7028,0.0,2.5264,8.1665,0.065,1.3094,1.7231,8.6109,2.1957,30.1313,1.3986,2.9257,0.8686,1.3975,0.0
52,2067.0,0.2628,1.9639,1.8937,0.0,0.7984,2.1835,4.5653,0.3484,0.0,14.7028,0.0,2.5264,8.3338,0.065,1.3094,1.435,8.6109,2.1957,22.3074,1.3986,2.9257,1.0867,1.1129,0.0
53,2068.0,0.2628,1.9639,1.8937,0.0,0.7984,2.1835,4.5653,0.3484,0.5216,14.7028,0.0,2.5264,7.321,0.065,1.3094,1.7231,8.6109,2.1957,29.9494,1.3986,2.9257,1.0867,1.1129,0.0
54,2069.0,0.2628,1.9639,1.8937,0.0,1.0699,1.8132,3.7959,0.3484,0.5216,14.7028,0.0,2.5264,8.0919,0.065,1.738,1.435,7.0995,1.8161,26.4223,1.1478,2.4281,0.9332,1.1129,2.8511
55,2070.0,0.2628,1.9639,1.8937,1.1759,0.7984,1.8132,4.5653,0.3484,0.5216,14.7028,0.1025,2.072,9.1047,0.0539,1.6287,1.435,7.0995,1.8161,26.4223,1.1478,2.4281,1.4874,1.1129,8.666
