,y,Amarti-Neshe FPV,Aswan 1 FPV,Aswan 2 FPV,Birbir FPV,Chemoga Yeda FPV,Dagash FPV,Dal FPV,Finchaa FPV,Genji FPV,High Aswan Dam FPV,Jebel Aulia FPV,Kajbar FPV,Karadobi FPV,Kashm El Girba  FPV,Lake Tana - Beles FPV,Lower Dedessa FPV,Merowe FPV,Mograt FPV,Renaissance FPV,Sabaloka FPV,Shereik FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Atbara FPV
10,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.31200000000001465,0.0,0.0,0.10627307226370854,0.0,0.0,0.0
37,2052.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,0.35876324494047857,0.31200000000001465,0.0,0.0,0.4200000000000251,0.0,0.0,0.0
38,2053.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,0.9502489937935217,0.31200000000001465,0.0,0.0,0.4200000000000251,0.0,0.0,0.0
39,2054.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,0.9502489937935217,0.31200000000001465,0.0,0.0,0.4200000000000251,0.0,0.0,0.0
40,2055.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,0.9502489937935217,0.31200000000001465,0.0,0.0,0.4200000000000251,0.0,0.0,0.0
41,2056.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.0,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.0,0.07734516919387951,0.4200000000000251,0.0,0.0,0.0
42,2057.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.08035687512274477,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.0,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
43,2058.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.8814346039565607,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.0,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
44,2059.0,0.0,0.28,0.27,0.0,0.0,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000196,0.0,0.36,0.8814346039565607,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.0,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
45,2060.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000307,0.0,0.36,1.4799242889304118,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.0,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
46,2061.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000356,0.0,0.36,1.6,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.8157698608565542,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
47,2062.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000334,0.0,0.36,1.6,0.0,0.0,0.0,1.240000000000018,0.31200000000001465,0.9669397089109145,0.20499999999999996,0.4200000000000251,0.0,0.0,0.0
48,2063.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000023,0.0,0.36,1.6,0.01,0.0,0.0,1.240000000000018,0.31200000000001465,1.9669397089109144,0.20499999999999996,0.4200000000000251,0.0,0.20909964043458837,0.0
49,2064.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.100000000000011,0.0,0.36,1.6,0.01,0.0,0.0,1.240000000000018,0.31200000000001465,2.60419938254713,0.20499999999999996,0.4200000000000251,0.0,0.20909964043458837,0.0
50,2065.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.1000000000000534,0.0,0.36,1.6,0.01,0.0,0.0,1.240000000000018,0.31200000000001465,3.400000000000057,0.20499999999999996,0.4200000000000251,0.0,0.20909964043458837,0.0
51,2066.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.0,0.0,2.100000000000043,0.0,0.36,1.6,0.01,0.0,0.0,1.240000000000018,0.31200000000001465,4.400000000000057,0.20499999999999996,0.4200000000000251,0.0,0.37036519762514364,0.0
52,2067.0,0.0,0.28,0.27,0.0,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.128,0.0,2.100000000000043,0.0,0.36,1.6,0.01,0.007612217720156228,0.0,1.240000000000018,0.31200000000001465,5.400000000000057,0.20499999999999996,0.4200000000000251,0.3,0.38,0.0
53,2068.0,0.043087042639578035,0.28,0.27,0.467,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.128,0.0,2.100000000000043,0.0,0.36,1.6,0.01,0.46,0.0,1.240000000000018,0.31200000000001465,6.400000000000057,0.20499999999999996,0.4200000000000251,0.3,0.38,0.0
54,2069.0,0.043087042639578035,0.28,0.27,0.467,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.128,0.0,2.100000000000043,0.0,0.36,1.6,0.01,0.46,0.0,1.240000000000018,0.31200000000001465,6.400000000000057,0.20499999999999996,0.4200000000000251,0.3,0.38,0.0
55,2070.0,0.098,0.28,0.27,0.467,0.2800000000000001,0.3120000000000152,0.6480000000000178,0.128,0.216,2.100000000000043,0.019,0.36,1.6,0.01,0.46,0.55,1.240000000000018,0.31200000000001465,6.400000000000057,0.20499999999999996,0.4200000000000251,0.3,0.38,0.32
