r,t,f,y,UseByTechnologyAnnual
REGION,EGBM00E00X,EGBIOM,2055.0,2.0764
REGION,EGBM00E00X,EGBIOM,2056.0,2.0764
REGION,EGBM00E00X,EGBIOM,2057.0,2.0764
REGION,EGBM00E00X,EGBIOM,2058.0,2.0764
REGION,EGBM00E00X,EGBIOM,2059.0,2.0764
REGION,EGBM00E00X,EGBIOM,2060.0,2.0764
REGION,EGBM00E00X,EGBIOM,2061.0,2.0764
REGION,EGBM00E00X,EGBIOM,2062.0,2.0764
REGION,EGBM00E00X,EGBIOM,2063.0,2.0764
REGION,EGBM00E00X,EGBIOM,2064.0,2.0764
REGION,EGBM00E00X,EGBIOM,2065.0,2.0764
REGION,EGBM00E00X,EGBIOM,2066.0,2.0764
REGION,EGBM00E00X,EGBIOM,2067.0,2.0764
REGION,EGBM00E00X,EGBIOM,2068.0,2.0764
REGION,EGBM00E00X,EGBIOM,2069.0,2.0764
REGION,EGBM00E00X,EGBIOM,2070.0,2.0764
REGION,EGCO00E00X,EGCOAL,2015.0,2.9982
REGION,EGCO00E00X,EGCOAL,2016.0,2.4017
REGION,EGCO00E00X,EGCOAL,2017.0,4.757
REGION,EGCO00E00X,EGCOAL,2018.0,3.9842
REGION,EGCO00E00X,EGCOAL,2019.0,4.4558
REGION,EGCO00E00X,EGCOAL,2020.0,4.4558
REGION,EGCO00E00X,EGCOAL,2021.0,4.4558
REGION,EGCO00E00X,EGCOAL,2022.0,4.4558
REGION,EGCO00E00X,EGCOAL,2023.0,4.4558
REGION,EGCO00E00X,EGCOAL,2024.0,4.4558
REGION,EGCO00E00X,EGCOAL,2025.0,3.4558
REGION,EGCO00E00X,EGCOAL,2026.0,3.4558
REGION,EGCO00P00X,EGCOAL,2015.0,7.9326
REGION,EGCO00P00X,EGCOAL,2016.0,7.8884
REGION,EGCO00P00X,EGCOAL,2017.0,8.626
REGION,EGCO00P00X,EGCOAL,2018.0,9.4325
REGION,EGCO00P00X,EGCOAL,2019.0,10.3145
REGION,EGCO00P00X,EGCOAL,2020.0,11.2789
REGION,EGCO00P00X,EGCOAL,2021.0,11.474
REGION,EGCO00P00X,EGCOAL,2022.0,11.6725
REGION,EGCO00P00X,EGCOAL,2023.0,11.8744
REGION,EGCO00P00X,EGCOAL,2024.0,12.0798
REGION,EGCO00P00X,EGCOAL,2025.0,12.2888
REGION,EGCO00P00X,EGCOAL,2026.0,12.5014
REGION,EGCO00P00X,EGCOAL,2027.0,12.7177
REGION,EGCO00P00X,EGCOAL,2028.0,12.9377
REGION,EGCO00P00X,EGCOAL,2029.0,13.1615
REGION,EGCO00P00X,EGCOAL,2030.0,13.3892
REGION,EGCO00P00X,EGCOAL,2031.0,13.8338
REGION,EGCO00P00X,EGCOAL,2032.0,14.293
REGION,EGCO00P00X,EGCOAL,2033.0,14.7676
REGION,EGCO00P00X,EGCOAL,2034.0,15.2578
REGION,EGCO00P00X,EGCOAL,2035.0,15.7644
REGION,EGCO00P00X,EGCOAL,2036.0,16.2878
REGION,EGCO00P00X,EGCOAL,2037.0,16.8285
REGION,EGCO00P00X,EGCOAL,2038.0,17.3872
REGION,EGCO00P00X,EGCOAL,2039.0,17.9645
REGION,EGCO00P00X,EGCOAL,2040.0,18.5609
REGION,EGCO00P00X,EGCOAL,2041.0,19.4871
REGION,EGCO00P00X,EGCOAL,2042.0,20.4595
REGION,EGCO00P00X,EGCOAL,2043.0,21.4805
REGION,EGCO00P00X,EGCOAL,2044.0,22.5523
REGION,EGCO00P00X,EGCOAL,2045.0,23.6777
REGION,EGCO00P00X,EGCOAL,2046.0,24.8592
REGION,EGCO00P00X,EGCOAL,2047.0,26.0997
REGION,EGCO00P00X,EGCOAL,2048.0,27.4021
REGION,EGCO00P00X,EGCOAL,2049.0,28.7694
REGION,EGCO00P00X,EGCOAL,2050.0,30.205
REGION,EGCO00P00X,EGCOAL,2051.0,31.7122
REGION,EGCO00P00X,EGCOAL,2052.0,33.2947
REGION,EGCO00P00X,EGCOAL,2053.0,34.9561
REGION,EGCO00P00X,EGCOAL,2054.0,36.7004
REGION,EGCO00P00X,EGCOAL,2055.0,38.5317
REGION,EGCO00P00X,EGCOAL,2056.0,40.4545
REGION,EGCO00P00X,EGCOAL,2057.0,42.4732
REGION,EGCO00P00X,EGCOAL,2058.0,44.5926
REGION,EGCO00P00X,EGCOAL,2059.0,46.8177
REGION,EGCO00P00X,EGCOAL,2060.0,49.1539
REGION,EGCO00P00X,EGCOAL,2061.0,51.6067
REGION,EGCO00P00X,EGCOAL,2062.0,54.1819
REGION,EGCO00P00X,EGCOAL,2063.0,56.8856
REGION,EGCO00P00X,EGCOAL,2064.0,59.7242
REGION,EGCO00P00X,EGCOAL,2065.0,62.7044
REGION,EGCO00P00X,EGCOAL,2066.0,65.8334
REGION,EGCO00P00X,EGCOAL,2067.0,69.1184
REGION,EGCO00P00X,EGCOAL,2068.0,72.5674
REGION,EGCO00P00X,EGCOAL,2069.0,76.1886
REGION,EGCO00P00X,EGCOAL,2070.0,79.9904
REGION,EGCO00X00X,EGWAT1,2015.0,0.1606
REGION,EGCO00X00X,EGWAT1,2016.0,0.1512
REGION,EGCO00X00X,EGWAT1,2017.0,0.1967
REGION,EGCO00X00X,EGWAT1,2018.0,0.1972
REGION,EGCO00X00X,EGWAT1,2019.0,0.217
REGION,EGCO00X00X,EGWAT1,2020.0,0.2312
REGION,EGCO00X00X,EGWAT1,2021.0,0.2341
REGION,EGCO00X00X,EGWAT1,2022.0,0.237
REGION,EGCO00X00X,EGWAT1,2023.0,0.24
REGION,EGCO00X00X,EGWAT1,2024.0,0.243
REGION,EGCO00X00X,EGWAT1,2025.0,3.2469
REGION,EGCO00X00X,EGWAT1,2026.0,1.3458
REGION,EGCOSCP04N,EGCOAL,2025.0,205.2184
REGION,EGCOSCP04N,EGCOAL,2026.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2027.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2028.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2029.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2030.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2031.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2032.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2033.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2034.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2035.0,478.8429
REGION,EGCOSCP04N,EGCOAL,2036.0,547.249
REGION,EGCOSCP04N,EGCOAL,2037.0,615.6551
REGION,EGCOSCP04N,EGCOAL,2038.0,684.0613
REGION,EGCOSCP04N,EGCOAL,2039.0,752.4674
REGION,EGCOSCP04N,EGCOAL,2040.0,820.8735
REGION,EGCOSCP04N,EGCOAL,2041.0,923.4827
REGION,EGCOSCP04N,EGCOAL,2042.0,957.6858
REGION,EGCOSCP04N,EGCOAL,2043.0,991.8888
REGION,EGCOSCP04N,EGCOAL,2044.0,1026.0919
REGION,EGCOSCP04N,EGCOAL,2045.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2046.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2047.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2048.0,1162.9041
REGION,EGCOSCP04N,EGCOAL,2049.0,1197.1072
REGION,EGCOSCP04N,EGCOAL,2050.0,1231.3103
REGION,EGCOSCP04N,EGCOAL,2051.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2052.0,1299.7164
REGION,EGCOSCP04N,EGCOAL,2053.0,1333.9194
REGION,EGCOSCP04N,EGCOAL,2054.0,1368.1225
REGION,EGCOSCP04N,EGCOAL,2055.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2056.0,1162.9041
REGION,EGCOSCP04N,EGCOAL,2057.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2058.0,1368.1225
REGION,EGCOSCP04N,EGCOAL,2059.0,1470.7317
REGION,EGCOSCP04N,EGCOAL,2060.0,1573.3409
REGION,EGCOSCP04N,EGCOAL,2061.0,1607.5439
REGION,EGCOSCP04N,EGCOAL,2062.0,1641.747
REGION,EGCOSCP04N,EGCOAL,2063.0,1675.9501
REGION,EGCOSCP04N,EGCOAL,2064.0,1710.1531
REGION,EGCOSCP04N,EGCOAL,2065.0,1744.3562
REGION,EGCOSCP04N,EGCOAL,2066.0,1778.5593
REGION,EGCOSCP04N,EGCOAL,2067.0,1812.7623
REGION,EGCOSCP04N,EGCOAL,2068.0,1846.9654
REGION,EGCOSCP04N,EGCOAL,2069.0,1881.1684
REGION,EGCOSCP04N,EGCOAL,2070.0,1915.3715
REGION,EGCOSCP04N,EGWAT1,2025.0,2279.7595
REGION,EGCOSCP04N,EGWAT1,2026.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2027.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2028.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2029.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2030.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2031.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2032.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2033.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2034.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2035.0,5319.4389
REGION,EGCOSCP04N,EGWAT1,2036.0,6079.3587
REGION,EGCOSCP04N,EGWAT1,2037.0,6839.2785
REGION,EGCOSCP04N,EGWAT1,2038.0,7599.1984
REGION,EGCOSCP04N,EGWAT1,2039.0,8359.1182
REGION,EGCOSCP04N,EGWAT1,2040.0,9119.0381
REGION,EGCOSCP04N,EGWAT1,2041.0,10258.9178
REGION,EGCOSCP04N,EGWAT1,2042.0,10638.8777
REGION,EGCOSCP04N,EGWAT1,2043.0,11018.8377
REGION,EGCOSCP04N,EGWAT1,2044.0,11398.7976
REGION,EGCOSCP04N,EGWAT1,2045.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2046.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2047.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2048.0,12918.6373
REGION,EGCOSCP04N,EGWAT1,2049.0,13298.5972
REGION,EGCOSCP04N,EGWAT1,2050.0,13678.5571
REGION,EGCOSCP04N,EGWAT1,2051.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2052.0,14438.4769
REGION,EGCOSCP04N,EGWAT1,2053.0,14818.4368
REGION,EGCOSCP04N,EGWAT1,2054.0,15198.3968
REGION,EGCOSCP04N,EGWAT1,2055.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2056.0,12918.6373
REGION,EGCOSCP04N,EGWAT1,2057.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2058.0,15198.3968
REGION,EGCOSCP04N,EGWAT1,2059.0,16338.2765
REGION,EGCOSCP04N,EGWAT1,2060.0,17478.1563
REGION,EGCOSCP04N,EGWAT1,2061.0,17858.1162
REGION,EGCOSCP04N,EGWAT1,2062.0,18238.0761
REGION,EGCOSCP04N,EGWAT1,2063.0,18618.036
REGION,EGCOSCP04N,EGWAT1,2064.0,18997.996
REGION,EGCOSCP04N,EGWAT1,2065.0,19377.9559
REGION,EGCOSCP04N,EGWAT1,2066.0,19757.9158
REGION,EGCOSCP04N,EGWAT1,2067.0,20137.8757
REGION,EGCOSCP04N,EGWAT1,2068.0,20517.8356
REGION,EGCOSCP04N,EGWAT1,2069.0,20897.7956
REGION,EGCOSCP04N,EGWAT1,2070.0,21277.7555
REGION,EGCR00E00X,EGCRU1,2015.0,528.4287
REGION,EGCR00E00X,EGCRU1,2016.0,484.5929
REGION,EGCR00E00X,EGCRU1,2017.0,408.1059
REGION,EGCR00E00X,EGCRU1,2018.0,458.6549
REGION,EGCR00E00X,EGCRU1,2019.0,458.6549
REGION,EGCR00E00X,EGCRU1,2020.0,458.6549
REGION,EGCR00E00X,EGCRU1,2021.0,458.6549
REGION,EGCR00E00X,EGCRU1,2022.0,458.6549
REGION,EGCR00E00X,EGCRU1,2023.0,458.6549
REGION,EGCR00E00X,EGCRU1,2024.0,458.6549
REGION,EGCR00E00X,EGCRU1,2025.0,458.6549
REGION,EGCR00E00X,EGCRU1,2026.0,458.6549
REGION,EGCR00E00X,EGCRU1,2027.0,458.6549
REGION,EGCR00E00X,EGCRU1,2028.0,458.6549
REGION,EGCR00E00X,EGCRU1,2029.0,458.6549
REGION,EGCR00E00X,EGCRU1,2030.0,458.6549
REGION,EGCR00E00X,EGCRU1,2031.0,458.6549
REGION,EGCR00E00X,EGCRU1,2032.0,458.6549
REGION,EGCR00X00X,EGWAT1,2015.0,105.3629
REGION,EGCR00X00X,EGWAT1,2016.0,99.9831
REGION,EGCR00X00X,EGWAT1,2017.0,94.4578
REGION,EGCR00X00X,EGWAT1,2018.0,98.0239
REGION,EGCR00X00X,EGWAT1,2019.0,97.0292
REGION,EGCR00X00X,EGWAT1,2020.0,96.0345
REGION,EGCR00X00X,EGWAT1,2021.0,97.3769
REGION,EGCR00X00X,EGWAT1,2022.0,98.7192
REGION,EGCR00X00X,EGWAT1,2023.0,100.0616
REGION,EGCR00X00X,EGWAT1,2024.0,101.404
REGION,EGCR00X00X,EGWAT1,2025.0,102.7464
REGION,EGCR00X00X,EGWAT1,2026.0,103.0531
REGION,EGCR00X00X,EGWAT1,2027.0,94.0758
REGION,EGCR00X00X,EGWAT1,2028.0,85.0986
REGION,EGCR00X00X,EGWAT1,2029.0,76.1213
REGION,EGCR00X00X,EGWAT1,2030.0,54.4339
REGION,EGCRUDPROX,EGCRU1,2015.0,1357.7295
REGION,EGCRUDPROX,EGCRU1,2016.0,1305.258
REGION,EGCRUDPROX,EGCRU1,2017.0,1282.8352
REGION,EGCRUDPROX,EGCRU1,2018.0,1296.124
REGION,EGCRUDPROX,EGCRU1,2019.0,1278.3173
REGION,EGCRUDPROX,EGCRU1,2020.0,1260.5106
REGION,EGCRUDPROX,EGCRU1,2021.0,1284.5411
REGION,EGCRUDPROX,EGCRU1,2022.0,1308.5717
REGION,EGCRUDPROX,EGCRU1,2023.0,1332.6022
REGION,EGCRUDPROX,EGCRU1,2024.0,1356.6328
REGION,EGCRUDPROX,EGCRU1,2025.0,1380.6633
REGION,EGCRUDPROX,EGCRU1,2026.0,1386.1545
REGION,EGCRUDPROX,EGCRU1,2027.0,1225.4477
REGION,EGCRUDPROX,EGCRU1,2028.0,1064.7409
REGION,EGCRUDPROX,EGCRU1,2029.0,904.0341
REGION,EGCRUDPROX,EGCRU1,2030.0,515.7962
REGION,EGCRUDPROX,EGCRU1,2038.0,100.5
REGION,EGCRUDPROX,EGCRU1,2039.0,100.5
REGION,EGCRUDPROX,EGCRU1,2040.0,100.5
REGION,EGCRUDPROX,EGCRU1,2041.0,100.5
REGION,EGCRUDPROX,EGCRU1,2042.0,100.5
REGION,EGCRUDPROX,EGCRU1,2043.0,100.5
REGION,EGCRUDPROX,EGCRU1,2044.0,100.5
REGION,EGCRUDPROX,EGCRU1,2045.0,100.5
REGION,EGCRUDPROX,EGCRU1,2046.0,100.5
REGION,EGCRUDPROX,EGCRU1,2047.0,100.5
REGION,EGCRUDPROX,EGCRU1,2048.0,100.5
REGION,EGCRUDPROX,EGCRU1,2049.0,100.5
REGION,EGCRUDPROX,EGCRU1,2050.0,100.5
REGION,EGCRUDPROX,EGCRU1,2051.0,100.5
REGION,EGCRUDPROX,EGCRU1,2052.0,100.5
REGION,EGCRUDPROX,EGCRU1,2053.0,100.5
REGION,EGCRUDPROX,EGCRU1,2054.0,100.5
REGION,EGCRUDPROX,EGWAT1,2015.0,64.4922
REGION,EGCRUDPROX,EGWAT1,2016.0,61.9998
REGION,EGCRUDPROX,EGWAT1,2017.0,60.9347
REGION,EGCRUDPROX,EGWAT1,2018.0,61.5659
REGION,EGCRUDPROX,EGWAT1,2019.0,60.7201
REGION,EGCRUDPROX,EGWAT1,2020.0,59.8743
REGION,EGCRUDPROX,EGWAT1,2021.0,61.0157
REGION,EGCRUDPROX,EGWAT1,2022.0,62.1572
REGION,EGCRUDPROX,EGWAT1,2023.0,63.2986
REGION,EGCRUDPROX,EGWAT1,2024.0,64.4401
REGION,EGCRUDPROX,EGWAT1,2025.0,65.5815
REGION,EGCRUDPROX,EGWAT1,2026.0,65.8423
REGION,EGCRUDPROX,EGWAT1,2027.0,58.2088
REGION,EGCRUDPROX,EGWAT1,2028.0,50.5752
REGION,EGCRUDPROX,EGWAT1,2029.0,42.9416
REGION,EGCRUDPROX,EGWAT1,2030.0,24.5003
REGION,EGCRUDPROX,EGWAT1,2038.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2039.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2040.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2041.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2042.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2043.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2044.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2045.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2046.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2047.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2048.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2049.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2050.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2051.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2052.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2053.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2054.0,4.7738
REGION,EGCRUDRE1X,EGCRU2,2015.0,1344.1522
REGION,EGCRUDRE1X,EGCRU2,2016.0,1292.2054
REGION,EGCRUDRE1X,EGCRU2,2017.0,1270.0069
REGION,EGCRUDRE1X,EGCRU2,2018.0,1283.1627
REGION,EGCRUDRE1X,EGCRU2,2019.0,1265.5341
REGION,EGCRUDRE1X,EGCRU2,2020.0,1247.9055
REGION,EGCRUDRE1X,EGCRU2,2021.0,1271.6957
REGION,EGCRUDRE1X,EGCRU2,2022.0,1295.486
REGION,EGCRUDRE1X,EGCRU2,2023.0,1319.2762
REGION,EGCRUDRE1X,EGCRU2,2024.0,1343.0664
REGION,EGCRUDRE1X,EGCRU2,2025.0,1366.8567
REGION,EGCRUDRE1X,EGCRU2,2026.0,1372.293
REGION,EGCRUDRE1X,EGCRU2,2027.0,1213.1932
REGION,EGCRUDRE1X,EGCRU2,2028.0,1054.0935
REGION,EGCRUDRE1X,EGCRU2,2029.0,894.9937
REGION,EGCRUDRE1X,EGCRU2,2030.0,510.6382
REGION,EGCRUDRE1X,EGCRU2,2038.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2039.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2040.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2041.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2042.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2043.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2044.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2045.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2046.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2047.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2048.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2049.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2050.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2051.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2052.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2053.0,99.495
REGION,EGCRUDRE1X,EGCRU2,2054.0,99.495
REGION,EGEL00T00X,EGEL01,2015.0,552.9665
REGION,EGEL00T00X,EGEL01,2016.0,562.3193
REGION,EGEL00T00X,EGEL01,2017.0,571.6722
REGION,EGEL00T00X,EGEL01,2018.0,581.0251
REGION,EGEL00T00X,EGEL01,2019.0,590.378
REGION,EGEL00T00X,EGEL01,2020.0,599.7309
REGION,EGEL00T00X,EGEL01,2021.0,613.2335
REGION,EGEL00T00X,EGEL01,2022.0,626.7056
REGION,EGEL00T00X,EGEL01,2023.0,640.1471
REGION,EGEL00T00X,EGEL01,2024.0,653.5583
REGION,EGEL00T00X,EGEL01,2025.0,666.9391
REGION,EGEL00T00X,EGEL01,2026.0,680.2897
REGION,EGEL00T00X,EGEL01,2027.0,693.6102
REGION,EGEL00T00X,EGEL01,2028.0,706.9008
REGION,EGEL00T00X,EGEL01,2029.0,720.1614
REGION,EGEL00T00X,EGEL01,2030.0,731.5174
REGION,EGEL00T00X,EGEL01,2031.0,776.8405
REGION,EGEL00T00X,EGEL01,2032.0,818.7977
REGION,EGEL00T00X,EGEL01,2033.0,863.9626
REGION,EGEL00T00X,EGEL01,2034.0,910.6755
REGION,EGEL00T00X,EGEL01,2035.0,957.2839
REGION,EGEL00T00X,EGEL01,2036.0,1003.7883
REGION,EGEL00T00X,EGEL01,2037.0,1050.1891
REGION,EGEL00T00X,EGEL01,2038.0,1096.4864
REGION,EGEL00T00X,EGEL01,2039.0,1142.6808
REGION,EGEL00T00X,EGEL01,2040.0,1188.7725
REGION,EGEL00T00X,EGEL01,2041.0,1242.5487
REGION,EGEL00T00X,EGEL01,2042.0,1296.2057
REGION,EGEL00T00X,EGEL01,2043.0,1349.7438
REGION,EGEL00T00X,EGEL01,2044.0,1403.1635
REGION,EGEL00T00X,EGEL01,2045.0,1456.4651
REGION,EGEL00T00X,EGEL01,2046.0,1509.649
REGION,EGEL00T00X,EGEL01,2047.0,1562.7157
REGION,EGEL00T00X,EGEL01,2048.0,1615.6655
REGION,EGEL00T00X,EGEL01,2049.0,1668.4988
REGION,EGEL00T00X,EGEL01,2050.0,1721.2159
REGION,EGEL00T00X,EGEL01,2051.0,1779.58
REGION,EGEL00T00X,EGEL01,2052.0,1839.9543
REGION,EGEL00T00X,EGEL01,2053.0,1902.4069
REGION,EGEL00T00X,EGEL01,2054.0,1967.0084
REGION,EGEL00T00X,EGEL01,2055.0,2033.8316
REGION,EGEL00T00X,EGEL01,2056.0,2102.9519
REGION,EGEL00T00X,EGEL01,2057.0,2174.4471
REGION,EGEL00T00X,EGEL01,2058.0,2248.3978
REGION,EGEL00T00X,EGEL01,2059.0,2324.8872
REGION,EGEL00T00X,EGEL01,2060.0,2404.0015
REGION,EGEL00T00X,EGEL01,2061.0,2485.8297
REGION,EGEL00T00X,EGEL01,2062.0,2570.4638
REGION,EGEL00T00X,EGEL01,2063.0,2657.9991
REGION,EGEL00T00X,EGEL01,2064.0,2748.534
REGION,EGEL00T00X,EGEL01,2065.0,2842.1702
REGION,EGEL00T00X,EGEL01,2066.0,2939.013
REGION,EGEL00T00X,EGEL01,2067.0,3039.1711
REGION,EGEL00T00X,EGEL01,2068.0,3142.7571
REGION,EGEL00T00X,EGEL01,2069.0,3249.8873
REGION,EGEL00T00X,EGEL01,2070.0,3360.6819
REGION,EGEL00TDTX,EGEL02,2015.0,533.0597
REGION,EGEL00TDTX,EGEL02,2016.0,542.0758
REGION,EGEL00TDTX,EGEL02,2017.0,551.092
REGION,EGEL00TDTX,EGEL02,2018.0,560.1082
REGION,EGEL00TDTX,EGEL02,2019.0,569.1244
REGION,EGEL00TDTX,EGEL02,2020.0,578.1405
REGION,EGEL00TDTX,EGEL02,2021.0,591.1571
REGION,EGEL00TDTX,EGEL02,2022.0,604.1442
REGION,EGEL00TDTX,EGEL02,2023.0,617.1018
REGION,EGEL00TDTX,EGEL02,2024.0,630.0302
REGION,EGEL00TDTX,EGEL02,2025.0,642.9293
REGION,EGEL00TDTX,EGEL02,2026.0,655.7993
REGION,EGEL00TDTX,EGEL02,2027.0,668.6403
REGION,EGEL00TDTX,EGEL02,2028.0,681.4523
REGION,EGEL00TDTX,EGEL02,2029.0,694.2356
REGION,EGEL00TDTX,EGEL02,2030.0,705.1828
REGION,EGEL00TDTX,EGEL02,2031.0,748.8742
REGION,EGEL00TDTX,EGEL02,2032.0,789.321
REGION,EGEL00TDTX,EGEL02,2033.0,832.86
REGION,EGEL00TDTX,EGEL02,2034.0,877.8912
REGION,EGEL00TDTX,EGEL02,2035.0,922.8217
REGION,EGEL00TDTX,EGEL02,2036.0,967.652
REGION,EGEL00TDTX,EGEL02,2037.0,1012.3823
REGION,EGEL00TDTX,EGEL02,2038.0,1057.0129
REGION,EGEL00TDTX,EGEL02,2039.0,1101.5443
REGION,EGEL00TDTX,EGEL02,2040.0,1145.9767
REGION,EGEL00TDTX,EGEL02,2041.0,1197.817
REGION,EGEL00TDTX,EGEL02,2042.0,1249.5423
REGION,EGEL00TDTX,EGEL02,2043.0,1301.153
REGION,EGEL00TDTX,EGEL02,2044.0,1352.6496
REGION,EGEL00TDTX,EGEL02,2045.0,1404.0323
REGION,EGEL00TDTX,EGEL02,2046.0,1455.3017
REGION,EGEL00TDTX,EGEL02,2047.0,1506.4579
REGION,EGEL00TDTX,EGEL02,2048.0,1557.5015
REGION,EGEL00TDTX,EGEL02,2049.0,1608.4328
REGION,EGEL00TDTX,EGEL02,2050.0,1659.2522
REGION,EGEL00TDTX,EGEL02,2051.0,1715.5151
REGION,EGEL00TDTX,EGEL02,2052.0,1773.7159
REGION,EGEL00TDTX,EGEL02,2053.0,1833.9203
REGION,EGEL00TDTX,EGEL02,2054.0,1896.1961
