,y,Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old)
35,2050.0,18.00000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.579900400213996,0.0,12.089421548794528,0.0,12.739556733492584,0.0,0.0,6.226606725774467,0.0
36,2051.0,18.500000000000092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.796022174210181,0.0,12.089421548794528,0.0,14.239556733492584,0.0,0.0,6.226606725774467,0.0
37,2052.0,19.000000000000096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13797529038649,0.0,13.589421548794528,0.0,14.239556733492584,0.0,0.0,6.226606725774467,0.0
38,2053.0,19.500000000000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63797529038649,0.0,13.589421548794528,0.0,14.589108967316035,0.0,0.0,6.226606725774467,0.0
39,2054.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15291271182681,0.0,15.089421548794528,0.0,14.589108967316035,0.0,0.0,6.226606725774467,0.0
40,2055.0,18.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.835426317784826,0.0,16.58942154879453,0.0,16.089108967316037,0.0,0.0,6.226606725774467,0.0
41,2056.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.269255824160766,0.0,18.08942154879453,0.0,17.589108967316037,0.0,0.0,6.226606725774467,0.0
42,2057.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.269255824160766,0.0,18.60269740457896,0.0,17.589108967316037,0.0,0.0,6.226606725774467,0.0
43,2058.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.537857509746342,0.0,18.60269740457896,0.0,17.589108967316037,0.0,0.0,6.226606725774467,0.0
44,2059.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.537857509746342,0.0,18.602697404578965,0.0,18.95910510487211,0.0,0.0,6.226606725774467,0.0
45,2060.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53785750974634,0.0,19.830892773188744,0.0,18.95910510487211,0.0,0.0,6.61861567131535,0.0
46,2061.0,23.50000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.80381092937753,0.0,19.83089277318874,0.0,18.95910510487211,0.0,0.0,6.61861567131535,0.0
47,2062.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.80381092937753,0.0,19.83089277318874,0.0,21.288212262287495,0.0,0.0,6.835226668890036,0.0
48,2063.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78112947637384,0.0,20.277157886283042,0.0,21.288212262287495,0.0,0.0,7.059872457037416,0.0
49,2064.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2056799483282,0.0,21.87100070938506,0.0,22.79538635231942,0.0,0.0,7.25664149957713,0.0
50,2065.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2056799483282,0.0,23.40735378237448,0.0,23.139543383918802,0.0,0.0,7.306060394877646,0.0
51,2066.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74838533158406,0.0,23.40735378237448,0.0,23.144711993051477,0.0,0.0,7.306060394877645,0.0
52,2067.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95919551424756,0.0,22.901341543341086,0.0,25.644711993051477,0.0,0.0,6.719273393635071,0.0
53,2068.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.18606869977326,0.0,25.401341543341086,0.0,25.644711993051477,0.0,0.0,6.8814846149788735,0.0
54,2069.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.911575924358434,0.0,26.901341543341086,0.0,27.688322030899588,0.0,0.0,7.036648573904882,0.0
55,2070.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.411575924358434,0.0,28.2484477845639,0.0,26.688322030899588,0.0,0.0,7.694088861180571,0.0
