,y,Geothermal power plant - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new),Solar PV (roof top),Solar PV with storage
14,2029.0,0.17875883408194593,0.0066,0.12267521964069746,0.22875458360527096,0.0,0.0109395,0.1318158772861909,0.0,0.0,0.0
15,2030.0,0.20401118330854634,0.006,0.12267521964069746,0.22875458360527096,0.0,0.009945,0.14359424542304075,0.0,0.0,0.0
16,2031.0,0.23390303174561783,0.0054,0.12267521964069746,0.22875458360527096,0.0,0.0089505,0.15653026691385175,0.0,0.0,0.0
17,2032.0,0.2647528406463653,0.0048,0.12267521964069746,0.22875458360527096,0.0,0.007956,0.16986420978808278,0.0,0.0,0.0
18,2033.0,0.29742802360662535,0.0042,0.12267521964069746,0.22875458360527096,0.0,0.0069615,0.18445961074299236,0.0,0.0,0.0
19,2034.0,0.33243132699261213,0.0036,0.12267521964069746,0.22875458360527096,0.0,0.005967,0.2000816178181629,0.0,0.0,0.0
20,2035.0,0.3695301854083317,0.003,0.12267521964069746,0.22875458360527096,0.0,0.0049725,0.21717571775763875,0.0,0.0,0.0
21,2036.0,0.39999999999999997,0.0024,0.12267521964069746,0.22875458360527096,0.0,0.003978,0.2438789272638316,0.0,0.0,0.0
22,2037.0,0.39999999999999997,0.0018,0.12267521964069746,0.22875458360527096,0.0,0.0029835,0.30195968922753835,0.0,0.0,0.0
23,2038.0,0.39999999999999997,0.0012,0.12267521964069746,0.22875458360527096,0.0,0.001989,0.353174885880704,0.010617620266530951,0.0,0.0
24,2039.0,0.39999999999999997,0.000600000000000001,0.12267521964069746,0.22875458360527096,0.0,0.000994500000000002,0.4198871572915699,0.01162656422646829,0.0,0.0
25,2040.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.49245484271292883,0.01162656422646829,0.0,0.0
26,2041.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5541750621895465,0.01162656422646829,0.0,0.0
27,2042.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6195040229143163,0.01162656422646829,0.0,0.0
28,2043.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,0.17711957982547463
29,2044.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,0.37680196236884267
30,2045.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,0.5882170134468125
31,2046.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,0.812053885322936
32,2047.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,1.0507102244900735
33,2048.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,1.3117019732451785
34,2049.0,0.3999999999999999,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.6204263793728562,0.01162656422646829,0.0,1.5879782443065675
35,2050.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5493260305429498,0.08272691305637503,0.0,1.880404465945173
36,2051.0,0.39999999999999997,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5387151295264471,0.09333781407287785,0.0,2.062027750954862
37,2052.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.528610868274684,0.10344207532464086,0.0,2.2498222307989946
38,2053.0,0.4000000000000001,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,2.4439614184112965
39,2054.0,0.4000000000000001,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,2.6446149342939056
40,2055.0,0.4000000000000001,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,2.851967806765837
41,2056.0,0.4000000000000001,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,3.066225476234832
42,2057.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,3.287605698420008
43,2058.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.516564081568234,0.11548886203109096,0.0,3.5163300218041234
44,2059.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5070334059312258,0.12501953766809887,0.0,3.752623958442732
45,2060.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.49525503779437596,0.13679790580494894,0.0,3.996732117756879
46,2061.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.4952550377943757,0.13679790580494894,0.0,4.170702316354757
47,2062.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.4952550377943761,0.13679790580494894,0.0,4.3484921902914175
48,2063.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5058726580609071,0.12618028553841798,0.5374937168624235,4.1713726104659425
49,2064.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,1.1148019495112078,3.971690227922575
50,2065.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,1.7158500266507468,3.760275176844605
51,2066.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,2.3418076502162775,3.536438304968482
52,2067.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,2.9964073928085053,3.2977819658013443
53,2068.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,3.6910743311645344,3.036790217046239
54,2069.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,4.415425458652503,2.760513945984849
55,2070.0,0.4,0.0,0.12267521964069746,0.22875458360527096,0.0,0.0,0.5068816020208443,0.12517134157848064,5.1709277135407286,2.4680877243462436
