,y,Biomass & Waste CHP plant - OTF/OTS cooling (new),Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Aswan 1,Aswan 2,Esna,High Aswan Dam,Small hydropower plant,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),New Assiut Barrage,Naga Hamadi,Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old),CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore),Wind (offshore)
10,2025.0,0.65,0.416,3.0,1.0,0.105075,1.0,0.09075,0.75920175,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.222444,0.6,1.65375,9.6,0.57057,6.3,7.935585,1.7460375,4.88,9.09226425,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.44013125,0.3,0.3,2.44325,0.7871759320389202
11,2026.0,0.65,0.3744,6.0,1.0,0.09807,1.0,0.0847,0.7085883,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.2076144,0.6,1.5435,9.6,0.532532,6.3,7.406546,1.629635,4.88,8.4861133,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.6901225,0.35,0.35,2.6657,0.7871759320389202
12,2027.0,0.65,0.3328,6.0,1.0,0.091065,1.0,0.07865,0.65797485,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1927848,0.6,1.43325,9.6,0.494494,6.3,6.877507,1.5132325,4.88,7.87996235,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.7415651370002898,0.4,0.4,2.8881500000000004,0.7871759320389202
13,2028.0,0.65,0.2912,6.0,1.0,0.08406,1.0,0.0726,0.6073614,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1779552,0.6,1.323,9.6,0.456456,6.3,6.348468,1.39683,4.88,7.2738114,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.7415563870002897,0.4218978082325114,0.4,3.1106,0.7871759320389202
14,2029.0,0.65,0.2496,6.0,1.0,0.077055,1.0,0.06655,0.55674795,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1631256,0.6,1.21275,9.6,0.418418,6.3,5.819429,1.2804275,4.88,6.66766045,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.8194199605821566,0.5,0.5,3.33305,0.7871759320389202
15,2030.0,0.65,0.208,6.0,1.0,0.07005,1.0,0.0605,0.5061345,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.148296,0.6,1.1025,9.6,0.38038,6.3,5.29039,1.164025,4.88,6.0615095,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.897021564713714,0.5,0.5,3.5555000000000003,0.7871759320389202
16,2031.0,0.65,0.1664,6.0,1.0,0.063045,1.0,0.05445,0.45552105,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1334664,0.6,0.99225,9.6,0.342342,6.3,4.761351,1.0476225,4.88,5.45535855,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,2.3970128147137144,0.6,0.5,4.02795,0.7871759320389202
17,2032.0,0.65,0.1248,6.0,1.0,0.05604,1.0,0.0484,0.4049076,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1186368,0.6,0.882,9.6,0.304304,6.3,4.232312,0.93122,4.88,4.8492076,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,2.8970040647137143,0.6499999999999999,0.6499999999999999,4.500400000000001,0.7871759320389202
18,2033.0,0.65,0.0831999999999999,6.0,1.0,0.049035,1.0,0.04235,0.35429415,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1038072,0.6,0.77175,9.6,0.266266,6.3,3.703273,0.8148175,4.88,4.24305665,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,3.3969953147137146,0.7,0.7,4.97285,0.7871759320389202
19,2034.0,0.65,0.0416,6.0,1.0,0.04203,1.0,0.0363,0.3036807,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0889776,0.6,0.6615,9.6,0.228228,6.3,3.174234,0.698415,4.88,3.6369057,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,3.8969865647137145,0.75,0.75,5.4453000000000005,0.7871759320389202
20,2035.0,0.65,0.0,6.0,1.0,0.035025,1.0,0.03025,0.25306725,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.074148,1.4510754045770493,0.55125,9.6,0.19019,6.3,2.645195,0.5820125,4.88,3.03075475,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,4.396977814713714,0.7999999999999999,0.7999999999999999,5.917750000000001,0.7871759320389202
21,2036.0,0.65,0.0,7.0,1.0,0.02802,1.0,0.0242,0.2024538,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0593184,1.4510754045770493,0.441,9.6,0.152152,7.105847473881266,2.116156,0.46561,4.88,2.4246038,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,4.896969064713714,0.8499999999999998,0.8499999999999998,6.3902,0.7871759320389202
22,2037.0,0.65,0.0,8.0,1.0,0.021015,1.0,0.01815,0.15184035,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0444888,2.403121570510947,0.33075,9.6,0.114114,7.105847473881266,1.587117,0.3492075,4.88,1.81845285,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,5.396960314713714,0.8999999999999998,0.8999999999999998,6.86265,0.7871759320389202
23,2038.0,0.65,0.0,9.0,1.0,0.01401,1.0,0.0121,0.1012269,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0296592,3.4031215705109474,0.2205,9.6,0.076076,7.278387430784357,1.058078,0.232805,4.88,1.2123019,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,5.896951564713714,0.9499999999999998,0.9499999999999998,7.3351,0.7871759320389202
24,2039.0,0.65,0.0,10.0,1.0,0.007005,1.0,0.00605000000000001,0.0506134500000001,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0148296,4.362331849294292,0.11025,10.6,0.038038,8.278387430784356,0.529039000000001,0.1164025,4.88,0.60615095,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,6.396942814713714,0.9999999999999998,0.9999999999999999,7.80755,0.7871759320389202
25,2040.0,0.65,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.522,0.0,5.362331849294292,0.0,11.6,0.0,9.278387430784358,0.0,0.0,3.644078716067254,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,6.886942814713714,1.0499999999999998,1.0499999999999998,8.04,0.7871759320389202
26,2041.0,0.65,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,6.862331849294292,0.0,11.988737229370628,0.0,9.831043456418376,0.0,0.0,2.9940787160672535,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,7.6069428147137135,1.0999999999999999,1.0999999999999999,8.59,0.7871759320389202
27,2042.0,0.65,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,6.862331849294292,0.0,11.988737229370628,0.0,9.834131743927434,0.0,0.0,3.441594016248221,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,8.356942814713713,1.1499999999999997,1.15,9.34,0.7871759320389202
28,2043.0,0.65,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.999019014299193,0.0,11.988737229370628,0.0,10.38249417603261,0.0,0.0,2.9915940162482206,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,9.056942814713715,1.2,1.1999999999999997,9.75,0.7871759320389202
29,2044.0,0.65,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.999019014299193,0.0,11.988737229370628,0.0,11.655412985363668,0.0,0.0,3.0974550706757453,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,9.806942814713715,1.25,1.2499999999999998,10.5,0.7871759320389202
30,2045.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.399019014299193,0.0,13.488737229370628,0.0,12.087695863658707,0.0,0.0,3.0974550706757453,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,10.456934064713714,1.3,1.2999999999999998,11.25,0.7871759320389202
31,2046.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,8.06868070996382,0.0,14.659596420381414,0.0,13.087695863658707,0.0,0.0,3.0974550706757453,0.0,0.4,0.4,0.128906025205732,0.124302238591241,0.966795189042988,10.956934064713714,1.35,1.3499999999999999,11.75,0.7871759320389202
32,2047.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,9.568680709963818,0.0,16.159596420381412,0.0,13.837695863658707,0.0,0.0,4.597455070675745,0.0,0.20000000000000007,0.20000000000000007,0.128906025205732,0.124302238591241,0.966795189042988,11.456934064713714,1.4,1.3999999999999997,12.25,0.5371759320389202
33,2048.0,0.65,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,11.068680709963818,0.0,8.059596420381412,0.0,10.537695863658707,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,11.956934064713714,1.45,1.4499999999999997,12.75,0.2871759320389203
34,2049.0,0.65,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,12.568680709963818,0.0,9.559596420381414,0.0,11.209043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,12.456934064713714,1.5,1.4999999999999998,13.25,0.03717593203892027
35,2050.0,0.65,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,12.846828312897578,0.0,9.559596420381414,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,12.956934064713714,1.55,1.5499999999999998,13.75,0.0
36,2051.0,0.65,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,13.140168553314885,0.0,11.059596420381414,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,13.456934064713714,1.6,1.5999999999999999,14.25,0.0
37,2052.0,0.65,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,14.241254047286372,0.0,11.748951059558182,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,14.155482677713424,1.65,1.6499999999999997,14.75,0.07083740385790556
38,2053.0,0.65,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,14.601053603773485,0.0,11.748951059558182,0.0,14.209043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,14.905482677713424,1.7,1.7,15.25,0.1628632320234802
39,2054.0,0.65,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,15.037019615876387,0.0,13.248951059558182,0.0,14.209043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,15.577610354131558,1.75,1.7499999999999998,15.75,0.3283217588266298
40,2055.0,0.65,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,16.53701961587639,0.0,13.917135966546123,0.0,15.709043157946839,0.0,0.0,6.097455070675745,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.25,1.8,1.8,16.25,0.41935850326416146
41,2056.0,0.4,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.719861365072912,0.0,15.417135966546123,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0,0.2738191802982005,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.5,1.8500000000000003,1.85,16.5,1.1693585032641616
42,2057.0,0.4,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.719861365072912,0.0,16.698750898668695,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0,0.27784291898545715,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.75,1.9,1.9,16.75,1.9193585032641616
43,2058.0,0.4,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0,0.27784291898545715,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.0,1.95,1.95,17.0,2.651227745756056
44,2059.0,0.4,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,18.22138849792913,0.0,0.0,6.097455070675745,0.0,0.27784291898545715,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.25,2.0,2.0,17.25,3.380249375065324
45,2060.0,0.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,19.684743786440496,0.0,0.0,6.097455070675745,0.0,0.3823978262623735,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.5,2.05,2.05,17.5,4.130249375065324
46,2061.0,0.30000000000000004,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.286585046627348,0.0,16.698750898668695,0.0,19.684743786440496,0.0,0.0,6.121215161816349,0.0,1.0145022090248097,0.0,0.128906025205732,0.124302238591241,0.966795189042988,18.0,2.0999999999999996,2.1000000000000005,18.0,4.130249375065324
47,2062.0,0.2,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.286585046627348,0.0,19.00786949774787,0.0,19.684743786440496,0.0,0.0,6.50604303754155,0.0,1.7167289170973028,0.0,0.128906025205732,0.124302238591241,0.966795189042988,18.5,2.15,2.15,18.5,4.130249375065324
48,2063.0,0.1,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.286585046627348,0.0,19.00786949774787,0.0,22.082787654777793,0.0,0.0,6.947320215471079,0.0,2.4741519393807376,0.0,0.128906025205732,0.124302238591241,0.966795189042988,19.0,2.2,2.1999999999999997,19.0,4.130249375065324
49,2064.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.30375626505379,0.0,21.50786949774787,0.0,22.082787654777793,0.0,0.0,7.220746011959175,0.0,3.2413165564196467,0.0,0.128906025205732,0.124302238591241,0.966795189042988,19.5,2.25,2.2499999999999996,19.5,4.130249375065324
50,2065.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,20.684266369643936,0.0,21.50786949774787,0.0,24.582787654777793,0.0,0.0,7.116804860254896,0.0,5.2413165564196476,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.0,2.3,2.3,20.0,4.130249375065324
51,2066.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,23.158781018690746,0.0,21.50786949774787,0.0,23.776940180896528,0.0,0.0,7.116804860254896,0.0,7.241316556419647,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.25,2.35,2.35,20.25,5.130249375065324
52,2067.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,22.206734852756846,0.0,22.04392042453358,0.0,26.276940180896528,0.0,0.0,6.6508110417892805,0.0,9.241316556419648,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.5,2.4000000000000004,2.3999999999999995,20.5,6.130249375065325
53,2068.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.206734852756846,0.0,23.632176398189472,0.0,28.604400223993437,0.0,0.0,6.806610269697005,0.0,9.8,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.75,2.45,2.45,20.75,7.130249375065325
54,2069.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,22.7475245739735,0.0,25.13217639818947,0.0,28.832727765213086,0.0,0.0,7.046212599002303,0.0,10.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,21.0,2.4999999999999996,2.5,21.0,8.130249375065326
55,2070.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.7475245739735,0.0,26.47928263941095,0.0,30.332727765213086,0.0,0.0,7.394250963084991,0.0,10.2,2.0,0.128906025205732,0.124302238591241,0.966795189042988,21.25,2.55,2.55,21.25,9.130249375065326
