r,t,e,y,AnnualTechnologyEmission
REGION,EGCO00I00X,EGCO2,2031.0,0.9605
REGION,EGCO00I00X,EGCO2,2032.0,0.9168
REGION,EGCO00I00X,EGCO2,2033.0,5.1416
REGION,EGCO00I00X,EGCO2,2034.0,15.8003
REGION,EGCO00I00X,EGCO2,2035.0,15.7244
REGION,EGCO00I00X,EGCO2,2036.0,10.679
REGION,EGCO00I00X,EGCO2,2037.0,8.7701
REGION,EGCO00I00X,EGCO2,2038.0,9.219
REGION,EGCO00I00X,EGCO2,2039.0,9.6147
REGION,EGCO00I00X,EGCO2,2040.0,10.0638
REGION,EGCO00I00X,EGCO2,2041.0,8.3175
REGION,EGCO00I00X,EGCO2,2042.0,6.0195
REGION,EGCO00I00X,EGCO2,2043.0,7.7958
REGION,EGCO00I00X,EGCO2,2044.0,6.4253
REGION,EGCO00I00X,EGCO2,2045.0,6.0045
REGION,EGCO00I00X,EGCO2,2046.0,5.4687
REGION,EGCO00I00X,EGCO2,2047.0,1.6177
REGION,EGCO00I00X,EGCO2,2048.0,9.8095
REGION,EGCO00I00X,EGCO2,2049.0,7.9211
REGION,EGCO00I00X,EGCO2,2050.0,6.5579
REGION,EGCO00I00X,EGCO2,2051.0,5.9539
REGION,EGCO00I00X,EGCO2,2052.0,5.5079
REGION,EGCO00I00X,EGCO2,2053.0,4.7766
REGION,EGCO00I00X,EGCO2,2054.0,3.7814
REGION,EGCO00I00X,EGCO2,2055.0,2.8652
REGION,EGCO00I00X,EGCO2,2056.0,0.3222
REGION,EGCO00I00X,EGCO2,2057.0,0.3089
REGION,EGCO00I00X,EGCO2,2058.0,0.2962
REGION,EGCO00I00X,EGCO2,2059.0,0.284
REGION,EGCO00I00X,EGCO2,2060.0,0.2723
REGION,EGCO00I00X,EGCO2,2061.0,0.2611
REGION,EGCO00I00X,EGCO2,2062.0,0.2503
REGION,EGCO00I00X,EGCO2,2063.0,0.24
REGION,EGCO00I00X,EGCO2,2064.0,0.2301
REGION,EGCO00I00X,EGCO2,2065.0,0.2206
REGION,EGCO00I00X,EGCO2,2066.0,0.2115
REGION,EGCO00I00X,EGCO2,2067.0,0.2028
REGION,EGCO00I00X,EGCO2,2068.0,0.1945
REGION,EGCO00I00X,EGCO2,2069.0,0.1865
REGION,EGCO00I00X,EGCO2,2070.0,0.1788
REGION,EGCO00X00X,EGCO2,2015.0,0.9879
REGION,EGCO00X00X,EGCO2,2016.0,0.93
REGION,EGCO00X00X,EGCO2,2017.0,1.2098
REGION,EGCO00X00X,EGCO2,2018.0,1.2131
REGION,EGCO00X00X,EGCO2,2019.0,1.3359
REGION,EGCO00X00X,EGCO2,2020.0,1.4235
REGION,EGCO00X00X,EGCO2,2021.0,1.4163
REGION,EGCO00X00X,EGCO2,2022.0,1.4092
REGION,EGCO00X00X,EGCO2,2023.0,1.4023
REGION,EGCO00X00X,EGCO2,2024.0,1.3954
REGION,EGCO00X00X,EGCO2,2025.0,19.9351
REGION,EGCO00X00X,EGCO2,2026.0,8.5522
REGION,EGCOSCP04N,EGREN,2025.0,80.0384
REGION,EGCOSCP04N,EGREN,2026.0,30.9434
REGION,EGCOSCP04N,EGREN,2033.0,18.4125
REGION,EGCOSCP04N,EGREN,2034.0,64.5825
REGION,EGCOSCP04N,EGREN,2035.0,64.419
REGION,EGCOSCP04N,EGREN,2036.0,42.8017
REGION,EGCOSCP04N,EGREN,2037.0,34.7132
REGION,EGCOSCP04N,EGREN,2038.0,36.7932
REGION,EGCOSCP04N,EGREN,2039.0,38.6369
REGION,EGCOSCP04N,EGREN,2040.0,40.7049
REGION,EGCOSCP04N,EGREN,2041.0,33.2811
REGION,EGCOSCP04N,EGREN,2042.0,23.4718
REGION,EGCOSCP04N,EGREN,2043.0,31.2404
REGION,EGCOSCP04N,EGREN,2044.0,25.4249
REGION,EGCOSCP04N,EGREN,2045.0,23.7039
REGION,EGCOSCP04N,EGREN,2046.0,21.483
REGION,EGCOSCP04N,EGREN,2047.0,4.9507
REGION,EGCOSCP04N,EGREN,2048.0,40.3868
REGION,EGCOSCP04N,EGREN,2049.0,32.3175
REGION,EGCOSCP04N,EGREN,2050.0,26.5114
REGION,EGCOSCP04N,EGREN,2051.0,23.9784
REGION,EGCOSCP04N,EGREN,2052.0,22.1244
REGION,EGCOSCP04N,EGREN,2053.0,19.0362
REGION,EGCOSCP04N,EGREN,2054.0,14.8065
REGION,EGCOSCP04N,EGREN,2055.0,10.9149
REGION,EGCR00E00X,EGCO2,2015.0,-37.2283
REGION,EGCR00E00X,EGCO2,2016.0,-34.1189
REGION,EGCR00E00X,EGCO2,2017.0,-28.786
REGION,EGCR00E00X,EGCO2,2018.0,-32.3217
REGION,EGCR00E00X,EGCO2,2019.0,-32.3
REGION,EGCR00E00X,EGCO2,2020.0,-32.2775
REGION,EGCR00E00X,EGCO2,2021.0,-31.9353
REGION,EGCR00E00X,EGCO2,2022.0,-31.5374
REGION,EGCR00E00X,EGCO2,2023.0,-31.2243
REGION,EGCR00E00X,EGCO2,2024.0,-30.9245
REGION,EGCR00E00X,EGCO2,2025.0,-30.6371
REGION,EGCR00E00X,EGCO2,2026.0,-30.3613
REGION,EGCR00E00X,EGCO2,2027.0,-30.0965
REGION,EGCR00E00X,EGCO2,2028.0,-29.842
REGION,EGCR00E00X,EGCO2,2029.0,-29.5972
REGION,EGCR00E00X,EGCO2,2030.0,-29.3616
REGION,EGCR00E00X,EGCO2,2031.0,-28.4088
REGION,EGCR00E00X,EGCO2,2032.0,-27.4793
REGION,EGCR00I00X,EGCO2,2032.0,27.4793
REGION,EGCR00X00X,EGCO2,2015.0,132.9035
REGION,EGCR00X00X,EGCO2,2016.0,126.0371
REGION,EGCR00X00X,EGCO2,2017.0,119.0704
REGION,EGCR00X00X,EGCO2,2018.0,123.4951
REGION,EGCR00X00X,EGCO2,2019.0,122.1656
REGION,EGCR00X00X,EGCO2,2020.0,120.8353
REGION,EGCR00X00X,EGCO2,2021.0,121.1255
REGION,EGCR00X00X,EGCO2,2022.0,121.3601
REGION,EGCR00X00X,EGCO2,2023.0,121.6795
REGION,EGCR00X00X,EGCO2,2024.0,122.0121
REGION,EGCR00X00X,EGCO2,2025.0,122.3571
REGION,EGCR00X00X,EGCO2,2026.0,122.7138
REGION,EGCR00X00X,EGCO2,2027.0,116.6747
REGION,EGCR00X00X,EGCO2,2028.0,105.0662
REGION,EGCR00X00X,EGCO2,2029.0,93.4675
REGION,EGCR00X00X,EGCO2,2030.0,81.8779
REGION,EGCR00X00X,EGCO2,2031.0,29.3189
REGION,EGHF00E00X,EGCO2,2015.0,-1.8544
REGION,EGHF00E00X,EGCO2,2016.0,-1.2392
REGION,EGHF00E00X,EGCO2,2017.0,-1.1573
REGION,EGHF00E00X,EGCO2,2018.0,-1.7091
REGION,EGHF00E00X,EGCO2,2019.0,-1.7091
REGION,EGHF00E00X,EGCO2,2020.0,-1.7091
REGION,EGHF00E00X,EGCO2,2021.0,-1.6237
REGION,EGHF00E00X,EGCO2,2022.0,-1.5382
REGION,EGHF00E00X,EGCO2,2023.0,-1.4528
REGION,EGHF00E00X,EGCO2,2024.0,-1.3673
REGION,EGHF00E00X,EGCO2,2025.0,-1.2819
REGION,EGHF00E00X,EGCO2,2026.0,-1.1964
REGION,EGHF00E00X,EGCO2,2027.0,-1.1109
REGION,EGHF00E00X,EGCO2,2028.0,-1.0255
REGION,EGHF00E00X,EGCO2,2029.0,-0.94
REGION,EGHF00E00X,EGCO2,2030.0,-0.8546
REGION,EGHF00E00X,EGCO2,2031.0,-0.8118
REGION,EGHF00E00X,EGCO2,2032.0,-0.7691
REGION,EGHF00E00X,EGCO2,2033.0,-0.7264
REGION,EGHF00E00X,EGCO2,2034.0,-0.6837
REGION,EGHF00E00X,EGCO2,2035.0,-0.6409
REGION,EGHF00E00X,EGCO2,2036.0,-0.5982
REGION,EGHF00E00X,EGCO2,2037.0,-0.5555
REGION,EGHF00E00X,EGCO2,2038.0,-0.5127
REGION,EGHF00E00X,EGCO2,2039.0,-0.47
REGION,EGHF00E00X,EGCO2,2040.0,-0.4273
REGION,EGHF00E00X,EGCO2,2041.0,-0.4059
REGION,EGHF00E00X,EGCO2,2042.0,-0.3846
REGION,EGHF00E00X,EGCO2,2043.0,-0.3632
REGION,EGHF00E00X,EGCO2,2044.0,-0.3418
REGION,EGHF00E00X,EGCO2,2045.0,-0.3205
REGION,EGHF00E00X,EGCO2,2046.0,-0.2991
REGION,EGHF00E00X,EGCO2,2047.0,-0.2777
REGION,EGHF00E00X,EGCO2,2048.0,-0.2564
REGION,EGHF00E00X,EGCO2,2049.0,-0.235
REGION,EGHF00E00X,EGCO2,2050.0,-0.2136
REGION,EGHF00E00X,EGCO2,2051.0,-0.203
REGION,EGHF00E00X,EGCO2,2052.0,-0.1923
REGION,EGHF00E00X,EGCO2,2053.0,-0.1816
REGION,EGHF00E00X,EGCO2,2054.0,-0.1709
REGION,EGHF00E00X,EGCO2,2055.0,-0.1602
REGION,EGHF00E00X,EGCO2,2056.0,-0.1495
REGION,EGHF00E00X,EGCO2,2057.0,-0.1389
REGION,EGHF00E00X,EGCO2,2058.0,-0.1282
REGION,EGHF00E00X,EGCO2,2059.0,-0.1175
REGION,EGHF00E00X,EGCO2,2060.0,-0.1068
REGION,EGHF00E00X,EGCO2,2061.0,-0.1015
REGION,EGHF00E00X,EGCO2,2062.0,-0.0961
REGION,EGHF00E00X,EGCO2,2063.0,-0.0908
REGION,EGHF00E00X,EGCO2,2064.0,-0.0855
REGION,EGHF00E00X,EGCO2,2065.0,-0.0801
REGION,EGHF00E00X,EGCO2,2066.0,-0.0748
REGION,EGHF00E00X,EGCO2,2067.0,-0.0694
REGION,EGHF00E00X,EGCO2,2068.0,-0.0641
REGION,EGHF00E00X,EGCO2,2069.0,-0.0588
REGION,EGHF00E00X,EGCO2,2070.0,-0.0534
REGION,EGHF00I00X,EGCO2,2015.0,7.4278
REGION,EGHF00I00X,EGCO2,2016.0,5.7549
REGION,EGHF00I00X,EGCO2,2017.0,1.4331
REGION,EGHF00I00X,EGCO2,2018.0,1.1911
REGION,EGHF00I00X,EGCO2,2019.0,1.1911
REGION,EGHF00I00X,EGCO2,2020.0,1.1911
REGION,EGHF00I00X,EGCO2,2021.0,1.1303
REGION,EGHF00I00X,EGCO2,2022.0,1.0696
REGION,EGHF00I00X,EGCO2,2023.0,1.0089
REGION,EGHF00I00X,EGCO2,2024.0,0.9481
REGION,EGHF00I00X,EGCO2,2025.0,0.8874
REGION,EGHF00I00X,EGCO2,2026.0,0.8267
REGION,EGHF00I00X,EGCO2,2027.0,2.3752
REGION,EGHF00I00X,EGCO2,2028.0,5.3252
REGION,EGHF00I00X,EGCO2,2029.0,8.2752
REGION,EGHF00I00X,EGCO2,2030.0,11.2252
REGION,EGHF00I00X,EGCO2,2031.0,23.6131
REGION,EGHF00I00X,EGCO2,2032.0,23.2671
REGION,EGHF00I00X,EGCO2,2033.0,22.6926
REGION,EGHF00I00X,EGCO2,2034.0,22.1181
REGION,EGHF00I00X,EGCO2,2035.0,21.5435
REGION,EGHF00I00X,EGCO2,2036.0,20.969
REGION,EGHF00I00X,EGCO2,2037.0,20.3945
REGION,EGHF00I00X,EGCO2,2038.0,19.82
REGION,EGHF00I00X,EGCO2,2039.0,19.2454
REGION,EGHF00I00X,EGCO2,2040.0,18.6709
REGION,EGHF00I00X,EGCO2,2041.0,17.8784
REGION,EGHF00I00X,EGCO2,2042.0,17.086
REGION,EGHF00I00X,EGCO2,2043.0,16.2935
REGION,EGHF00I00X,EGCO2,2044.0,15.5011
REGION,EGHF00I00X,EGCO2,2045.0,14.7086
REGION,EGHF00I00X,EGCO2,2046.0,13.9162
REGION,EGHF00I00X,EGCO2,2047.0,13.1237
REGION,EGHF00I00X,EGCO2,2048.0,12.3313
REGION,EGHF00I00X,EGCO2,2049.0,11.5388
REGION,EGHF00I00X,EGCO2,2050.0,10.7463
REGION,EGHF00I00X,EGCO2,2051.0,10.1248
REGION,EGHF00I00X,EGCO2,2052.0,9.5386
REGION,EGHF00I00X,EGCO2,2053.0,8.9858
REGION,EGHF00I00X,EGCO2,2054.0,8.4645
REGION,EGHF00I00X,EGCO2,2055.0,7.9728
REGION,EGHF00I00X,EGCO2,2056.0,7.509
REGION,EGHF00I00X,EGCO2,2057.0,7.0715
REGION,EGHF00I00X,EGCO2,2058.0,6.6587
REGION,EGHF00I00X,EGCO2,2059.0,6.2692
REGION,EGHF00I00X,EGCO2,2060.0,5.9018
REGION,EGHF00I00X,EGCO2,2061.0,5.5603
REGION,EGHF00I00X,EGCO2,2062.0,5.2384
REGION,EGHF00I00X,EGCO2,2063.0,4.9348
REGION,EGHF00I00X,EGCO2,2064.0,4.6485
REGION,EGHF00I00X,EGCO2,2065.0,4.3785
REGION,EGHF00I00X,EGCO2,2066.0,4.1238
REGION,EGHF00I00X,EGCO2,2067.0,3.8836
REGION,EGHF00I00X,EGCO2,2068.0,3.6571
REGION,EGHF00I00X,EGCO2,2069.0,3.4433
REGION,EGHF00I00X,EGCO2,2070.0,3.2417
REGION,EGHFGCP01N,EGREN,2016.0,0.0
REGION,EGHFGCP01O,EGREN,2015.0,0.0
REGION,EGHFGCP01O,EGREN,2016.0,0.0
REGION,EGHFGCP01O,EGREN,2017.0,0.0
REGION,EGHFGCP01O,EGREN,2018.0,0.0
REGION,EGHFGCP01O,EGREN,2019.0,0.0
REGION,EGHFGCP01O,EGREN,2020.0,0.0
REGION,EGHFGCP01O,EGREN,2021.0,0.6422
REGION,EGHFGCP01O,EGREN,2022.0,0.6084
REGION,EGHFGCP01O,EGREN,2023.0,0.5746
REGION,EGHFGCP01O,EGREN,2024.0,0.5408
REGION,EGHFGCP01O,EGREN,2025.0,0.507
REGION,EGHFGCP01O,EGREN,2026.0,0.4732
REGION,EGHFGCP01O,EGREN,2027.0,0.4394
REGION,EGHFGCP01O,EGREN,2028.0,0.4056
REGION,EGHFGCP01O,EGREN,2029.0,0.3718
REGION,EGHFGCP01O,EGREN,2030.0,0.338
REGION,EGHFGCP01O,EGREN,2031.0,0.3042
REGION,EGHFGCP01O,EGREN,2032.0,0.2704
REGION,EGHFGCP01O,EGREN,2033.0,0.2366
REGION,EGHFGCP01O,EGREN,2034.0,0.2028
REGION,EGHFGCP01O,EGREN,2035.0,0.169
REGION,EGHFGCP01O,EGREN,2036.0,0.1352
REGION,EGHFGCP01O,EGREN,2037.0,0.1014
REGION,EGHFGCP01O,EGREN,2038.0,0.0676
REGION,EGHFGCP01O,EGREN,2039.0,0.0338
REGION,EGHFGCP02N,EGREN,2015.0,0.0
REGION,EGHFGCP02O,EGREN,2015.0,0.0
REGION,EGHFGCP02O,EGREN,2016.0,0.0
REGION,EGHFGCP02O,EGREN,2017.0,0.0
REGION,EGHFGCP02O,EGREN,2018.0,0.0
REGION,EGHFGCP02O,EGREN,2019.0,0.0
REGION,EGHFGCP02O,EGREN,2020.0,0.0
REGION,EGHFGCP02O,EGREN,2021.0,0.5546
REGION,EGHFGCP02O,EGREN,2022.0,0.5254
REGION,EGHFGCP02O,EGREN,2023.0,0.4963
REGION,EGHFGCP02O,EGREN,2024.0,0.4671
REGION,EGHFGCP02O,EGREN,2025.0,0.4379
REGION,EGHFGCP02O,EGREN,2026.0,0.4087
REGION,EGHFGCP02O,EGREN,2027.0,0.3795
REGION,EGHFGCP02O,EGREN,2028.0,0.3503
REGION,EGHFGCP02O,EGREN,2029.0,0.3211
REGION,EGHFGCP02O,EGREN,2030.0,0.2919
REGION,EGHFGCP02O,EGREN,2031.0,0.2627
REGION,EGHFGCP02O,EGREN,2032.0,0.2335
REGION,EGHFGCP02O,EGREN,2033.0,0.2043
REGION,EGHFGCP02O,EGREN,2034.0,0.1751
REGION,EGHFGCP02O,EGREN,2035.0,0.146
REGION,EGHFGCP02O,EGREN,2036.0,0.1168
REGION,EGHFGCP02O,EGREN,2037.0,0.0876
REGION,EGHFGCP02O,EGREN,2038.0,0.0584
REGION,EGHFGCP02O,EGREN,2039.0,0.0292
REGION,EGHFGCP04O,EGREN,2015.0,0.0
REGION,EGHFGCP04O,EGREN,2016.0,0.0
REGION,EGHFGCP04O,EGREN,2017.0,0.0
REGION,EGHFGCP04O,EGREN,2018.0,0.0
REGION,EGHFGCP04O,EGREN,2019.0,0.0
