r,t,f,y,ProductionByTechnologyAnnual
REGION,EGBMCHC04N,EGWAT2,2048.0,1338.5192
REGION,EGBMCHC04N,EGWAT2,2049.0,1338.5192
REGION,EGBMCHC04N,EGWAT2,2050.0,1338.5192
REGION,EGBMCHC04N,EGWAT2,2051.0,1445.6008
REGION,EGBMCHC04N,EGWAT2,2052.0,1552.6823
REGION,EGBMCHC04N,EGWAT2,2053.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2054.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2055.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2056.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2057.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2058.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2059.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2060.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2061.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2062.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2063.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2064.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2065.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2066.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2067.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2068.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2069.0,1606.2231
REGION,EGBMCHC04N,EGWAT2,2070.0,1606.2231
REGION,EGBMCHP04N,EGEL01,2016.0,3.9593
REGION,EGBMCHP04N,EGEL01,2017.0,3.9593
REGION,EGBMCHP04N,EGEL01,2018.0,3.9593
REGION,EGBMCHP04N,EGEL01,2019.0,3.9593
REGION,EGBMCHP04N,EGEL01,2020.0,3.9593
REGION,EGBMCHP04N,EGEL01,2021.0,5.5431
REGION,EGBMCHP04N,EGEL01,2022.0,7.0925
REGION,EGBMCHP04N,EGEL01,2023.0,7.0925
REGION,EGBMCHP04N,EGEL01,2024.0,7.0925
REGION,EGBMCHP04N,EGEL01,2025.0,7.0925
REGION,EGBMCHP04N,EGEL01,2026.0,7.0925
REGION,EGBMCHP04N,EGEL01,2027.0,7.0925
REGION,EGBMCHP04N,EGEL01,2028.0,7.0925
REGION,EGBMCHP04N,EGEL01,2029.0,7.0925
REGION,EGBMCHP04N,EGEL01,2030.0,7.0925
REGION,EGBMCHP04N,EGEL01,2031.0,7.0925
REGION,EGBMCHP04N,EGEL01,2032.0,7.0925
REGION,EGBMCHP04N,EGEL01,2033.0,7.0925
REGION,EGBMCHP04N,EGEL01,2034.0,7.0925
REGION,EGBMCHP04N,EGEL01,2035.0,7.0925
REGION,EGBMCHP04N,EGEL01,2036.0,7.0925
REGION,EGBMCHP04N,EGEL01,2037.0,7.0925
REGION,EGBMCHP04N,EGEL01,2038.0,7.0925
REGION,EGBMCHP04N,EGEL01,2039.0,7.0925
REGION,EGBMCHP04N,EGEL01,2040.0,7.0925
REGION,EGBMCHP04N,EGEL01,2041.0,7.0925
REGION,EGBMCHP04N,EGEL01,2042.0,7.0925
REGION,EGBMCHP04N,EGEL01,2043.0,7.0925
REGION,EGBMCHP04N,EGEL01,2044.0,7.0925
REGION,EGBMCHP04N,EGEL01,2045.0,7.0925
REGION,EGBMCHP04N,EGEL01,2046.0,7.0925
REGION,EGBMCHP04N,EGEL01,2047.0,7.0925
REGION,EGBMCHP04N,EGEL01,2048.0,7.0925
REGION,EGBMCHP04N,EGEL01,2049.0,7.0925
REGION,EGBMCHP04N,EGEL01,2050.0,7.0925
REGION,EGBMCHP04N,EGEL01,2051.0,7.0925
REGION,EGBMCHP04N,EGEL01,2052.0,7.0925
REGION,EGBMCHP04N,EGEL01,2053.0,7.0925
REGION,EGBMCHP04N,EGEL01,2054.0,8.6762
REGION,EGBMCHP04N,EGEL01,2055.0,10.2599
REGION,EGBMCHP04N,EGEL01,2056.0,7.8843
REGION,EGBMCHP04N,EGEL01,2057.0,9.4681
REGION,EGBMCHP04N,EGEL01,2058.0,11.0518
REGION,EGBMCHP04N,EGEL01,2059.0,12.6355
REGION,EGBMCHP04N,EGEL01,2060.0,14.2193
REGION,EGBMCHP04N,EGEL01,2061.0,14.2193
REGION,EGBMCHP04N,EGEL01,2062.0,14.2536
REGION,EGBMCHP04N,EGEL01,2063.0,15.8374
REGION,EGBMCHP04N,EGEL01,2064.0,17.4211
REGION,EGBMCHP04N,EGEL01,2065.0,19.0049
REGION,EGBMCHP04N,EGEL01,2066.0,20.5886
REGION,EGBMCHP04N,EGEL01,2067.0,22.1723
REGION,EGBMCHP04N,EGEL01,2068.0,23.7561
REGION,EGBMCHP04N,EGEL01,2069.0,23.7561
REGION,EGBMCHP04N,EGEL01,2070.0,23.7561
REGION,EGBMCHP04N,EGHE2X,2016.0,7.404
REGION,EGBMCHP04N,EGHE2X,2017.0,7.404
REGION,EGBMCHP04N,EGHE2X,2018.0,7.404
REGION,EGBMCHP04N,EGHE2X,2019.0,7.404
REGION,EGBMCHP04N,EGHE2X,2020.0,7.404
REGION,EGBMCHP04N,EGHE2X,2021.0,10.3656
REGION,EGBMCHP04N,EGHE2X,2022.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2023.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2024.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2025.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2026.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2027.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2028.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2029.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2030.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2031.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2032.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2033.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2034.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2035.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2036.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2037.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2038.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2039.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2040.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2041.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2042.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2043.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2044.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2045.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2046.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2047.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2048.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2049.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2050.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2051.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2052.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2053.0,13.2629
REGION,EGBMCHP04N,EGHE2X,2054.0,16.2245
REGION,EGBMCHP04N,EGHE2X,2055.0,19.1861
REGION,EGBMCHP04N,EGHE2X,2056.0,14.7437
REGION,EGBMCHP04N,EGHE2X,2057.0,17.7053
REGION,EGBMCHP04N,EGHE2X,2058.0,20.6669
REGION,EGBMCHP04N,EGHE2X,2059.0,23.6285
REGION,EGBMCHP04N,EGHE2X,2060.0,26.5901
REGION,EGBMCHP04N,EGHE2X,2061.0,26.5901
REGION,EGBMCHP04N,EGHE2X,2062.0,26.6543
REGION,EGBMCHP04N,EGHE2X,2063.0,29.6159
REGION,EGBMCHP04N,EGHE2X,2064.0,32.5775
REGION,EGBMCHP04N,EGHE2X,2065.0,35.5391
REGION,EGBMCHP04N,EGHE2X,2066.0,38.5007
REGION,EGBMCHP04N,EGHE2X,2067.0,41.4623
REGION,EGBMCHP04N,EGHE2X,2068.0,44.4238
REGION,EGBMCHP04N,EGHE2X,2069.0,44.4238
REGION,EGBMCHP04N,EGHE2X,2070.0,44.4238
REGION,EGBMCHP04N,EGWAT2,2016.0,144.5601
REGION,EGBMCHP04N,EGWAT2,2017.0,144.5601
REGION,EGBMCHP04N,EGWAT2,2018.0,144.5601
REGION,EGBMCHP04N,EGWAT2,2019.0,144.5601
REGION,EGBMCHP04N,EGWAT2,2020.0,144.5601
REGION,EGBMCHP04N,EGWAT2,2021.0,202.3841
REGION,EGBMCHP04N,EGWAT2,2022.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2023.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2024.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2025.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2026.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2027.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2028.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2029.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2030.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2031.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2032.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2033.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2034.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2035.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2036.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2037.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2038.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2039.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2040.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2041.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2042.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2043.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2044.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2045.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2046.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2047.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2048.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2049.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2050.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2051.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2052.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2053.0,258.9536
REGION,EGBMCHP04N,EGWAT2,2054.0,316.7777
REGION,EGBMCHP04N,EGWAT2,2055.0,374.6017
REGION,EGBMCHP04N,EGWAT2,2056.0,287.8657
REGION,EGBMCHP04N,EGWAT2,2057.0,345.6897
REGION,EGBMCHP04N,EGWAT2,2058.0,403.5137
REGION,EGBMCHP04N,EGWAT2,2059.0,461.3378
REGION,EGBMCHP04N,EGWAT2,2060.0,519.1618
REGION,EGBMCHP04N,EGWAT2,2061.0,519.1618
REGION,EGBMCHP04N,EGWAT2,2062.0,520.4163
REGION,EGBMCHP04N,EGWAT2,2063.0,578.2403
REGION,EGBMCHP04N,EGWAT2,2064.0,636.0643
REGION,EGBMCHP04N,EGWAT2,2065.0,693.8884
REGION,EGBMCHP04N,EGWAT2,2066.0,751.7124
REGION,EGBMCHP04N,EGWAT2,2067.0,809.5364
REGION,EGBMCHP04N,EGWAT2,2068.0,867.3605
REGION,EGBMCHP04N,EGWAT2,2069.0,867.3605
REGION,EGBMCHP04N,EGWAT2,2070.0,867.3605
REGION,EGBMCHP04O,EGEL01,2015.0,11.9566
REGION,EGBMCHP04O,EGEL01,2016.0,11.9566
REGION,EGBMCHP04O,EGEL01,2017.0,11.9566
REGION,EGBMCHP04O,EGEL01,2018.0,11.9566
REGION,EGBMCHP04O,EGEL01,2019.0,11.9566
REGION,EGBMCHP04O,EGEL01,2020.0,11.9566
REGION,EGBMCHP04O,EGEL01,2021.0,11.3588
REGION,EGBMCHP04O,EGEL01,2022.0,10.761
REGION,EGBMCHP04O,EGEL01,2023.0,10.1631
REGION,EGBMCHP04O,EGEL01,2024.0,9.5653
REGION,EGBMCHP04O,EGEL01,2025.0,5.9783
REGION,EGBMCHP04O,EGEL01,2026.0,5.3805
REGION,EGBMCHP04O,EGEL01,2027.0,4.7827
REGION,EGBMCHP04O,EGEL01,2028.0,4.1848
REGION,EGBMCHP04O,EGEL01,2029.0,3.587
REGION,EGBMCHP04O,EGEL01,2030.0,2.9892
REGION,EGBMCHP04O,EGEL01,2031.0,2.3913
REGION,EGBMCHP04O,EGEL01,2032.0,1.7935
REGION,EGBMCHP04O,EGEL01,2033.0,1.1957
REGION,EGBMCHP04O,EGEL01,2034.0,0.5978
REGION,EGBMCHP04O,EGHE2X,2015.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2016.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2017.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2018.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2019.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2020.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2021.0,21.241
REGION,EGBMCHP04O,EGHE2X,2022.0,20.123
REGION,EGBMCHP04O,EGHE2X,2023.0,19.0051
