,y,Biomass & Waste CHP plant - OTF/OTS cooling (new),Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Aswan 1,Aswan 2,Esna,High Aswan Dam,Small hydropower plant,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),New Assiut Barrage,Naga Hamadi,Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old),CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore),Wind (offshore)
10,2025.0,0.65,0.416,3.0,1.0,0.105075,1.0,0.09075,0.75920175,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.222444,0.6,1.65375,9.6,0.57057,6.3,7.935585,1.7460375,4.88,9.09226425,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.44013125,0.3,0.3,2.44325,0.7871759320389191
11,2026.0,0.65,0.3744,6.0,1.0,0.09807,1.0,0.0847,0.7085883,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.2076144,0.6,1.5435,9.6,0.532532,6.3,7.406546,1.629635,4.88,8.4861133,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.6901225,0.35,0.35,2.6657,0.7871759320389191
12,2027.0,0.65,0.3328,6.0,1.0,0.091065,1.0,0.07865,0.65797485,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1927848,0.6,1.43325,9.6,0.494494,6.3,6.877507,1.5132325,4.88,7.87996235,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.7019085085299979,0.4,0.4,2.8881500000000004,0.7871759320389191
13,2028.0,0.65,0.2912,6.0,1.0,0.08406,1.0,0.0726,0.6073614,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1779552,0.6,1.323,9.6,0.456456,6.3,6.348468,1.39683,4.88,7.2738114,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.7018997585299978,0.4219029106667931,0.4,3.1106,0.7871759320389191
14,2029.0,0.65,0.2496,6.0,1.0,0.077055,1.0,0.06655,0.55674795,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1631256,0.6,1.21275,9.6,0.418418,6.3,5.819429,1.2804275,4.88,6.66766045,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.721230633732259,0.5,0.5,3.33305,0.7871759320389191
15,2030.0,0.65,0.208,6.0,1.0,0.07005,1.0,0.0605,0.5061345,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.148296,0.6,1.1025,9.6,0.38038,6.3,5.29039,1.164025,4.88,6.0615095,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,1.8315900472878006,0.5,0.5,3.5555000000000003,0.7871759320389191
16,2031.0,0.65,0.1664,6.0,1.0,0.063045,1.0,0.05445,0.45552105,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1334664,0.6,0.99225,9.6,0.342342,6.3,4.761351,1.0476225,4.88,5.45535855,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,2.331581297287801,0.6,0.5,4.02795,0.7871759320389191
17,2032.0,0.65,0.1248,6.0,1.0,0.05604,1.0,0.0484,0.4049076,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1186368,0.6,0.882,9.6,0.304304,6.3,4.232312,0.93122,4.88,4.8492076,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,2.831572547287801,0.6499999999999999,0.6499999999999999,4.500400000000001,0.7871759320389191
18,2033.0,0.65,0.0831999999999999,6.0,1.0,0.049035,1.0,0.04235,0.35429415,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.1038072,0.6,0.77175,9.6,0.266266,6.3,3.703273,0.8148175,4.88,4.24305665,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,3.331563797287801,0.7,0.7,4.97285,0.7871759320389191
19,2034.0,0.65,0.0416,6.0,1.0,0.04203,1.0,0.0363,0.3036807,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0889776,0.6,0.6615,9.6,0.228228,6.3,3.174234,0.698415,4.88,3.6369057,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,3.831555047287801,0.75,0.75,5.4453000000000005,0.7871759320389191
20,2035.0,0.65,0.0,6.0,1.0,0.035025,1.0,0.03025,0.25306725,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.074148,1.0323072371450457,0.55125,9.775071433813746,0.19019,6.3,2.645195,0.5820125,4.88,3.03075475,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,4.331546297287801,0.7999999999999999,0.7999999999999999,5.917750000000001,0.7871759320389191
21,2036.0,0.65,0.0,7.0,1.0,0.02802,1.0,0.0242,0.2024538,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0593184,1.0323072371450457,0.441,9.775071433813746,0.152152,7.27656835980596,2.116156,0.46561,4.88,2.4246038,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,4.831537547287801,0.8499999999999998,0.8499999999999998,6.3902,0.7871759320389191
22,2037.0,0.65,0.0,8.0,1.0,0.021015,1.0,0.01815,0.15184035,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0444888,1.9401597507601789,0.33075,9.775071433813746,0.114114,7.321287207412423,1.587117,0.3492075,4.88,1.81845285,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,5.331528797287801,0.8999999999999998,0.8999999999999998,6.86265,0.7871759320389191
23,2038.0,0.65,0.0,9.0,1.0,0.01401,1.0,0.0121,0.1012269,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0296592,2.883855004753467,0.2205,9.775071433813746,0.076076,7.321287207412423,1.058078,0.232805,4.88,1.2123019,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,5.831520047287801,0.9499999999999998,0.9499999999999998,7.3351,0.7871759320389191
24,2039.0,0.65,0.0,10.0,1.0,0.007005,1.0,0.00605000000000001,0.0506134500000001,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.872,0.0148296,3.883855004753467,0.11025,10.652992809008968,0.038038,8.321287207412423,0.529039000000001,0.1164025,4.88,0.60615095,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,6.331511297287801,0.9999999999999999,0.9999999999999999,7.80755,0.7871759320389191
25,2040.0,0.65,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.522,0.0,4.8838550047534675,0.0,11.652992809008968,0.0,9.321287207412425,0.0,0.0,3.679050502418582,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,6.821511297287801,1.05,1.0499999999999998,8.04,0.7871759320389191
26,2041.0,0.65,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,6.3838550047534675,0.0,11.652992809008968,0.0,10.286345804244656,0.0,0.0,3.029050502418582,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,7.5415112972878005,1.0999999999999999,1.0999999999999999,8.59,0.7871759320389191
27,2042.0,0.65,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,6.3838550047534675,0.0,11.652992809008968,0.0,10.286345804244656,0.0,0.0,3.287632813512902,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,8.2915112972878,1.1499999999999997,1.15,9.34,0.7871759320389191
28,2043.0,0.65,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.8838550047534675,0.0,11.652992809008968,0.0,10.649338268910231,0.0,0.0,2.8376328135129016,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,8.9915112972878,1.2,1.1999999999999997,9.75,0.7871759320389191
29,2044.0,0.65,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.8838550047534675,0.0,12.128468293515011,0.0,11.432110656814265,0.0,0.0,2.8711082571016124,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,9.7415112972878,1.2500000000000002,1.2499999999999998,10.5,0.7871759320389191
30,2045.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,7.995937111318006,0.0,13.628468293515011,0.0,11.182110656814265,0.0,0.0,2.8711082571016124,0.0,0.8,0.8,0.128906025205732,0.124302238591241,0.966795189042988,10.3915025472878,1.3,1.2999999999999998,11.25,0.7871759320389191
31,2046.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,8.392557258206836,0.0,15.128468293515011,0.0,12.182110656814265,0.0,0.0,2.8711082571016124,0.0,0.4,0.4,0.128906025205732,0.124302238591241,0.966795189042988,10.8915025472878,1.3500000000000008,1.3499999999999999,11.75,0.7871759320389191
32,2047.0,0.65,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,9.892557258206836,0.0,16.62846829351501,0.0,12.932110656814265,0.0,0.0,4.371108257101612,0.0,0.20000000000000007,0.20000000000000007,0.128906025205732,0.124302238591241,0.966795189042988,11.3915025472878,1.4000000000000001,1.3999999999999997,12.25,0.5371759320389191
33,2048.0,0.65,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,11.392557258206834,0.0,8.528468293515012,0.0,9.632110656814264,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,11.8915025472878,1.4500000000000002,1.4499999999999997,12.75,0.28717593203891917
34,2049.0,0.65,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,12.892557258206834,0.0,10.028468293515012,0.0,10.507347668189615,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,12.3915025472878,1.5,1.4999999999999998,13.25,0.03717593203891917
35,2050.0,0.65,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,12.892557258206834,0.0,10.332646274674435,0.0,12.007347668189615,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,12.8915025472878,1.5500000000000003,1.5499999999999998,13.75,0.0
36,2051.0,0.65,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,12.892557258206834,0.0,11.832646274674435,0.0,12.30068790860696,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,13.3915025472878,1.6,1.5999999999999999,14.25,0.0
37,2052.0,0.65,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,14.392557258206834,0.0,12.111723169504291,0.0,12.30068790860696,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,14.129707788757802,1.65,1.6499999999999997,14.75,0.05755881797159293
38,2053.0,0.65,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,14.392557258206834,0.0,12.470477306030041,0.0,13.80068790860696,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,14.879707788757802,1.7,1.7,15.25,0.1536086620053864
39,2054.0,0.65,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,14.81352942716931,0.0,12.470477306030041,0.0,15.30068790860696,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,15.610368163555542,1.75,1.7499999999999998,15.75,0.28972624159652005
40,2055.0,0.65,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,16.31352942716931,0.0,13.970477306030041,0.0,15.962738806836896,0.0,0.0,5.871108257101612,0.0,0.0,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.25,1.8,1.8,16.25,0.41909344085343225
41,2056.0,0.4,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.81352942716931,0.0,15.470477306030041,0.0,17.145271414427445,0.0,0.0,5.871108257101612,0.0,0.2737466070924279,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.5,1.85,1.85,16.5,1.1690934408534321
42,2057.0,0.4,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.81352942716931,0.0,16.815507810980936,0.0,17.145271414427445,0.0,0.0,5.871108257101612,0.0,0.29265760563019677,0.0,0.128906025205732,0.124302238591241,0.966795189042988,16.75,1.9,1.9,16.75,1.9190934408534321
43,2058.0,0.4,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.81352942716931,0.0,16.815507810980936,0.0,18.318825874550296,0.0,0.0,5.871108257101612,0.0,0.29265760563019677,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.0,1.95,1.95,17.0,2.666433137600265
44,2059.0,0.4,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,17.81352942716931,0.0,17.83872337931963,0.0,18.318825874550296,0.0,0.0,5.871108257101612,0.0,0.29265760563019677,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.25,2.0,2.0,17.25,3.370934868575739
45,2060.0,0.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,19.277241955651483,0.0,17.83872337931963,0.0,18.318825874550296,0.0,0.0,5.87303502938522,0.0,0.39309657093747435,0.0,0.128906025205732,0.124302238591241,0.966795189042988,17.5,2.05,2.05,17.5,4.120934868575739
46,2061.0,0.30000000000000004,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,18.318825874550296,0.0,0.0,6.074263149437379,0.0,1.0162160143573022,0.0,0.128906025205732,0.124302238591241,0.966795189042988,18.0,2.1,2.1000000000000005,18.0,4.120934868575739
47,2062.0,0.2,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,20.628699075130932,0.0,0.0,6.459065403327518,0.0,1.7171290525937009,0.0,0.128906025205732,0.124302238591241,0.966795189042988,18.5,2.15,2.15,18.5,4.120934868575739
48,2063.0,0.1,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,23.02693432801565,0.0,0.0,6.900336082961798,0.0,2.4742188975557204,0.0,0.128906025205732,0.124302238591241,0.966795189042988,19.0,2.2,2.1999999999999997,19.0,4.120934868575739
49,2064.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,22.318200806338734,0.0,19.545796272947147,0.0,23.02693432801565,0.0,0.0,7.223584503011327,0.0,3.2536134916852744,0.0,0.128906025205732,0.124302238591241,0.966795189042988,19.5,2.2500000000000004,2.2499999999999996,19.5,4.120934868575739
50,2065.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.885893569193687,0.0,19.370724839133402,0.0,25.514823103564545,0.0,0.0,7.119643351307057,0.0,5.253613491685274,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.0,2.3,2.3,20.0,4.120934868575739
51,2066.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.90687449767683,0.0,21.870724839133405,0.0,24.538254743758582,0.0,0.0,7.119643351307057,0.0,7.253613491685274,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.25,2.3499999999999996,2.35,20.25,5.120934868575739
52,2067.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,21.65985271262353,0.0,21.870724839133405,0.0,26.99353589615212,0.0,0.0,6.752454957126111,0.0,9.253613491685273,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.5,2.3999999999999995,2.3999999999999995,20.5,6.12093486857574
53,2068.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,23.216157458630242,0.0,23.237199746083704,0.0,26.99353589615212,0.0,0.0,6.908014345434986,0.0,9.799999999999999,0.0,0.128906025205732,0.124302238591241,0.966795189042988,20.75,2.4499999999999997,2.45,20.75,7.12093486857574
54,2069.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,23.36319609626166,0.0,24.859278370888482,0.0,28.49353589615212,0.0,0.0,7.03618076965843,0.0,9.999999999999996,0.0,0.128906025205732,0.124302238591241,0.966795189042988,21.0,2.5,2.5,21.0,8.120934868575741
55,2070.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.086,2.1,0.2508,0.91826,1.0140000000000002,0.03174,0.064,0.0,0.0,22.36319609626166,0.0,26.206384612109986,0.0,29.99353589615212,0.0,0.0,7.384219133741418,0.0,10.199999999999998,2.0,0.128906025205732,0.124302238591241,0.966795189042988,21.25,2.55,2.55,21.25,9.120934868575738
