,y,Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old)
24,2039.0,10.0,1.0,0.007005,1.0,0.00605000000000001,0.0506134500000001,0.872,0.0148296,3.883855004753467,0.11025,10.652992809008968,0.038038,8.321287207412423,0.529039000000001,0.1164025,4.88,0.60615095
25,2040.0,11.0,1.0,0.0,0.0,0.0,0.0,0.522,0.0,4.8838550047534675,0.0,11.652992809008968,0.0,9.321287207412425,0.0,0.0,3.679050502418582,0.0
26,2041.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3838550047534675,0.0,11.652992809008968,0.0,10.286345804244656,0.0,0.0,3.029050502418582,0.0
27,2042.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3838550047534675,0.0,11.652992809008968,0.0,10.286345804244656,0.0,0.0,3.287632813512902,0.0
28,2043.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8838550047534675,0.0,11.652992809008968,0.0,10.649338268910231,0.0,0.0,2.8376328135129016,0.0
29,2044.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8838550047534675,0.0,12.128468293515011,0.0,11.432110656814265,0.0,0.0,2.8711082571016124,0.0
30,2045.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.995937111318006,0.0,13.628468293515011,0.0,11.182110656814265,0.0,0.0,2.8711082571016124,0.0
31,2046.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.392557258206836,0.0,15.128468293515011,0.0,12.182110656814265,0.0,0.0,2.8711082571016124,0.0
32,2047.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.892557258206836,0.0,16.62846829351501,0.0,12.932110656814265,0.0,0.0,4.371108257101612,0.0
33,2048.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.392557258206834,0.0,8.528468293515012,0.0,9.632110656814264,0.0,0.0,5.871108257101612,0.0
34,2049.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.892557258206834,0.0,10.028468293515012,0.0,10.507347668189615,0.0,0.0,5.871108257101612,0.0
35,2050.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.892557258206834,0.0,10.332646274674435,0.0,12.007347668189615,0.0,0.0,5.871108257101612,0.0
36,2051.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.892557258206834,0.0,11.832646274674435,0.0,12.30068790860696,0.0,0.0,5.871108257101612,0.0
37,2052.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.392557258206834,0.0,12.111723169504291,0.0,12.30068790860696,0.0,0.0,5.871108257101612,0.0
38,2053.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.392557258206834,0.0,12.470477306030041,0.0,13.80068790860696,0.0,0.0,5.871108257101612,0.0
39,2054.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81352942716931,0.0,12.470477306030041,0.0,15.30068790860696,0.0,0.0,5.871108257101612,0.0
40,2055.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31352942716931,0.0,13.970477306030041,0.0,15.962738806836896,0.0,0.0,5.871108257101612,0.0
41,2056.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81352942716931,0.0,15.470477306030041,0.0,17.145271414427445,0.0,0.0,5.871108257101612,0.0
42,2057.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81352942716931,0.0,16.815507810980936,0.0,17.145271414427445,0.0,0.0,5.871108257101612,0.0
43,2058.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81352942716931,0.0,16.815507810980936,0.0,18.318825874550296,0.0,0.0,5.871108257101612,0.0
44,2059.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81352942716931,0.0,17.83872337931963,0.0,18.318825874550296,0.0,0.0,5.871108257101612,0.0
45,2060.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.277241955651483,0.0,17.83872337931963,0.0,18.318825874550296,0.0,0.0,5.87303502938522,0.0
46,2061.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,18.318825874550296,0.0,0.0,6.074263149437379,0.0
47,2062.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,20.628699075130932,0.0,0.0,6.459065403327518,0.0
48,2063.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.818200806338737,0.0,19.535650228443128,0.0,23.02693432801565,0.0,0.0,6.900336082961798,0.0
49,2064.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.318200806338734,0.0,19.545796272947147,0.0,23.02693432801565,0.0,0.0,7.223584503011327,0.0
50,2065.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.885893569193687,0.0,19.370724839133402,0.0,25.514823103564545,0.0,0.0,7.119643351307057,0.0
51,2066.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90687449767683,0.0,21.870724839133405,0.0,24.538254743758582,0.0,0.0,7.119643351307057,0.0
52,2067.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65985271262353,0.0,21.870724839133405,0.0,26.99353589615212,0.0,0.0,6.752454957126111,0.0
53,2068.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.216157458630242,0.0,23.237199746083704,0.0,26.99353589615212,0.0,0.0,6.908014345434986,0.0
54,2069.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36319609626166,0.0,24.859278370888482,0.0,28.49353589615212,0.0,0.0,7.03618076965843,0.0
55,2070.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36319609626166,0.0,26.206384612109986,0.0,29.99353589615212,0.0,0.0,7.384219133741418,0.0
