Latitude (decimal degrees):	9.780
Longitude (decimal degrees):	38.830
Elevation (m):	1437
Radiation database:	PVGIS-SARAH2


Slope: 14 deg. (optimum)
Azimuth: -13 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,7.17,1.86,0.0
20190101:0107,0.0,0.0,0.0,6.47,1.86,0.0
20190101:0207,0.0,0.0,0.0,5.85,1.93,0.0
20190101:0307,0.0,0.0,0.0,5.27,1.93,0.0
20190101:0407,16.03,31.25,5.01,4.88,1.93,0.0
20190101:0507,355.65,434.93,18.26,8.6,1.38,0.0
20190101:0607,503.71,627.55,30.91,15.19,1.24,0.0
20190101:0707,655.08,845.3,42.41,17.63,1.1,0.0
20190101:0807,739.41,983.21,51.69,19.4,1.03,0.0
20190101:0907,767.13,1032.62,56.81,20.81,1.17,0.0
20190101:1007,764.75,1031.88,55.85,21.83,1.24,0.0
20190101:1107,690.59,919.78,49.23,22.54,1.24,0.0
20190101:1207,566.17,739.23,39.12,22.86,1.24,0.0
20190101:1307,390.72,506.7,27.2,22.75,1.31,0.0
20190101:1407,51.3,80.09,14.33,22.16,1.38,0.0
20190101:1507,0.0,0.0,0.0,20.76,1.03,0.0
20190101:1607,0.0,0.0,0.0,18.25,1.38,0.0
20190101:1707,0.0,0.0,0.0,15.78,2.0,0.0
20190101:1807,0.0,0.0,0.0,13.88,2.14,0.0
20190101:1907,0.0,0.0,0.0,12.51,2.07,0.0
20190101:2007,0.0,0.0,0.0,11.19,2.07,0.0
20190101:2107,0.0,0.0,0.0,10.05,2.07,0.0
20190101:2207,0.0,0.0,0.0,9.05,2.07,0.0
20190101:2307,0.0,0.0,0.0,8.17,2.07,0.0
20190102:0007,0.0,0.0,0.0,7.47,2.07,0.0
20190102:0107,0.0,0.0,0.0,6.85,2.07,0.0
20190102:0207,0.0,0.0,0.0,6.36,2.07,0.0
20190102:0307,0.0,0.0,0.0,5.95,2.14,0.0
20190102:0407,15.97,31.25,4.93,5.69,2.14,0.0
20190102:0507,330.92,405.32,18.2,9.27,1.59,0.0
20190102:0607,524.22,657.12,30.86,15.97,1.17,0.0
20190102:0707,658.18,858.64,42.38,18.64,0.83,0.0
20190102:0807,735.55,988.26,51.7,20.19,0.76,0.0
20190102:0907,770.25,1043.78,56.88,21.38,1.03,0.0
20190102:1007,750.49,1011.66,55.96,22.23,1.24,0.0
20190102:1107,684.83,907.94,49.36,22.75,1.45,0.0
20190102:1207,558.23,724.67,39.25,23.02,1.59,0.0
20190102:1307,139.19,188.8,27.33,22.97,1.66,0.0
20190102:1407,45.87,73.25,14.45,22.49,1.79,0.0
20190102:1507,0.0,0.0,0.0,21.32,1.17,0.0
20190102:1607,0.0,0.0,0.0,19.58,0.69,0.0
20190102:1707,0.0,0.0,0.0,16.62,1.66,0.0
20190102:1807,0.0,0.0,0.0,14.61,1.93,0.0
20190102:1907,0.0,0.0,0.0,13.2,2.14,0.0
20190102:2007,0.0,0.0,0.0,11.99,2.07,0.0
20190102:2107,0.0,0.0,0.0,10.95,2.0,0.0
20190102:2207,0.0,0.0,0.0,10.03,2.0,0.0
20190102:2307,0.0,0.0,0.0,9.21,1.93,0.0
20190103:0007,0.0,0.0,0.0,8.47,1.93,0.0
20190103:0107,0.0,0.0,0.0,7.88,1.93,0.0
20190103:0207,0.0,0.0,0.0,7.42,1.93,0.0
20190103:0307,0.0,0.0,0.0,7.0,1.93,0.0
20190103:0407,15.88,31.25,4.85,6.65,1.93,0.0
20190103:0507,321.63,397.37,18.13,10.58,1.31,0.0
20190103:0607,520.58,657.18,30.81,17.09,1.03,0.0
