Latitude (decimal degrees):	11.662
Longitude (decimal degrees):	37.375
Elevation (m):	1786
Radiation database:	PVGIS-SARAH2


Slope: 18 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,17.12,1.52,0.0
20190101:0107,0.0,0.0,0.0,16.33,1.66,0.0
20190101:0207,0.0,0.0,0.0,15.54,2.0,0.0
20190101:0307,0.0,0.0,0.0,14.81,2.14,0.0
20190101:0407,27.73,57.21,2.98,14.12,2.34,0.0
20190101:0507,302.06,383.33,16.16,15.6,2.07,0.0
20190101:0607,524.59,660.97,28.71,19.78,2.41,0.0
20190101:0707,675.2,869.9,40.11,22.18,2.83,0.0
20190101:0807,768.85,1019.54,49.36,23.89,2.62,0.0
20190101:0907,802.94,1090.32,54.72,25.04,2.14,0.0
20190101:1007,781.78,1070.29,54.38,25.87,1.79,0.0
20190101:1107,720.76,979.77,48.47,26.37,1.59,0.0
20190101:1207,612.52,813.08,38.9,26.55,1.79,0.0
20190101:1307,445.85,580.26,27.33,26.32,2.48,0.0
20190101:1407,224.23,309.65,14.69,25.43,3.17,0.0
20190101:1507,0.0,0.0,0.0,23.58,2.69,0.0
20190101:1607,0.0,0.0,0.0,22.04,1.86,0.0
20190101:1707,0.0,0.0,0.0,21.51,0.76,0.0
20190101:1807,0.0,0.0,0.0,20.92,0.48,0.0
20190101:1907,0.0,0.0,0.0,19.78,0.9,0.0
20190101:2007,0.0,0.0,0.0,18.34,1.38,0.0
20190101:2107,0.0,0.0,0.0,17.43,1.66,0.0
20190101:2207,0.0,0.0,0.0,16.73,1.93,0.0
20190101:2307,0.0,0.0,0.0,16.28,1.93,0.0
20190102:0007,0.0,0.0,0.0,16.17,1.72,0.0
20190102:0107,0.0,0.0,0.0,16.09,1.59,0.0
20190102:0207,0.0,0.0,0.0,15.65,1.79,0.0
20190102:0307,0.0,0.0,0.0,14.96,2.07,0.0
20190102:0407,13.19,32.17,2.9,14.32,2.28,0.0
20190102:0507,285.37,363.12,16.09,15.67,1.86,0.0
20190102:0607,500.04,634.13,28.66,19.99,1.72,0.0
20190102:0707,645.33,843.27,40.08,22.15,1.59,0.0
20190102:0807,733.99,984.65,49.38,23.56,1.59,0.0
20190102:0907,773.77,1048.35,54.79,24.64,1.86,0.0
20190102:1007,779.83,1048.34,54.49,25.38,2.48,0.0
20190102:1107,723.53,954.64,48.6,25.79,3.1,0.0
20190102:1207,597.21,771.66,39.03,25.87,3.52,0.0
20190102:1307,431.47,552.56,27.46,25.46,4.0,0.0
20190102:1407,217.37,298.6,14.81,24.94,3.93,0.0
20190102:1507,0.0,0.0,0.0,23.53,2.62,0.0
20190102:1607,0.0,0.0,0.0,22.29,1.72,0.0
20190102:1707,0.0,0.0,0.0,21.58,0.9,0.0
20190102:1807,0.0,0.0,0.0,21.07,0.34,0.0
20190102:1907,0.0,0.0,0.0,20.39,0.9,0.0
20190102:2007,0.0,0.0,0.0,19.03,1.38,0.0
20190102:2107,0.0,0.0,0.0,18.38,1.38,0.0
20190102:2207,0.0,0.0,0.0,19.1,0.83,0.0
20190102:2307,0.0,0.0,0.0,18.88,0.41,0.0
20190103:0007,0.0,0.0,0.0,18.72,0.48,0.0
20190103:0107,0.0,0.0,0.0,18.38,0.9,0.0
20190103:0207,0.0,0.0,0.0,17.27,1.45,0.0
20190103:0307,0.0,0.0,0.0,15.89,1.79,0.0
20190103:0407,12.56,31.44,2.82,14.99,2.14,0.0
20190103:0507,283.36,361.24,16.03,15.89,1.86,0.0
20190103:0607,498.43,630.57,28.61,19.9,1.86,0.0
20190103:0707,646.19,839.79,40.07,22.26,1.93,0.0
20190103:0807,746.75,989.14,49.4,23.86,2.41,0.0
20190103:0907,790.45,1059.27,54.86,24.96,2.62,0.0
20190103:1007,776.64,1041.66,54.6,25.75,2.69,0.0
20190103:1107,716.26,947.93,48.73,26.21,2.97,0.0
20190103:1207,602.36,781.19,39.17,26.34,3.38,0.0
20190103:1307,438.79,564.15,27.59,26.06,3.79,0.0
20190103:1407,217.65,299.35,14.94,25.3,3.86,0.0
20190103:1507,0.0,0.0,0.0,23.77,2.9,0.0
20190103:1607,0.0,0.0,0.0,22.51,1.86,0.0
20190103:1707,0.0,0.0,0.0,21.81,1.52,0.0
