Latitude (decimal degrees):	19.283
Longitude (decimal degrees):	32.717
Elevation (m):	286
Radiation database:	PVGIS-SARAH2


Slope: 22 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0008,0.0,0.0,0.0,14.86,3.03,0.0
20190101:0108,0.0,0.0,0.0,14.03,3.1,0.0
20190101:0208,0.0,0.0,0.0,13.27,3.03,0.0
20190101:0308,0.0,0.0,0.0,12.59,3.03,0.0
20190101:0408,0.0,0.0,0.0,11.89,2.97,0.0
20190101:0508,99.24,137.9,8.77,11.4,2.69,0.0
20190101:0608,404.65,495.68,20.83,13.68,2.28,0.0
20190101:0708,539.83,669.09,31.71,17.21,2.76,0.0
20190101:0808,709.6,908.01,40.63,20.22,2.97,0.0
20190101:0908,750.03,977.92,46.34,22.73,3.17,0.0
20190101:1008,761.91,1000.73,47.54,24.73,3.59,0.0
20190101:1108,734.6,960.19,43.86,26.08,4.14,0.0
20190101:1208,653.49,846.27,36.3,26.83,4.28,0.0
20190101:1308,474.68,610.16,26.23,27.0,4.21,0.0
20190101:1408,245.57,329.63,14.66,26.85,4.21,0.0
20190101:1508,0.0,0.0,0.0,26.21,3.79,0.0
20190101:1608,0.0,0.0,0.0,24.7,3.17,0.0
20190101:1708,0.0,0.0,0.0,23.35,3.17,0.0
20190101:1808,0.0,0.0,0.0,21.97,3.38,0.0
20190101:1908,0.0,0.0,0.0,20.81,4.07,0.0
20190101:2008,0.0,0.0,0.0,19.9,4.62,0.0
20190101:2108,0.0,0.0,0.0,18.9,4.83,0.0
20190101:2208,0.0,0.0,0.0,17.91,4.69,0.0
20190101:2308,0.0,0.0,0.0,16.9,4.48,0.0
20190102:0008,0.0,0.0,0.0,15.98,4.21,0.0
20190102:0108,0.0,0.0,0.0,15.06,4.07,0.0
20190102:0208,0.0,0.0,0.0,14.09,3.93,0.0
20190102:0308,0.0,0.0,0.0,13.21,3.86,0.0
20190102:0408,0.0,0.0,0.0,12.42,3.79,0.0
20190102:0508,118.71,162.54,8.71,11.92,3.59,0.0
20190102:0608,418.83,509.31,20.79,13.69,3.45,0.0
20190102:0708,599.93,735.04,31.7,16.54,4.14,0.0
20190102:0808,734.74,921.02,40.65,18.92,4.41,0.0
20190102:0908,795.93,1020.94,46.4,21.11,4.21,0.0
20190102:1008,799.98,1037.02,47.63,22.89,4.21,0.0
20190102:1108,745.95,962.45,43.98,24.19,4.55,0.0
20190102:1208,653.85,833.79,36.43,24.98,5.03,0.0
20190102:1308,481.27,609.01,26.36,25.28,5.52,0.0
20190102:1408,259.28,342.66,14.79,25.04,5.93,0.0
20190102:1508,0.0,0.0,0.0,24.19,5.45,0.0
20190102:1608,0.0,0.0,0.0,22.67,4.76,0.0
20190102:1708,0.0,0.0,0.0,21.3,5.03,0.0
20190102:1808,0.0,0.0,0.0,20.0,5.52,0.0
20190102:1908,0.0,0.0,0.0,18.79,6.0,0.0
20190102:2008,0.0,0.0,0.0,17.6,6.0,0.0
20190102:2108,0.0,0.0,0.0,16.52,5.93,0.0
20190102:2208,0.0,0.0,0.0,15.5,5.72,0.0
20190102:2308,0.0,0.0,0.0,14.57,5.52,0.0
20190103:0008,0.0,0.0,0.0,13.67,5.38,0.0
20190103:0108,0.0,0.0,0.0,12.82,5.24,0.0
20190103:0208,0.0,0.0,0.0,12.03,5.38,0.0
20190103:0308,0.0,0.0,0.0,11.36,5.45,0.0
20190103:0408,0.0,0.0,0.0,10.76,5.59,0.0
20190103:0508,159.04,211.52,8.66,10.53,5.66,0.0
20190103:0608,431.57,515.44,20.75,12.12,5.72,0.0
20190103:0708,616.32,734.89,31.69,14.65,7.38,0.0
20190103:0808,728.9,881.27,40.67,16.96,8.34,0.0
20190103:0908,751.94,922.92,46.46,19.08,8.28,0.0
20190103:1008,686.68,850.32,47.73,20.96,7.86,0.0
20190103:1108,748.6,937.67,44.11,22.45,7.31,0.0
20190103:1208,627.14,784.34,36.57,23.46,6.76,0.0
20190103:1308,473.91,593.92,26.5,24.03,6.34,0.0
20190103:1408,120.19,166.26,14.92,24.03,6.21,0.0
20190103:1508,0.0,2.91,2.44,23.25,5.31,0.0
20190103:1608,0.0,0.0,0.0,21.61,5.1,0.0
20190103:1708,0.0,0.0,0.0,20.28,5.52,0.0
20190103:1808,0.0,0.0,0.0,19.08,5.86,0.0
20190103:1908,0.0,0.0,0.0,18.15,6.28,0.0
20190103:2008,0.0,0.0,0.0,17.21,6.28,0.0
20190103:2108,0.0,0.0,0.0,16.38,6.28,0.0
20190103:2208,0.0,0.0,0.0,15.73,6.14,0.0
20190103:2308,0.0,0.0,0.0,15.15,6.0,0.0
20190104:0008,0.0,0.0,0.0,14.6,5.86,0.0
20190104:0108,0.0,0.0,0.0,14.1,5.52,0.0
20190104:0208,0.0,0.0,0.0,13.61,5.1,0.0
20190104:0308,0.0,0.0,0.0,13.13,4.9,0.0
20190104:0408,0.0,0.0,0.0,12.61,4.76,0.0
20190104:0508,168.93,226.77,8.61,12.41,4.76,0.0
20190104:0608,422.06,511.02,20.72,14.24,4.83,0.0
20190104:0708,519.42,628.64,31.68,17.01,6.14,0.0
20190104:0808,736.32,912.24,40.7,19.58,6.21,0.0
20190104:0908,789.39,999.71,46.53,22.07,5.93,0.0
20190104:1008,780.92,1003.23,47.84,24.26,5.59,0.0
20190104:1108,726.19,938.37,44.24,26.1,5.24,0.0
20190104:1208,618.05,796.63,36.71,27.35,4.9,0.0
20190104:1308,491.24,631.94,26.64,28.02,4.9,0.0
20190104:1408,219.19,295.82,15.06,28.07,4.97,0.0
20190104:1508,0.0,2.91,2.57,27.34,4.62,0.0
20190104:1608,0.0,0.0,0.0,25.67,4.62,0.0
20190104:1708,0.0,0.0,0.0,24.29,5.03,0.0
20190104:1808,0.0,0.0,0.0,23.06,5.1,0.0
20190104:1908,0.0,0.0,0.0,22.21,4.9,0.0
20190104:2008,0.0,0.0,0.0,21.17,4.55,0.0
20190104:2108,0.0,0.0,0.0,20.15,4.34,0.0
20190104:2208,0.0,0.0,0.0,19.28,4.41,0.0
20190104:2308,0.0,0.0,0.0,18.54,4.41,0.0
20190105:0008,0.0,0.0,0.0,17.89,4.41,0.0
20190105:0108,0.0,0.0,0.0,17.37,4.41,0.0
20190105:0208,0.0,0.0,0.0,16.78,4.28,0.0
20190105:0308,0.0,0.0,0.0,16.27,4.14,0.0
20190105:0408,0.0,0.0,0.0,15.68,3.93,0.0
20190105:0508,55.51,84.6,8.57,15.25,4.07,0.0
20190105:0608,318.27,393.23,20.7,16.96,4.21,0.0
20190105:0708,582.56,718.52,31.68,19.51,5.1,0.0
20190105:0808,693.4,872.3,40.73,21.83,5.31,0.0
20190105:0908,688.55,879.93,46.61,23.9,5.03,0.0
20190105:1008,726.44,945.64,47.96,25.86,4.55,0.0
20190105:1108,736.12,968.44,44.38,27.33,4.14,0.0
20190105:1208,547.18,710.35,36.86,28.47,4.21,0.0
20190105:1308,404.12,522.47,26.79,28.98,4.83,0.0
20190105:1408,161.87,222.68,15.2,28.77,5.72,0.0
20190105:1508,0.32,6.8,2.71,27.94,5.66,0.0
20190105:1608,0.0,0.0,0.0,26.78,5.17,0.0
20190105:1708,0.0,0.0,0.0,25.8,5.24,0.0
20190105:1808,0.0,0.0,0.0,24.63,5.17,0.0
20190105:1908,0.0,0.0,0.0,23.69,4.97,0.0
20190105:2008,0.0,0.0,0.0,22.52,5.24,0.0
20190105:2108,0.0,0.0,0.0,21.35,5.1,0.0
20190105:2208,0.0,0.0,0.0,20.38,5.1,0.0
20190105:2308,0.0,0.0,0.0,19.28,5.45,0.0
20190106:0008,0.0,0.0,0.0,18.23,5.72,0.0
20190106:0108,0.0,0.0,0.0,17.31,5.59,0.0
20190106:0208,0.0,0.0,0.0,16.48,5.31,0.0
20190106:0308,0.0,0.0,0.0,15.79,5.24,0.0
20190106:0408,0.0,0.0,0.0,15.15,5.17,0.0
20190106:0508,145.0,198.47,8.53,14.88,5.52,0.0
20190106:0608,392.48,477.51,20.68,16.18,6.28,0.0
20190106:0708,612.95,742.0,31.69,17.93,7.45,0.0
20190106:0808,741.54,912.72,40.77,19.92,7.72,0.0
20190106:0908,826.53,1033.73,46.69,21.76,7.93,0.0
20190106:1008,829.87,1045.63,48.08,23.27,8.14,0.0
20190106:1108,758.02,954.64,44.53,24.38,8.14,0.0
20190106:1208,620.72,776.92,37.01,25.0,8.14,0.0
20190106:1308,504.26,630.55,26.94,25.08,8.14,0.0
20190106:1408,286.83,374.32,15.34,24.52,8.34,0.0
20190106:1508,1.58,9.71,2.84,23.24,7.79,0.0
20190106:1608,0.0,0.0,0.0,21.63,7.52,0.0
20190106:1708,0.0,0.0,0.0,20.23,7.52,0.0
20190106:1808,0.0,0.0,0.0,18.9,7.66,0.0
20190106:1908,0.0,0.0,0.0,17.48,7.66,0.0
20190106:2008,0.0,0.0,0.0,16.39,7.66,0.0
20190106:2108,0.0,0.0,0.0,15.36,7.52,0.0
20190106:2208,0.0,0.0,0.0,14.43,7.24,0.0
20190106:2308,0.0,0.0,0.0,13.62,6.97,0.0
20190107:0008,0.0,0.0,0.0,12.91,6.55,0.0
20190107:0108,0.0,0.0,0.0,12.28,6.21,0.0
20190107:0208,0.0,0.0,0.0,11.65,6.07,0.0
20190107:0308,0.0,0.0,0.0,11.08,6.14,0.0
20190107:0408,0.0,0.0,0.0,10.57,6.21,0.0
20190107:0508,88.09,123.53,8.49,10.3,6.28,0.0
20190107:0608,408.0,484.0,20.66,11.3,6.97,0.0
20190107:0708,583.36,686.85,31.7,13.1,8.62,0.0
20190107:0808,661.1,789.44,40.82,15.13,8.62,0.0
20190107:0908,760.17,923.58,46.78,17.08,8.34,0.0
20190107:1008,788.09,969.94,48.21,18.83,7.93,0.0
20190107:1108,781.33,968.57,44.68,20.42,7.59,0.0
20190107:1208,677.3,837.15,37.17,21.43,7.38,0.0
20190107:1308,502.0,620.25,27.09,21.99,7.31,0.0
20190107:1408,266.85,344.83,15.49,21.87,7.31,0.0
20190107:1508,1.61,9.71,2.98,21.13,6.69,0.0
20190107:1608,0.0,0.0,0.0,19.78,5.93,0.0
20190107:1708,0.0,0.0,0.0,18.63,5.93,0.0
20190107:1808,0.0,0.0,0.0,17.53,6.07,0.0
20190107:1908,0.0,0.0,0.0,16.56,6.55,0.0
20190107:2008,0.0,0.0,0.0,15.6,6.69,0.0
20190107:2108,0.0,0.0,0.0,14.77,6.55,0.0
20190107:2208,0.0,0.0,0.0,14.02,6.28,0.0
20190107:2308,0.0,0.0,0.0,13.32,5.93,0.0
20190108:0008,0.0,0.0,0.0,12.64,5.66,0.0
20190108:0108,0.0,0.0,0.0,11.96,5.38,0.0
20190108:0208,0.0,0.0,0.0,11.31,5.24,0.0
20190108:0308,0.0,0.0,0.0,10.71,5.17,0.0
20190108:0408,0.0,0.0,0.0,10.17,5.03,0.0
