Latitude (decimal degrees):	8.230
Longitude (decimal degrees):	34.960
Elevation (m):	794
Radiation database:	PVGIS-SARAH2


Slope: 13 deg. (optimum)
Azimuth: 20 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0006,0.0,0.0,0.0,18.75,1.31,0.0
20190101:0106,0.0,0.0,0.0,17.97,1.31,0.0
20190101:0206,0.0,0.0,0.0,17.77,1.31,0.0
20190101:0306,0.0,0.0,0.0,17.74,1.38,0.0
20190101:0406,0.0,0.0,0.0,17.33,1.38,0.0
20190101:0506,75.48,108.9,15.55,18.98,1.03,0.0
20190101:0606,297.99,391.65,28.52,24.05,0.55,0.0
20190101:0706,453.27,602.48,40.57,26.01,0.41,0.0
20190101:0806,618.69,847.48,50.83,27.2,0.55,0.0
20190101:0906,677.47,947.53,57.5,28.14,0.55,0.0
20190101:1006,701.84,984.8,58.24,28.65,0.76,0.0
20190101:1106,673.16,936.0,52.69,29.12,0.9,0.0
20190101:1206,591.88,804.64,43.04,29.48,1.17,0.0
20190101:1306,453.71,602.12,31.28,28.99,1.38,0.0
20190101:1406,119.79,169.65,18.47,28.76,1.59,0.0
20190101:1506,32.98,63.01,5.11,27.79,1.52,0.0
20190101:1606,0.0,0.0,0.0,26.16,1.03,0.0
20190101:1706,0.0,0.0,0.0,24.82,0.83,0.0
20190101:1806,0.0,0.0,0.0,24.66,0.69,0.0
20190101:1906,0.0,0.0,0.0,24.43,0.55,0.0
20190101:2006,0.0,0.0,0.0,24.06,0.55,0.0
20190101:2106,0.0,0.0,0.0,22.87,0.83,0.0
20190101:2206,0.0,0.0,0.0,21.36,0.97,0.0
20190101:2306,0.0,0.0,0.0,20.13,1.17,0.0
20190102:0006,0.0,0.0,0.0,19.08,1.31,0.0
20190102:0106,0.0,0.0,0.0,18.5,1.31,0.0
20190102:0206,0.0,0.0,0.0,17.94,1.38,0.0
20190102:0306,0.0,0.0,0.0,17.55,1.38,0.0
20190102:0406,0.0,0.0,0.0,17.34,1.38,0.0
20190102:0506,68.32,100.07,15.48,18.86,1.1,0.0
20190102:0606,332.3,436.4,28.46,24.15,0.69,0.0
20190102:0706,486.44,648.82,40.54,26.33,0.48,0.0
20190102:0806,614.02,844.91,50.83,27.24,0.34,0.0
20190102:0906,676.13,957.84,57.55,28.57,0.21,0.0
20190102:1006,655.88,929.44,58.35,29.55,0.28,0.0
20190102:1106,659.32,928.95,52.82,29.94,0.48,0.0
20190102:1206,559.89,766.97,43.17,30.2,0.76,0.0
20190102:1306,429.9,576.75,31.41,29.81,0.76,0.0
20190102:1406,184.14,251.77,18.6,28.75,1.24,0.0
20190102:1506,40.56,74.8,5.23,27.57,1.1,0.0
20190102:1606,0.0,0.0,0.0,26.06,0.97,0.0
20190102:1706,0.0,0.0,0.0,24.59,0.9,0.0
20190102:1806,0.0,0.0,0.0,23.72,0.97,0.0
