Latitude (decimal degrees):	8.540
Longitude (decimal degrees):	35.190
Elevation (m):	890
Radiation database:	PVGIS-SARAH2


Slope: 13 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0006,0.0,0.0,0.0,20.75,0.69,0.0
20190101:0106,0.0,0.0,0.0,19.2,0.83,0.0
20190101:0206,0.0,0.0,0.0,18.39,0.9,0.0
20190101:0306,0.0,0.0,0.0,18.04,0.83,0.0
20190101:0406,0.0,0.0,0.0,18.14,0.69,0.0
20190101:0506,166.2,227.61,15.63,18.59,0.55,0.0
20190101:0606,347.31,451.04,28.56,22.39,0.55,0.0
20190101:0706,534.69,717.77,40.55,25.31,0.21,0.0
20190101:0806,644.26,896.74,50.72,27.32,0.21,0.0
20190101:0906,697.54,991.46,57.27,28.88,0.34,0.0
20190101:1006,701.97,1007.08,57.89,29.73,0.28,0.0
20190101:1106,646.53,918.17,52.3,30.31,0.21,0.0
20190101:1206,568.2,785.78,42.66,30.59,0.48,0.0
20190101:1306,443.37,596.08,30.92,30.16,0.9,0.0
20190101:1406,246.97,337.73,18.12,29.74,1.38,0.0
20190101:1506,12.24,28.45,4.77,28.52,1.86,0.0
20190101:1606,0.0,0.0,0.0,26.94,1.72,0.0
20190101:1706,0.0,0.0,0.0,25.57,1.52,0.0
20190101:1806,0.0,0.0,0.0,24.34,1.17,0.0
20190101:1906,0.0,0.0,0.0,22.81,0.83,0.0
20190101:2006,0.0,0.0,0.0,22.96,0.55,0.0
20190101:2106,0.0,0.0,0.0,22.68,0.41,0.0
20190101:2206,0.0,0.0,0.0,22.21,0.28,0.0
20190101:2306,0.0,0.0,0.0,21.68,0.0,0.0
20190102:0006,0.0,0.0,0.0,21.07,0.41,0.0
20190102:0106,0.0,0.0,0.0,20.02,0.76,0.0
20190102:0206,0.0,0.0,0.0,18.42,0.97,0.0
20190102:0306,0.0,0.0,0.0,17.57,1.1,0.0
20190102:0406,0.0,0.0,0.0,17.11,1.1,0.0
20190102:0506,155.0,212.37,15.55,18.4,0.69,0.0
20190102:0606,360.63,469.78,28.5,22.43,0.34,0.0
20190102:0706,535.54,714.01,40.52,25.38,0.55,0.0
20190102:0806,640.15,880.91,50.72,27.19,0.55,0.0
20190102:0906,694.18,975.47,57.32,28.89,0.69,0.0
20190102:1006,700.26,996.99,58.0,30.06,0.55,0.0
20190102:1106,630.33,891.88,52.43,30.65,0.28,0.0
20190102:1206,553.35,767.68,42.79,31.04,0.34,0.0
20190102:1306,406.41,550.06,31.05,30.67,0.41,0.0
20190102:1406,234.69,323.73,18.24,30.04,0.41,0.0
20190102:1506,7.3,20.6,4.88,29.14,0.55,0.0
20190102:1606,0.0,0.0,0.0,28.1,1.17,0.0
20190102:1706,0.0,0.0,0.0,26.61,1.31,0.0
20190102:1806,0.0,0.0,0.0,24.99,1.1,0.0
20190102:1906,0.0,0.0,0.0,23.95,0.69,0.0
20190102:2006,0.0,0.0,0.0,24.17,0.21,0.0
20190102:2106,0.0,0.0,0.0,23.37,0.14,0.0
20190102:2206,0.0,0.0,0.0,22.04,0.69,0.0
20190102:2306,0.0,0.0,0.0,20.34,0.9,0.0
20190103:0006,0.0,0.0,0.0,19.07,0.97,0.0
20190103:0106,0.0,0.0,0.0,18.25,1.03,0.0
20190103:0206,0.0,0.0,0.0,18.02,0.9,0.0
20190103:0306,0.0,0.0,0.0,17.52,0.9,0.0
20190103:0406,0.0,0.0,0.0,16.98,0.97,0.0
20190103:0506,180.42,247.07,15.48,18.13,0.69,0.0
20190103:0606,390.87,508.85,28.44,22.66,0.62,0.0
20190103:0706,546.35,724.77,40.49,25.85,1.03,0.0
20190103:0806,659.71,894.86,50.72,28.14,1.59,0.0
20190103:0906,712.84,984.54,57.38,29.9,1.79,0.0
20190103:1006,720.14,1007.22,58.11,31.24,1.66,0.0
20190103:1106,609.72,843.77,52.57,31.7,1.31,0.0
20190103:1206,489.64,668.63,42.93,32.13,1.03,0.0
20190103:1306,435.42,591.96,31.18,32.03,0.76,0.0
20190103:1406,242.33,336.27,18.37,31.66,0.55,0.0
20190103:1506,13.32,30.41,5.0,31.08,0.48,0.0
20190103:1606,0.0,0.0,0.0,29.89,1.38,0.0
