Latitude (decimal degrees):	13.300
Longitude (decimal degrees):	33.890
Elevation (m):	427
Radiation database:	PVGIS-SARAH2


Slope: 18 deg. (optimum)
Azimuth: 5 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,24.84,3.52,0.0
20190101:0107,0.0,0.0,0.0,24.28,3.31,0.0
20190101:0207,0.0,0.0,0.0,23.77,3.03,0.0
20190101:0307,0.0,0.0,0.0,23.21,2.83,0.0
20190101:0407,0.0,0.0,0.0,22.67,2.76,0.0
20190101:0507,167.05,234.98,12.43,23.18,2.62,0.0
20190101:0607,391.22,503.81,25.01,25.61,3.59,0.0
20190101:0707,559.21,728.66,36.54,28.23,3.52,0.0
20190101:0807,673.93,903.67,46.17,31.07,3.52,0.0
20190101:0907,729.02,1002.91,52.37,33.57,3.38,0.0
20190101:1007,733.47,1022.88,53.37,35.57,3.31,0.0
20190101:1107,693.85,967.46,48.79,36.9,3.31,0.0
20190101:1207,601.71,829.02,40.14,37.59,3.38,0.0
20190101:1307,458.25,623.51,29.14,37.68,3.52,0.0
20190101:1407,262.56,366.67,16.85,37.18,3.59,0.0
20190101:1507,33.78,71.14,3.84,35.99,3.1,0.0
20190101:1607,0.0,0.0,0.0,33.47,3.24,0.0
20190101:1707,0.0,0.0,0.0,31.94,3.66,0.0
20190101:1807,0.0,0.0,0.0,30.89,4.28,0.0
20190101:1907,0.0,0.0,0.0,29.89,4.9,0.0
20190101:2007,0.0,0.0,0.0,28.96,5.24,0.0
20190101:2107,0.0,0.0,0.0,28.02,5.1,0.0
20190101:2207,0.0,0.0,0.0,27.19,4.76,0.0
20190101:2307,0.0,0.0,0.0,26.4,4.48,0.0
20190102:0007,0.0,0.0,0.0,25.75,4.14,0.0
20190102:0107,0.0,0.0,0.0,25.05,3.66,0.0
20190102:0207,0.0,0.0,0.0,24.3,3.24,0.0
20190102:0307,0.0,0.0,0.0,23.58,3.1,0.0
20190102:0407,0.0,0.0,0.0,22.92,3.1,0.0
