Latitude (decimal degrees):	23.967
Longitude (decimal degrees):	32.876
Elevation (m):	179
Radiation database:	PVGIS-SARAH2


Slope: 25 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0008,0.0,0.0,0.0,13.88,3.17,0.0
20190101:0108,0.0,0.0,0.0,13.3,2.9,0.0
20190101:0208,0.0,0.0,0.0,12.63,2.62,0.0
20190101:0308,0.0,0.0,0.0,12.07,2.41,0.0
20190101:0408,0.0,0.0,0.0,11.55,2.41,0.0
20190101:0508,96.21,137.08,6.76,11.15,2.21,0.0
20190101:0608,282.94,347.4,18.29,12.15,1.79,0.0
20190101:0708,393.27,481.18,28.54,14.93,2.34,0.0
20190101:0808,500.73,618.01,36.75,16.82,2.97,0.0
20190101:0908,584.17,729.77,41.86,18.11,3.17,0.0
20190101:1008,575.67,722.71,42.85,18.99,3.1,0.0
20190101:1108,265.42,336.09,39.46,19.48,2.9,0.0
20190101:1208,281.54,355.29,32.48,19.72,2.62,0.0
20190101:1308,67.45,99.11,23.01,19.81,2.55,0.0
20190101:1408,114.28,157.38,11.97,19.77,2.62,0.0
20190101:1508,0.0,0.0,0.0,19.6,2.55,0.0
20190101:1608,0.0,0.0,0.0,19.12,2.41,0.0
20190101:1708,0.0,0.0,0.0,18.75,2.48,0.0
20190101:1808,0.0,0.0,0.0,18.33,2.97,0.0
20190101:1908,0.0,0.0,0.0,17.46,3.72,0.0
20190101:2008,0.0,0.0,0.0,16.56,3.93,0.0
20190101:2108,0.0,0.0,0.0,15.71,4.34,0.0
20190101:2208,0.0,0.0,0.0,14.93,4.48,0.0
20190101:2308,0.0,0.0,0.0,14.28,4.48,0.0
20190102:0008,0.0,0.0,0.0,13.64,4.28,0.0
20190102:0108,0.0,0.0,0.0,13.02,4.07,0.0
20190102:0208,0.0,0.0,0.0,12.45,3.86,0.0
20190102:0308,0.0,0.0,0.0,11.98,3.59,0.0
20190102:0408,0.0,0.0,0.0,11.48,3.45,0.0
20190102:0508,101.41,143.57,6.71,11.17,3.1,0.0
20190102:0608,384.53,466.94,18.26,11.92,2.69,0.0
20190102:0708,435.09,526.55,28.53,13.96,3.24,0.0
20190102:0808,426.39,520.78,36.78,15.59,3.45,0.0
20190102:0908,492.7,607.28,41.92,16.97,3.52,0.0
20190102:1008,774.03,981.82,42.94,17.93,3.52,0.0
20190102:1108,724.51,911.23,39.58,18.62,3.93,0.0
20190102:1208,611.07,757.54,32.61,19.11,4.41,0.0
20190102:1308,413.06,509.61,23.15,19.36,4.69,0.0
20190102:1408,253.49,327.61,12.11,19.32,4.62,0.0
20190102:1508,0.0,0.0,0.0,18.93,4.14,0.0
20190102:1608,0.0,0.0,0.0,18.13,3.52,0.0
20190102:1708,0.0,0.0,0.0,17.32,3.52,0.0
20190102:1808,0.0,0.0,0.0,16.4,3.72,0.0
20190102:1908,0.0,0.0,0.0,15.48,3.66,0.0
