Latitude (decimal degrees):	16.360
Longitude (decimal degrees):	32.710
Elevation (m):	364
Radiation database:	PVGIS-SARAH2


Slope: 20 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,19.34,4.48,0.0
20190101:0107,0.0,0.0,0.0,18.66,4.0,0.0
20190101:0207,0.0,0.0,0.0,18.0,3.52,0.0
20190101:0307,0.0,0.0,0.0,17.26,3.45,0.0
20190101:0407,0.0,0.0,0.0,16.53,3.59,0.0
20190101:0507,172.91,234.98,10.07,16.28,3.45,0.0
20190101:0607,402.83,500.58,22.42,18.43,3.59,0.0
20190101:0707,601.47,757.38,33.68,21.46,3.79,0.0
20190101:0807,690.63,889.48,43.04,24.21,4.07,0.0
20190101:0907,768.24,1012.51,49.14,26.47,4.07,0.0
20190101:1007,777.17,1036.09,50.45,28.27,4.07,0.0
20190101:1107,736.66,982.06,46.54,29.57,4.07,0.0
20190101:1207,641.52,847.15,38.58,30.45,4.14,0.0
20190101:1307,468.07,611.01,28.13,30.84,4.76,0.0
20190101:1407,253.49,343.31,16.23,30.5,5.52,0.0
20190101:1507,19.17,45.3,3.51,29.47,5.72,0.0
20190101:1607,0.0,0.0,0.0,27.71,5.1,0.0
20190101:1707,0.0,0.0,0.0,26.12,5.17,0.0
20190101:1807,0.0,0.0,0.0,24.65,5.31,0.0
20190101:1907,0.0,0.0,0.0,23.2,5.03,0.0
20190101:2007,0.0,0.0,0.0,22.0,5.03,0.0
20190101:2107,0.0,0.0,0.0,20.91,5.17,0.0
20190101:2207,0.0,0.0,0.0,19.96,5.45,0.0
20190101:2307,0.0,0.0,0.0,19.08,5.59,0.0
20190102:0007,0.0,0.0,0.0,18.28,5.66,0.0
20190102:0107,0.0,0.0,0.0,17.54,5.52,0.0
20190102:0207,0.0,0.0,0.0,16.85,5.17,0.0
20190102:0307,0.0,0.0,0.0,16.17,4.83,0.0
20190102:0407,0.0,0.0,0.0,15.49,4.41,0.0
20190102:0507,158.14,214.57,10.01,15.26,3.93,0.0
20190102:0607,402.79,496.48,22.38,17.23,4.07,0.0
20190102:0707,608.11,757.02,33.66,20.12,4.41,0.0
20190102:0807,717.38,914.76,43.05,22.79,4.55,0.0
20190102:0907,792.51,1033.21,49.19,25.17,4.62,0.0
20190102:1007,795.49,1044.93,50.55,27.05,4.97,0.0
20190102:1107,747.01,979.15,46.66,28.32,5.17,0.0
20190102:1207,649.92,844.29,38.72,29.09,5.31,0.0
20190102:1307,486.29,627.6,28.26,29.35,5.52,0.0
20190102:1407,261.25,350.25,16.36,28.99,6.0,0.0
20190102:1507,26.51,58.22,3.63,27.89,6.07,0.0
20190102:1607,0.0,0.0,0.0,26.13,5.86,0.0
20190102:1707,0.0,0.0,0.0,24.53,6.21,0.0
20190102:1807,0.0,0.0,0.0,23.09,6.28,0.0
20190102:1907,0.0,0.0,0.0,21.89,6.28,0.0
20190102:2007,0.0,0.0,0.0,20.8,6.14,0.0
20190102:2107,0.0,0.0,0.0,19.86,6.14,0.0
20190102:2207,0.0,0.0,0.0,18.99,6.0,0.0
