Latitude (decimal degrees):	19.230
Longitude (decimal degrees):	33.480
Elevation (m):	320
Radiation database:	PVGIS-SARAH2


Slope: 22 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0008,0.0,0.0,0.0,16.51,3.17,0.0
20190101:0108,0.0,0.0,0.0,15.62,3.03,0.0
20190101:0208,0.0,0.0,0.0,14.72,2.69,0.0
20190101:0308,0.0,0.0,0.0,13.96,2.48,0.0
20190101:0408,0.0,0.0,0.0,13.23,2.69,0.0
20190101:0508,76.31,109.35,9.42,12.88,2.69,0.0
20190101:0608,385.37,474.74,21.44,15.41,2.48,0.0
20190101:0708,603.1,754.48,32.26,18.72,3.03,0.0
20190101:0808,744.8,959.53,41.05,21.31,3.17,0.0
20190101:0908,770.23,1014.23,46.57,23.51,2.97,0.0
20190101:1008,702.62,928.38,47.52,25.45,2.9,0.0
20190101:1108,710.88,940.81,43.6,26.89,3.24,0.0
20190101:1208,643.2,839.41,35.88,27.88,3.93,0.0
20190101:1308,448.9,579.75,25.71,28.13,4.34,0.0
20190101:1408,234.59,318.12,14.07,27.87,4.48,0.0
20190101:1508,0.0,0.0,0.0,27.25,4.34,0.0
20190101:1608,0.0,0.0,0.0,25.83,3.66,0.0
20190101:1708,0.0,0.0,0.0,24.6,3.52,0.0
20190101:1808,0.0,0.0,0.0,23.29,3.52,0.0
20190101:1908,0.0,0.0,0.0,22.07,3.86,0.0
20190101:2008,0.0,0.0,0.0,21.03,4.21,0.0
20190101:2108,0.0,0.0,0.0,20.05,4.62,0.0
20190101:2208,0.0,0.0,0.0,19.05,4.9,0.0
20190101:2308,0.0,0.0,0.0,18.06,5.1,0.0
20190102:0008,0.0,0.0,0.0,17.1,5.03,0.0
20190102:0108,0.0,0.0,0.0,16.19,4.83,0.0
20190102:0208,0.0,0.0,0.0,15.31,4.62,0.0
20190102:0308,0.0,0.0,0.0,14.51,4.48,0.0
20190102:0408,0.0,0.0,0.0,13.77,4.48,0.0
20190102:0508,154.0,206.38,9.37,13.47,4.48,0.0
20190102:0608,413.4,502.13,21.41,15.15,4.83,0.0
20190102:0708,620.14,758.34,32.24,17.73,5.38,0.0
20190102:0808,738.74,924.57,41.07,20.29,5.45,0.0
20190102:0908,803.15,1026.43,46.63,22.59,5.38,0.0
20190102:1008,802.15,1038.02,47.61,24.39,5.1,0.0
20190102:1108,757.47,978.89,43.72,25.64,5.24,0.0
20190102:1208,643.04,820.97,36.01,26.37,5.72,0.0
20190102:1308,471.68,598.94,25.84,26.49,6.14,0.0
20190102:1408,242.48,323.88,14.2,26.09,6.41,0.0
20190102:1508,0.0,0.0,0.0,25.1,5.86,0.0
20190102:1608,0.0,0.0,0.0,23.56,5.17,0.0
20190102:1708,0.0,0.0,0.0,22.27,5.24,0.0
20190102:1808,0.0,0.0,0.0,21.0,5.72,0.0
20190102:1908,0.0,0.0,0.0,19.84,6.48,0.0
20190102:2008,0.0,0.0,0.0,18.65,6.69,0.0
20190102:2108,0.0,0.0,0.0,17.5,6.83,0.0
20190102:2208,0.0,0.0,0.0,16.41,6.83,0.0
20190102:2308,0.0,0.0,0.0,15.47,6.55,0.0
20190103:0008,0.0,0.0,0.0,14.61,6.34,0.0
20190103:0108,0.0,0.0,0.0,13.84,6.14,0.0
20190103:0208,0.0,0.0,0.0,13.11,6.14,0.0
20190103:0308,0.0,0.0,0.0,12.44,6.21,0.0
20190103:0408,0.0,0.0,0.0,11.78,6.14,0.0
20190103:0508,160.68,212.53,9.32,11.53,6.07,0.0
20190103:0608,425.92,509.57,21.37,13.08,6.21,0.0
20190103:0708,624.29,747.63,32.23,15.65,7.52,0.0
20190103:0808,715.43,871.86,41.09,18.12,7.79,0.0
20190103:0908,775.51,963.19,46.7,20.48,7.59,0.0
20190103:1008,797.78,1004.88,47.72,22.47,7.24,0.0
20190103:1108,657.8,828.61,43.85,24.0,6.83,0.0
20190103:1208,639.61,807.9,36.15,25.04,6.41,0.0
20190103:1308,314.29,401.06,25.98,25.68,6.0,0.0
20190103:1408,159.7,217.73,14.34,25.76,5.79,0.0
20190103:1508,0.0,0.0,0.0,25.07,5.03,0.0
20190103:1608,0.0,0.0,0.0,23.49,4.97,0.0
20190103:1708,0.0,0.0,0.0,22.17,5.52,0.0
20190103:1808,0.0,0.0,0.0,20.94,5.93,0.0
20190103:1908,0.0,0.0,0.0,20.06,6.48,0.0
20190103:2008,0.0,0.0,0.0,19.16,6.41,0.0
20190103:2108,0.0,0.0,0.0,18.37,6.14,0.0
20190103:2208,0.0,0.0,0.0,17.72,5.79,0.0
20190103:2308,0.0,0.0,0.0,17.15,5.45,0.0
20190104:0008,0.0,0.0,0.0,16.57,5.1,0.0
20190104:0108,0.0,0.0,0.0,15.97,4.69,0.0
20190104:0208,0.0,0.0,0.0,15.38,4.55,0.0
20190104:0308,0.0,0.0,0.0,14.76,4.41,0.0
20190104:0408,0.0,0.0,0.0,14.1,4.34,0.0
20190104:0508,89.82,126.7,9.27,13.81,4.21,0.0
20190104:0608,379.55,463.39,21.34,15.64,4.41,0.0
20190104:0708,633.82,776.67,32.23,18.41,5.59,0.0
20190104:0808,731.96,918.78,41.13,21.07,5.45,0.0
20190104:0908,763.21,981.32,46.77,23.62,4.9,0.0
20190104:1008,762.21,995.6,47.83,25.84,4.55,0.0
20190104:1108,733.65,965.3,43.99,27.69,4.28,0.0
20190104:1208,610.66,799.24,36.29,28.99,4.0,0.0
20190104:1308,473.7,617.64,26.12,29.75,4.14,0.0
20190104:1408,210.41,288.53,14.47,29.88,4.41,0.0
20190104:1508,0.0,0.0,0.0,29.27,4.21,0.0
20190104:1608,0.0,0.0,0.0,27.65,4.21,0.0
20190104:1708,0.0,0.0,0.0,26.26,4.76,0.0
20190104:1808,0.0,0.0,0.0,24.9,5.1,0.0
20190104:1908,0.0,0.0,0.0,23.92,5.17,0.0
20190104:2008,0.0,0.0,0.0,22.82,5.1,0.0
20190104:2108,0.0,0.0,0.0,21.82,4.9,0.0
20190104:2208,0.0,0.0,0.0,20.94,4.69,0.0
20190104:2308,0.0,0.0,0.0,20.2,4.41,0.0
20190105:0008,0.0,0.0,0.0,19.52,4.07,0.0
20190105:0108,0.0,0.0,0.0,18.84,3.79,0.0
20190105:0208,0.0,0.0,0.0,18.11,3.52,0.0
20190105:0308,0.0,0.0,0.0,17.37,3.38,0.0
20190105:0408,0.0,0.0,0.0,16.62,3.24,0.0
20190105:0508,65.0,96.71,9.23,16.19,3.17,0.0
20190105:0608,330.54,410.78,21.32,18.0,3.52,0.0
20190105:0708,584.49,726.17,32.23,20.32,4.62,0.0
20190105:0808,685.77,871.01,41.16,22.55,4.55,0.0
20190105:0908,770.93,1004.28,46.85,24.77,4.28,0.0
20190105:1008,735.97,970.24,47.95,26.96,4.0,0.0
20190105:1108,603.67,792.21,44.13,28.73,3.93,0.0
20190105:1208,636.81,838.44,36.44,29.95,4.07,0.0
20190105:1308,455.53,594.49,26.26,30.56,4.55,0.0
20190105:1408,233.8,319.04,14.61,30.42,5.66,0.0
20190105:1508,0.0,0.0,0.0,29.47,6.14,0.0
20190105:1608,0.0,0.0,0.0,27.91,6.69,0.0
20190105:1708,0.0,0.0,0.0,26.52,7.17,0.0
20190105:1808,0.0,0.0,0.0,25.1,6.9,0.0
20190105:1908,0.0,0.0,0.0,24.2,6.0,0.0
20190105:2008,0.0,0.0,0.0,23.1,5.86,0.0
20190105:2108,0.0,0.0,0.0,22.0,5.93,0.0
20190105:2208,0.0,0.0,0.0,21.09,5.93,0.0
20190105:2308,0.0,0.0,0.0,20.14,6.28,0.0
20190106:0008,0.0,0.0,0.0,19.17,6.76,0.0
20190106:0108,0.0,0.0,0.0,18.16,6.69,0.0
20190106:0208,0.0,0.0,0.0,17.3,6.28,0.0
20190106:0308,0.0,0.0,0.0,16.63,6.14,0.0
20190106:0408,0.0,0.0,0.0,16.05,6.14,0.0
20190106:0508,148.62,202.07,9.19,15.88,6.48,0.0
20190106:0608,405.45,492.69,21.3,17.11,7.59,0.0
20190106:0708,595.73,723.23,32.24,19.07,8.0,0.0
20190106:0808,634.5,782.32,41.21,21.29,7.93,0.0
20190106:0908,683.72,854.57,46.93,23.29,8.14,0.0
20190106:1008,706.42,889.7,48.07,24.77,8.41,0.0
20190106:1108,668.77,842.82,44.28,25.74,8.55,0.0
20190106:1208,602.48,756.32,36.59,26.26,8.76,0.0
20190106:1308,459.47,577.31,26.41,26.27,8.83,0.0
20190106:1408,203.1,270.75,14.75,25.57,9.1,0.0
20190106:1508,0.0,0.0,0.0,24.05,8.62,0.0
20190106:1608,0.0,0.0,0.0,22.13,8.9,0.0
20190106:1708,0.0,0.0,0.0,20.55,8.97,0.0
20190106:1808,0.0,0.0,0.0,19.15,8.97,0.0
20190106:1908,0.0,0.0,0.0,17.82,8.9,0.0
20190106:2008,0.0,0.0,0.0,16.77,8.83,0.0
20190106:2108,0.0,0.0,0.0,15.84,8.62,0.0
20190106:2208,0.0,0.0,0.0,15.02,8.34,0.0
20190106:2308,0.0,0.0,0.0,14.32,7.93,0.0
20190107:0008,0.0,0.0,0.0,13.72,7.52,0.0
20190107:0108,0.0,0.0,0.0,13.21,7.03,0.0
20190107:0208,0.0,0.0,0.0,12.65,6.9,0.0
20190107:0308,0.0,0.0,0.0,12.12,6.83,0.0
20190107:0408,0.0,0.0,0.0,11.6,6.69,0.0
20190107:0508,42.09,65.89,9.15,11.44,6.62,0.0
20190107:0608,300.98,361.9,21.29,12.52,7.38,0.0
20190107:0708,529.76,628.35,32.25,14.5,8.41,0.0
20190107:0808,758.89,916.52,41.26,16.62,8.34,0.0
20190107:0908,787.13,965.85,47.03,18.58,8.07,0.0
20190107:1008,817.83,1016.7,48.2,20.33,7.72,0.0
20190107:1108,760.4,948.79,44.43,21.87,7.45,0.0
20190107:1208,663.42,825.22,36.75,22.79,7.24,0.0
20190107:1308,468.66,584.01,26.56,23.54,7.17,0.0
20190107:1408,247.25,324.39,14.9,23.61,7.24,0.0
20190107:1508,0.0,0.0,0.0,22.94,6.69,0.0
20190107:1608,0.0,0.0,0.0,21.53,6.41,0.0
20190107:1708,0.0,0.0,0.0,20.27,6.55,0.0
20190107:1808,0.0,0.0,0.0,19.1,6.62,0.0
20190107:1908,0.0,0.0,0.0,18.19,7.03,0.0
20190107:2008,0.0,0.0,0.0,17.28,7.17,0.0
20190107:2108,0.0,0.0,0.0,16.45,7.17,0.0
20190107:2208,0.0,0.0,0.0,15.68,7.03,0.0
20190107:2308,0.0,0.0,0.0,14.97,6.62,0.0
20190108:0008,0.0,0.0,0.0,14.28,6.0,0.0
20190108:0108,0.0,0.0,0.0,13.58,5.52,0.0
20190108:0208,0.0,0.0,0.0,12.88,5.31,0.0
20190108:0308,0.0,0.0,0.0,12.17,5.17,0.0
20190108:0408,0.0,0.0,0.0,11.5,5.03,0.0
20190108:0508,165.68,220.26,9.12,11.25,4.83,0.0
20190108:0608,410.65,493.25,21.28,12.8,5.03,0.0
20190108:0708,618.84,746.15,32.27,15.4,5.79,0.0
20190108:0808,744.28,914.49,41.31,17.72,6.21,0.0
20190108:0908,817.34,1019.6,47.13,19.77,6.69,0.0
20190108:1008,817.23,1028.43,48.34,21.46,6.76,0.0
20190108:1108,777.29,980.08,44.59,22.77,6.69,0.0
20190108:1208,654.72,820.68,36.91,23.74,6.69,0.0
20190108:1308,478.36,598.83,26.72,24.24,6.83,0.0
