Latitude (decimal degrees):	14.920
Longitude (decimal degrees):	35.910
Elevation (m):	472
Radiation database:	PVGIS-SARAH2


Slope: 19 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,21.63,3.24,0.0
20190101:0107,0.0,0.0,0.0,21.23,3.1,0.0
20190101:0207,0.0,0.0,0.0,20.69,3.03,0.0
20190101:0307,0.0,0.0,0.0,20.26,2.97,0.0
20190101:0407,0.0,0.0,0.0,19.88,2.97,0.0
20190101:0507,209.59,279.81,13.43,20.61,3.31,0.0
20190101:0607,431.06,544.68,25.74,22.91,3.79,0.0
20190101:0707,593.15,764.85,36.87,26.22,3.79,0.0
20190101:0807,702.67,932.57,45.88,29.39,3.93,0.0
20190101:0907,733.12,994.39,51.27,32.22,3.93,0.0
20190101:1007,736.25,1008.96,51.46,34.47,4.14,0.0
20190101:1107,680.29,927.91,46.4,35.93,4.48,0.0
20190101:1207,581.43,784.69,37.58,36.68,4.76,0.0
20190101:1307,424.06,569.59,26.56,36.75,5.1,0.0
20190101:1407,209.0,297.82,14.31,36.06,5.52,0.0
20190101:1507,0.0,0.0,0.0,34.41,5.03,0.0
20190101:1607,0.0,0.0,0.0,32.17,5.1,0.0
20190101:1707,0.0,0.0,0.0,30.66,5.1,0.0
20190101:1807,0.0,0.0,0.0,29.48,4.97,0.0
20190101:1907,0.0,0.0,0.0,28.33,4.34,0.0
20190101:2007,0.0,0.0,0.0,27.32,4.34,0.0
20190101:2107,0.0,0.0,0.0,26.41,4.48,0.0
20190101:2207,0.0,0.0,0.0,25.56,4.34,0.0
20190101:2307,0.0,0.0,0.0,24.52,3.86,0.0
20190102:0007,0.0,0.0,0.0,23.51,3.38,0.0
20190102:0107,0.0,0.0,0.0,22.62,3.03,0.0
20190102:0207,0.0,0.0,0.0,21.85,2.62,0.0
20190102:0307,0.0,0.0,0.0,21.13,2.41,0.0
20190102:0407,0.0,0.0,0.0,20.51,2.69,0.0
20190102:0507,210.55,282.31,13.37,21.28,3.1,0.0
20190102:0607,437.64,553.22,25.7,23.45,4.21,0.0
20190102:0707,592.35,761.0,36.85,25.95,4.07,0.0
20190102:0807,708.36,933.43,45.9,28.38,4.14,0.0
20190102:0907,746.56,1003.24,51.33,30.69,4.14,0.0
20190102:1007,735.78,998.17,51.56,32.62,4.14,0.0
20190102:1107,678.45,919.34,46.52,34.05,4.14,0.0
20190102:1207,579.82,777.18,37.71,34.95,4.48,0.0
20190102:1307,430.66,574.07,26.7,35.18,5.03,0.0
20190102:1407,211.53,299.07,14.44,34.74,5.45,0.0
20190102:1507,0.0,0.0,0.0,33.41,4.76,0.0
20190102:1607,0.0,0.0,0.0,31.44,4.34,0.0
20190102:1707,0.0,0.0,0.0,30.02,4.28,0.0
20190102:1807,0.0,0.0,0.0,28.82,4.14,0.0
20190102:1907,0.0,0.0,0.0,28.0,4.28,0.0
20190102:2007,0.0,0.0,0.0,27.34,5.1,0.0
20190102:2107,0.0,0.0,0.0,26.64,5.93,0.0
20190102:2207,0.0,0.0,0.0,25.72,6.14,0.0
20190102:2307,0.0,0.0,0.0,24.76,5.93,0.0
20190103:0007,0.0,0.0,0.0,23.86,5.59,0.0
20190103:0107,0.0,0.0,0.0,23.08,5.24,0.0
20190103:0207,0.0,0.0,0.0,22.37,4.76,0.0
20190103:0307,0.0,0.0,0.0,21.71,4.34,0.0
20190103:0407,0.0,0.0,0.0,21.12,4.0,0.0
20190103:0507,202.5,271.86,13.31,21.59,3.86,0.0
20190103:0607,429.33,541.46,25.66,23.49,4.69,0.0
20190103:0707,593.54,756.83,36.84,25.86,4.97,0.0
20190103:0807,704.1,918.69,45.92,28.22,5.03,0.0
20190103:0907,757.11,1007.04,51.4,30.54,5.1,0.0
20190103:1007,753.47,1010.02,51.68,32.51,5.38,0.0
20190103:1107,695.89,930.07,46.66,33.96,5.72,0.0
20190103:1207,593.38,786.74,37.85,34.83,6.0,0.0
20190103:1307,427.27,566.0,26.83,35.09,6.28,0.0
20190103:1407,213.97,301.65,14.57,34.76,6.34,0.0
20190103:1507,0.0,0.0,0.0,33.58,5.24,0.0
20190103:1607,0.0,0.0,0.0,31.7,4.9,0.0
20190103:1707,0.0,0.0,0.0,30.33,5.79,0.0
20190103:1807,0.0,0.0,0.0,28.58,6.41,0.0
20190103:1907,0.0,0.0,0.0,27.1,6.21,0.0
20190103:2007,0.0,0.0,0.0,25.38,5.86,0.0
20190103:2107,0.0,0.0,0.0,24.22,5.38,0.0
20190103:2207,0.0,0.0,0.0,23.45,5.03,0.0
20190103:2307,0.0,0.0,0.0,22.89,5.03,0.0
20190104:0007,0.0,0.0,0.0,22.44,5.17,0.0
20190104:0107,0.0,0.0,0.0,22.14,5.24,0.0
20190104:0207,0.0,0.0,0.0,21.69,5.03,0.0
20190104:0307,0.0,0.0,0.0,21.47,4.9,0.0
20190104:0407,0.0,0.0,0.0,21.16,4.62,0.0
20190104:0507,219.97,294.55,13.26,21.81,4.55,0.0
20190104:0607,443.81,560.86,25.63,24.28,5.1,0.0
20190104:0707,606.38,782.29,36.83,28.44,5.31,0.0
20190104:0807,710.62,942.36,45.95,32.01,5.59,0.0
20190104:0907,737.78,1000.35,51.47,35.01,5.52,0.0
20190104:1007,718.31,989.19,51.79,37.2,4.97,0.0
20190104:1107,685.16,949.83,46.8,38.69,4.48,0.0
20190104:1207,573.53,789.42,38.0,39.5,4.21,0.0
20190104:1307,420.75,576.08,26.97,39.71,4.34,0.0
20190104:1407,208.76,301.02,14.7,39.04,5.24,0.0
20190104:1507,0.0,0.0,0.0,36.16,6.41,0.0
20190104:1607,0.0,0.0,0.0,32.44,7.45,0.0
20190104:1707,0.0,0.0,0.0,30.31,6.62,0.0
20190104:1807,0.0,0.0,0.0,28.84,5.52,0.0
20190104:1907,0.0,0.0,0.0,27.47,5.03,0.0
20190104:2007,0.0,0.0,0.0,26.27,4.69,0.0
20190104:2107,0.0,0.0,0.0,25.17,4.34,0.0
20190104:2207,0.0,0.0,0.0,24.19,4.34,0.0
20190104:2307,0.0,0.0,0.0,23.32,4.41,0.0
20190105:0007,0.0,0.0,0.0,22.58,4.62,0.0
20190105:0107,0.0,0.0,0.0,21.94,4.69,0.0
20190105:0207,0.0,0.0,0.0,21.38,4.69,0.0
20190105:0307,0.0,0.0,0.0,20.86,4.69,0.0
20190105:0407,0.0,0.0,0.0,20.48,4.55,0.0
20190105:0507,216.48,289.46,13.21,21.21,4.34,0.0
20190105:0607,439.39,556.15,25.6,24.06,4.62,0.0
20190105:0707,594.17,772.79,36.83,27.73,3.79,0.0
20190105:0807,698.96,949.26,45.99,30.94,2.83,0.0
20190105:0907,727.84,1034.77,51.56,33.46,1.59,0.0
20190105:1007,701.01,1024.97,51.92,35.32,0.76,0.0
20190105:1107,659.18,946.23,46.94,36.71,1.31,0.0
20190105:1207,573.97,803.3,38.14,37.57,1.93,0.0
20190105:1307,428.59,589.32,27.11,37.78,2.48,0.0
20190105:1407,213.41,306.82,14.84,37.38,3.03,0.0
20190105:1507,0.0,0.0,0.0,35.72,3.24,0.0
20190105:1607,0.0,0.0,0.0,32.9,3.93,0.0
20190105:1707,0.0,0.0,0.0,31.16,4.34,0.0
20190105:1807,0.0,0.0,0.0,29.81,4.41,0.0
20190105:1907,0.0,0.0,0.0,28.75,4.41,0.0
20190105:2007,0.0,0.0,0.0,27.71,4.48,0.0
