Latitude (decimal degrees):	8.220
Longitude (decimal degrees):	35.490
Elevation (m):	1616
Radiation database:	PVGIS-SARAH2


Slope: 13 deg. (optimum)
Azimuth: -9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0006,0.0,0.0,0.0,13.78,1.59,0.0
20190101:0106,0.0,0.0,0.0,13.51,1.66,0.0
20190101:0206,0.0,0.0,0.0,13.34,1.66,0.0
20190101:0306,0.0,0.0,0.0,13.32,1.59,0.0
20190101:0406,0.0,2.94,2.59,13.03,1.59,0.0
20190101:0506,136.62,180.59,16.03,14.09,1.24,0.0
20190101:0606,426.79,540.77,28.97,18.6,0.9,0.0
20190101:0706,575.7,762.0,40.98,21.11,0.14,0.0
20190101:0806,694.08,934.88,51.14,22.66,0.83,0.0
20190101:0906,742.91,1013.0,57.65,23.54,1.03,0.0
20190101:1006,715.07,978.95,58.15,24.21,0.83,0.0
20190101:1106,653.52,887.8,52.42,24.83,0.69,0.0
20190101:1206,568.51,762.32,42.66,25.13,0.48,0.0
20190101:1306,314.48,411.9,30.85,24.87,0.76,0.0
20190101:1406,186.94,255.66,18.01,24.61,1.31,0.0
20190101:1506,23.85,56.31,4.63,23.52,1.59,0.0
20190101:1606,0.0,0.0,0.0,21.91,1.66,0.0
20190101:1706,0.0,0.0,0.0,20.5,1.59,0.0
20190101:1806,0.0,0.0,0.0,19.21,1.38,0.0
20190101:1906,0.0,0.0,0.0,17.39,1.03,0.0
20190101:2006,0.0,0.0,0.0,17.4,0.55,0.0
20190101:2106,0.0,0.0,0.0,16.99,0.55,0.0
20190101:2206,0.0,0.0,0.0,16.39,0.69,0.0
20190101:2306,0.0,0.0,0.0,14.42,1.03,0.0
20190102:0006,0.0,0.0,0.0,13.34,1.59,0.0
20190102:0106,0.0,0.0,0.0,12.86,1.59,0.0
20190102:0206,0.0,0.0,0.0,12.63,1.66,0.0
20190102:0306,0.0,0.0,0.0,12.51,1.66,0.0
20190102:0406,1.3,8.82,2.5,12.31,1.59,0.0
20190102:0506,157.45,205.76,15.95,13.68,1.1,0.0
20190102:0606,424.65,540.06,28.91,18.67,0.62,0.0
20190102:0706,581.48,762.44,40.94,21.25,0.62,0.0
20190102:0806,637.07,842.08,51.15,22.07,1.1,0.0
20190102:0906,714.47,970.51,57.7,23.21,0.9,0.0
20190102:1006,681.85,931.69,58.26,24.05,0.62,0.0
20190102:1106,664.15,901.25,52.55,24.35,0.69,0.0
20190102:1206,567.32,754.64,42.79,24.52,0.69,0.0
20190102:1306,405.27,528.31,30.98,24.29,0.97,0.0
20190102:1406,154.81,213.34,18.14,23.88,0.34,0.0
20190102:1506,16.12,37.42,4.75,22.98,0.55,0.0
20190102:1606,0.0,0.0,0.0,21.53,1.45,0.0
20190102:1706,0.0,0.0,0.0,19.99,1.66,0.0
20190102:1806,0.0,0.0,0.0,18.72,1.66,0.0
20190102:1906,0.0,0.0,0.0,17.61,1.59,0.0
20190102:2006,0.0,0.0,0.0,16.55,1.45,0.0
20190102:2106,0.0,0.0,0.0,15.61,1.45,0.0
20190102:2206,0.0,0.0,0.0,14.82,1.59,0.0
20190102:2306,0.0,0.0,0.0,14.05,1.59,0.0
20190103:0006,0.0,0.0,0.0,13.58,1.59,0.0
20190103:0106,0.0,0.0,0.0,13.34,1.66,0.0
20190103:0206,0.0,0.0,0.0,13.39,1.59,0.0
20190103:0306,0.0,0.0,0.0,13.05,1.52,0.0
20190103:0406,1.76,9.8,2.42,12.65,1.52,0.0
20190103:0506,225.07,289.95,15.88,13.74,0.97,0.0
20190103:0606,439.89,561.71,28.86,19.05,0.55,0.0
20190103:0706,589.99,781.18,40.91,21.67,0.34,0.0
20190103:0806,693.46,934.35,51.15,23.34,0.97,0.0
20190103:0906,746.41,1019.62,57.76,24.65,1.24,0.0
20190103:1006,606.68,812.63,58.37,25.62,1.38,0.0
20190103:1106,655.59,884.25,52.68,25.7,1.24,0.0
20190103:1206,568.19,756.01,42.93,25.94,1.1,0.0
20190103:1306,419.06,551.78,31.11,25.76,0.83,0.0
20190103:1406,203.25,279.51,18.26,25.34,0.48,0.0
20190103:1506,24.92,57.46,4.87,24.82,1.03,0.0
20190103:1606,0.0,0.0,0.0,22.92,1.38,0.0
20190103:1706,0.0,0.0,0.0,20.87,1.38,0.0
20190103:1806,0.0,0.0,0.0,19.3,1.45,0.0
20190103:1906,0.0,0.0,0.0,18.34,1.24,0.0
20190103:2006,0.0,0.0,0.0,17.46,1.03,0.0
20190103:2106,0.0,0.0,0.0,16.94,0.97,0.0
20190103:2206,0.0,0.0,0.0,16.42,0.97,0.0
20190103:2306,0.0,0.0,0.0,15.06,1.38,0.0
20190104:0006,0.0,0.0,0.0,14.67,1.72,0.0
20190104:0106,0.0,0.0,0.0,14.25,1.72,0.0
20190104:0206,0.0,0.0,0.0,13.78,1.72,0.0
20190104:0306,0.0,0.0,0.0,13.13,1.72,0.0
20190104:0406,2.26,10.78,2.34,12.45,1.72,0.0
20190104:0506,262.84,337.53,15.81,13.86,1.38,0.0
20190104:0606,481.11,608.85,28.81,18.76,1.38,0.0
20190104:0706,630.43,817.35,40.89,22.21,1.93,0.0
20190104:0806,730.82,964.36,51.17,24.24,2.62,0.0
20190104:0906,778.66,1046.05,57.83,25.7,2.62,0.0
20190104:1006,779.53,1057.5,58.49,26.77,2.41,0.0
20190104:1106,720.16,972.46,52.82,27.46,2.21,0.0
20190104:1206,603.07,803.29,43.07,27.79,1.93,0.0
20190104:1306,447.42,589.57,31.25,27.76,1.79,0.0
20190104:1406,236.64,325.95,18.39,27.21,1.52,0.0
20190104:1506,26.1,58.99,4.99,25.84,1.17,0.0
20190104:1606,0.0,0.0,0.0,23.27,1.45,0.0
20190104:1706,0.0,0.0,0.0,21.25,1.86,0.0
20190104:1806,0.0,0.0,0.0,19.4,1.86,0.0
20190104:1906,0.0,0.0,0.0,18.1,1.72,0.0
