Latitude (decimal degrees):	13.347
Longitude (decimal degrees):	38.744
Elevation (m):	1032
Radiation database:	PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: -34 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,14.61,1.17,0.0
20190101:0107,0.0,0.0,0.0,13.29,1.31,0.0
20190101:0207,0.0,0.0,0.0,12.63,1.31,0.0
20190101:0307,0.0,0.0,0.0,12.05,1.31,0.0
20190101:0407,7.99,20.43,3.54,11.64,1.31,0.0
20190101:0507,45.34,70.03,16.56,13.42,0.83,0.0
20190101:0607,71.2,103.11,28.86,17.81,1.24,0.0
20190101:0707,693.41,909.61,39.89,21.35,1.59,0.0
20190101:0807,730.58,981.1,48.6,24.2,1.72,0.0
20190101:0907,763.46,1044.96,53.28,26.88,1.86,0.0
20190101:1007,726.09,991.78,52.41,28.92,2.14,0.0
20190101:1107,637.18,860.45,46.3,30.02,2.21,0.0
20190101:1207,88.87,131.32,36.74,30.51,1.93,0.0
20190101:1307,65.31,101.16,25.24,30.51,1.59,0.0
20190101:1407,42.4,71.01,12.68,30.03,1.31,0.0
20190101:1507,0.0,0.0,0.0,29.04,0.9,0.0
20190101:1607,0.0,0.0,0.0,26.86,1.17,0.0
20190101:1707,0.0,0.0,0.0,23.38,2.14,0.0
20190101:1807,0.0,0.0,0.0,21.13,2.0,0.0
20190101:1907,0.0,0.0,0.0,20.21,1.66,0.0
20190101:2007,0.0,0.0,0.0,18.54,1.59,0.0
20190101:2107,0.0,0.0,0.0,16.87,1.59,0.0
20190101:2207,0.0,0.0,0.0,15.76,1.52,0.0
20190101:2307,0.0,0.0,0.0,14.48,1.59,0.0
20190102:0007,0.0,0.0,0.0,13.52,1.59,0.0
20190102:0107,0.0,0.0,0.0,12.75,1.52,0.0
20190102:0207,0.0,0.0,0.0,12.08,1.45,0.0
20190102:0307,0.0,0.0,0.0,11.38,1.52,0.0
20190102:0407,8.04,20.43,3.46,10.65,1.59,0.0
20190102:0507,48.6,73.93,16.49,13.08,0.97,0.0
20190102:0607,72.59,105.05,28.81,18.09,0.62,0.0
20190102:0707,662.86,880.74,39.87,21.81,0.83,0.0
20190102:0807,715.12,971.32,48.62,24.41,1.1,0.0
20190102:0907,734.06,1009.86,53.35,26.65,1.31,0.0
20190102:1007,689.7,947.7,52.52,28.42,1.38,0.0
20190102:1107,615.77,838.61,46.43,29.64,1.38,0.0
20190102:1207,81.21,121.59,36.87,30.26,1.17,0.0
20190102:1307,69.03,106.03,25.37,30.35,0.9,0.0
20190102:1407,43.1,71.98,12.81,29.92,0.55,0.0
20190102:1507,0.0,0.0,0.0,29.11,0.83,0.0
20190102:1607,0.0,0.0,0.0,27.29,0.9,0.0
20190102:1707,0.0,0.0,0.0,26.21,1.1,0.0
20190102:1807,0.0,0.0,0.0,22.19,1.86,0.0
20190102:1907,0.0,0.0,0.0,21.4,1.66,0.0
20190102:2007,0.0,0.0,0.0,19.16,1.79,0.0
20190102:2107,0.0,0.0,0.0,17.17,1.86,0.0
20190102:2207,0.0,0.0,0.0,15.6,1.93,0.0
20190102:2307,0.0,0.0,0.0,14.61,1.93,0.0
20190103:0007,0.0,0.0,0.0,14.04,1.79,0.0
20190103:0107,0.0,0.0,0.0,13.53,1.66,0.0
20190103:0207,0.0,0.0,0.0,13.21,1.52,0.0
20190103:0307,0.0,0.0,0.0,12.86,1.38,0.0
20190103:0407,7.32,19.45,3.39,12.51,1.31,0.0
20190103:0507,53.79,80.73,16.44,14.55,0.83,0.0
20190103:0607,69.6,102.13,28.78,19.62,0.28,0.0
20190103:0707,642.23,868.57,39.86,23.54,0.34,0.0
20190103:0807,684.63,951.89,48.65,26.35,0.41,0.0
20190103:0907,708.34,1009.53,53.43,28.57,0.28,0.0
20190103:1007,666.65,948.2,52.64,30.2,0.28,0.0
20190103:1107,591.82,824.29,46.57,31.25,0.55,0.0
20190103:1207,72.28,110.89,37.01,31.78,0.97,0.0
20190103:1307,67.16,104.08,25.51,31.79,1.86,0.0
20190103:1407,41.57,70.03,12.93,30.9,3.1,0.0
20190103:1507,0.0,0.0,0.0,28.65,3.45,0.0
20190103:1607,0.0,0.0,0.0,26.15,2.41,0.0
20190103:1707,0.0,0.0,0.0,24.26,1.72,0.0
20190103:1807,0.0,0.0,0.0,22.54,1.1,0.0
20190103:1907,0.0,0.0,0.0,22.67,0.41,0.0
20190103:2007,0.0,0.0,0.0,21.69,0.28,0.0
20190103:2107,0.0,0.0,0.0,20.77,0.34,0.0
20190103:2207,0.0,0.0,0.0,19.94,0.62,0.0
20190103:2307,0.0,0.0,0.0,19.06,0.76,0.0
20190104:0007,0.0,0.0,0.0,18.17,0.9,0.0
20190104:0107,0.0,0.0,0.0,16.9,1.1,0.0
20190104:0207,0.0,0.0,0.0,15.59,1.24,0.0
20190104:0307,0.0,0.0,0.0,14.21,1.38,0.0
20190104:0407,5.48,16.54,3.32,13.31,1.38,0.0
20190104:0507,38.82,62.25,16.38,14.73,1.03,0.0
20190104:0607,63.63,94.35,28.74,19.07,1.38,0.0
20190104:0707,680.58,893.96,39.85,22.23,1.66,0.0
20190104:0807,730.74,978.96,48.68,24.81,2.0,0.0
20190104:0907,767.17,1037.36,53.51,26.64,2.41,0.0
20190104:1007,724.72,975.86,52.76,28.11,2.69,0.0
20190104:1107,641.67,854.2,46.71,29.56,3.1,0.0
20190104:1207,90.71,133.26,37.15,30.48,3.66,0.0
20190104:1307,69.34,106.03,25.64,30.48,3.93,0.0
20190104:1407,44.09,72.95,13.06,29.59,3.79,0.0
20190104:1507,0.0,0.0,0.0,27.78,2.69,0.0
20190104:1607,0.0,0.0,0.0,25.81,2.28,0.0
20190104:1707,0.0,0.0,0.0,23.24,2.07,0.0
20190104:1807,0.0,0.0,0.0,21.36,1.72,0.0
20190104:1907,0.0,0.0,0.0,21.45,1.31,0.0
20190104:2007,0.0,0.0,0.0,20.46,1.31,0.0
20190104:2107,0.0,0.0,0.0,18.2,1.45,0.0
20190104:2207,0.0,0.0,0.0,15.64,1.72,0.0
20190104:2307,0.0,0.0,0.0,13.96,1.66,0.0
20190105:0007,0.0,0.0,0.0,12.87,1.52,0.0
20190105:0107,0.0,0.0,0.0,12.12,1.45,0.0
20190105:0207,0.0,0.0,0.0,11.18,1.45,0.0
20190105:0307,0.0,0.0,0.0,10.38,1.52,0.0
20190105:0407,4.43,14.59,3.26,9.87,1.52,0.0
20190105:0507,36.31,58.36,16.33,11.57,1.03,0.0
20190105:0607,62.7,92.41,28.71,16.95,1.24,0.0
