Latitude (decimal degrees):	9.950
Longitude (decimal degrees):	35.680
Elevation (m):	692
Radiation database:	PVGIS-SARAH2


Slope: 16 deg. (optimum)
Azimuth: 15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,24.73,0.9,0.0
20190101:0107,0.0,0.0,0.0,24.23,0.83,0.0
20190101:0207,0.0,0.0,0.0,23.48,0.9,0.0
20190101:0307,0.0,0.0,0.0,22.96,0.9,0.0
20190101:0407,0.0,0.0,0.0,22.5,0.97,0.0
20190101:0507,178.87,253.9,15.45,23.3,0.69,0.0
20190101:0607,380.92,510.75,28.24,27.11,0.21,0.0
20190101:0707,536.51,737.33,40.02,29.18,0.14,0.0
20190101:0807,640.96,907.14,49.87,31.28,0.41,0.0
20190101:0907,694.18,1002.62,56.03,33.01,0.62,0.0
20190101:1007,702.74,1024.11,56.41,34.34,0.69,0.0
20190101:1107,667.13,971.06,50.84,35.24,0.55,0.0
20190101:1207,584.86,833.47,41.32,35.5,0.55,0.0
20190101:1307,454.44,628.78,29.7,35.33,0.83,0.0
20190101:1407,269.63,375.18,17.0,34.67,1.1,0.0
20190101:1507,30.22,62.7,3.71,33.67,1.17,0.0
20190101:1607,0.0,0.0,0.0,32.11,1.24,0.0
20190101:1707,0.0,0.0,0.0,30.67,1.52,0.0
20190101:1807,0.0,0.0,0.0,29.4,1.45,0.0
20190101:1907,0.0,0.0,0.0,27.81,1.31,0.0
20190101:2007,0.0,0.0,0.0,27.0,0.97,0.0
20190101:2107,0.0,0.0,0.0,26.48,0.83,0.0
20190101:2207,0.0,0.0,0.0,24.76,1.1,0.0
20190101:2307,0.0,0.0,0.0,23.57,1.17,0.0
20190102:0007,0.0,0.0,0.0,23.05,1.1,0.0
20190102:0107,0.0,0.0,0.0,22.61,1.17,0.0
20190102:0207,0.0,0.0,0.0,22.21,1.31,0.0
20190102:0307,0.0,0.0,0.0,21.85,1.38,0.0
20190102:0407,0.0,0.0,0.0,21.62,1.24,0.0
20190102:0507,170.81,241.75,15.38,22.75,0.76,0.0
20190102:0607,378.82,500.59,28.18,26.48,1.1,0.0
20190102:0707,530.35,715.03,39.99,28.48,0.83,0.0
20190102:0807,625.02,875.92,49.87,30.46,0.48,0.0
20190102:0907,689.48,992.34,56.09,32.29,0.55,0.0
20190102:1007,691.09,1000.49,56.52,33.73,0.69,0.0
20190102:1107,657.3,942.09,50.97,34.67,0.9,0.0
20190102:1207,546.44,763.78,41.45,35.09,1.03,0.0
20190102:1307,424.33,582.31,29.83,34.9,1.03,0.0
20190102:1407,244.14,339.65,17.13,34.34,1.03,0.0
20190102:1507,26.86,56.35,3.83,33.32,1.1,0.0
20190102:1607,0.0,0.0,0.0,32.0,1.24,0.0
20190102:1707,0.0,0.0,0.0,30.85,1.38,0.0
20190102:1807,0.0,0.0,0.0,29.31,1.38,0.0
20190102:1907,0.0,0.0,0.0,28.49,0.97,0.0
20190102:2007,0.0,0.0,0.0,29.25,0.62,0.0
20190102:2107,0.0,0.0,0.0,28.54,0.41,0.0
20190102:2207,0.0,0.0,0.0,27.61,0.76,0.0
20190102:2307,0.0,0.0,0.0,24.67,1.52,0.0
20190103:0007,0.0,0.0,0.0,23.75,1.59,0.0
20190103:0107,0.0,0.0,0.0,23.05,1.38,0.0
20190103:0207,0.0,0.0,0.0,22.79,1.17,0.0
20190103:0307,0.0,0.0,0.0,22.46,1.1,0.0
20190103:0407,0.0,0.0,0.0,21.96,1.1,0.0
20190103:0507,179.47,254.53,15.31,22.46,0.97,0.0
20190103:0607,383.97,506.89,28.13,26.5,1.24,0.0
20190103:0707,543.41,729.67,39.96,28.61,1.17,0.0
