Latitude (decimal degrees):	8.970
Longitude (decimal degrees):	36.230
Elevation (m):	1187
Radiation database:	PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 12 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,20.06,0.97,0.0
20190101:0107,0.0,0.0,0.0,18.82,1.1,0.0
20190101:0207,0.0,0.0,0.0,18.13,1.1,0.0
20190101:0307,0.0,0.0,0.0,17.6,1.1,0.0
20190101:0407,2.66,11.71,2.98,16.99,1.17,0.0
20190101:0507,192.53,260.85,16.35,18.25,0.76,0.0
20190101:0607,409.78,532.74,29.2,22.11,0.55,0.0
20190101:0707,564.74,760.34,41.06,24.26,0.07,0.0
20190101:0807,667.42,924.95,50.97,25.95,0.28,0.0
20190101:0907,717.69,1018.72,57.11,27.34,0.28,0.0
20190101:1007,724.83,1032.44,57.27,28.3,0.41,0.0
20190101:1107,682.88,972.07,51.38,29.19,0.21,0.0
20190101:1207,585.23,816.32,41.6,29.64,0.07,0.0
20190101:1307,453.27,617.78,29.81,29.68,0.0,0.0
20190101:1407,245.18,337.02,17.0,29.25,0.21,0.0
20190101:1507,6.69,19.51,3.64,28.34,0.62,0.0
20190101:1607,0.0,0.0,0.0,27.27,0.41,0.0
20190101:1707,0.0,0.0,0.0,26.77,0.07,0.0
20190101:1807,0.0,0.0,0.0,26.09,0.41,0.0
20190101:1907,0.0,0.0,0.0,25.5,0.21,0.0
20190101:2007,0.0,0.0,0.0,24.5,0.28,0.0
20190101:2107,0.0,0.0,0.0,23.68,0.21,0.0
20190101:2207,0.0,0.0,0.0,22.78,0.55,0.0
20190101:2307,0.0,0.0,0.0,21.89,0.62,0.0
20190102:0007,0.0,0.0,0.0,21.11,0.76,0.0
20190102:0107,0.0,0.0,0.0,19.08,1.03,0.0
20190102:0207,0.0,0.0,0.0,17.78,1.1,0.0
20190102:0307,0.0,0.0,0.0,17.15,1.1,0.0
20190102:0407,4.26,14.64,2.89,16.84,1.1,0.0
20190102:0507,195.3,266.32,16.28,18.71,0.55,0.0
20190102:0607,401.35,522.04,29.15,22.17,0.48,0.0
20190102:0707,545.49,715.02,41.02,24.18,1.24,0.0
20190102:0807,666.06,900.93,50.97,25.61,1.1,0.0
20190102:0907,711.21,980.82,57.16,26.92,1.1,0.0
20190102:1007,719.88,1001.16,57.37,27.67,1.03,0.0
20190102:1107,659.31,911.46,51.51,28.21,0.83,0.0
20190102:1207,583.65,795.4,41.73,28.39,0.69,0.0
20190102:1307,441.83,592.09,29.94,28.47,0.48,0.0
20190102:1407,251.41,343.07,17.12,28.02,0.28,0.0
20190102:1507,7.91,21.46,3.76,27.21,0.55,0.0
20190102:1607,0.0,0.0,0.0,25.17,0.76,0.0
20190102:1707,0.0,0.0,0.0,24.86,0.62,0.0
20190102:1807,0.0,0.0,0.0,24.98,0.34,0.0
20190102:1907,0.0,0.0,0.0,24.72,0.07,0.0
20190102:2007,0.0,0.0,0.0,24.2,0.55,0.0
20190102:2107,0.0,0.0,0.0,23.35,0.62,0.0
20190102:2207,0.0,0.0,0.0,22.67,0.48,0.0
20190102:2307,0.0,0.0,0.0,22.2,0.41,0.0
20190103:0007,0.0,0.0,0.0,21.66,0.76,0.0
