Latitude (decimal degrees):	15.236
Longitude (decimal degrees):	32.486
Elevation (m):	379
Radiation database:	PVGIS-SARAH2


Slope: 19 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,19.73,4.83,0.0
20190101:0107,0.0,0.0,0.0,19.0,4.62,0.0
20190101:0207,0.0,0.0,0.0,18.37,4.34,0.0
20190101:0307,0.0,0.0,0.0,17.84,4.21,0.0
20190101:0407,0.0,0.0,0.0,17.3,4.0,0.0
20190101:0507,145.18,202.56,10.37,17.3,3.72,0.0
20190101:0607,385.02,480.16,22.85,19.32,4.21,0.0
20190101:0707,569.51,715.11,34.27,22.32,4.41,0.0
20190101:0807,688.22,884.52,43.83,25.05,4.62,0.0
20190101:0907,755.55,993.31,50.15,27.42,4.55,0.0
20190101:1007,768.18,1023.56,51.6,29.37,4.48,0.0
20190101:1107,718.33,959.01,47.66,30.79,4.34,0.0
20190101:1207,618.31,818.82,39.59,31.7,4.34,0.0
20190101:1307,474.43,622.67,29.01,32.1,4.69,0.0
20190101:1407,283.79,382.46,17.02,31.76,5.38,0.0
20190101:1507,36.99,73.69,4.21,30.63,5.72,0.0
20190101:1607,0.0,0.0,0.0,28.79,5.38,0.0
20190101:1707,0.0,0.0,0.0,27.28,5.24,0.0
20190101:1807,0.0,0.0,0.0,25.92,5.31,0.0
20190101:1907,0.0,0.0,0.0,24.6,5.1,0.0
20190101:2007,0.0,0.0,0.0,23.41,5.1,0.0
20190101:2107,0.0,0.0,0.0,22.27,5.24,0.0
20190101:2207,0.0,0.0,0.0,21.26,5.45,0.0
20190101:2307,0.0,0.0,0.0,20.34,5.72,0.0
20190102:0007,0.0,0.0,0.0,19.54,5.86,0.0
20190102:0107,0.0,0.0,0.0,18.77,5.93,0.0
20190102:0207,0.0,0.0,0.0,18.06,5.72,0.0
20190102:0307,0.0,0.0,0.0,17.41,5.38,0.0
20190102:0407,0.0,0.0,0.0,16.78,5.03,0.0
20190102:0507,148.28,206.1,10.31,16.69,4.62,0.0
20190102:0607,384.74,476.35,22.8,18.57,5.1,0.0
20190102:0707,570.49,710.06,34.24,21.46,5.1,0.0
20190102:0807,703.77,896.88,43.84,24.12,5.17,0.0
20190102:0907,768.81,1002.1,50.2,26.48,5.03,0.0
20190102:1007,773.17,1019.56,51.69,28.4,5.03,0.0
20190102:1107,729.05,961.99,47.78,29.8,5.1,0.0
20190102:1207,628.42,821.84,39.72,30.64,5.31,0.0
20190102:1307,478.43,620.8,29.15,30.87,5.66,0.0
20190102:1407,285.87,382.01,17.15,30.45,5.86,0.0
20190102:1507,40.42,78.76,4.33,29.3,5.72,0.0
20190102:1607,0.0,0.0,0.0,27.51,5.45,0.0
20190102:1707,0.0,0.0,0.0,26.0,6.0,0.0
20190102:1807,0.0,0.0,0.0,24.61,6.41,0.0
20190102:1907,0.0,0.0,0.0,23.34,6.55,0.0
20190102:2007,0.0,0.0,0.0,22.17,6.41,0.0
20190102:2107,0.0,0.0,0.0,21.16,6.28,0.0
20190102:2207,0.0,0.0,0.0,20.25,6.28,0.0
20190102:2307,0.0,0.0,0.0,19.48,6.14,0.0
20190103:0007,0.0,0.0,0.0,18.75,6.07,0.0
20190103:0107,0.0,0.0,0.0,18.07,6.0,0.0
20190103:0207,0.0,0.0,0.0,17.44,5.93,0.0
20190103:0307,0.0,0.0,0.0,16.86,5.72,0.0
20190103:0407,0.0,0.0,0.0,16.29,5.52,0.0
20190103:0507,148.3,205.58,10.25,16.22,5.24,0.0
20190103:0607,389.96,479.28,22.76,17.84,6.21,0.0
20190103:0707,572.04,700.67,34.22,20.23,7.1,0.0
20190103:0807,709.38,885.29,43.85,22.69,7.31,0.0
20190103:0907,781.64,996.22,50.26,25.09,7.1,0.0
20190103:1007,789.73,1021.76,51.79,27.23,6.76,0.0
