Latitude (decimal degrees):	14.280
Longitude (decimal degrees):	35.900
Elevation (m):	491
Radiation database:	PVGIS-SARAH2


Slope: 18 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0007,0.0,0.0,0.0,23.12,2.9,0.0
20190101:0107,0.0,0.0,0.0,22.31,2.76,0.0
20190101:0207,0.0,0.0,0.0,21.66,2.69,0.0
20190101:0307,0.0,0.0,0.0,21.08,2.69,0.0
20190101:0407,0.0,0.0,0.0,20.57,2.55,0.0
20190101:0507,209.28,282.34,13.71,21.32,2.55,0.0
20190101:0607,424.07,542.87,26.09,23.99,2.76,0.0
20190101:0707,584.69,765.1,37.3,27.3,2.83,0.0
20190101:0807,679.39,916.77,46.42,30.54,2.9,0.0
20190101:0907,728.82,1007.53,51.89,33.34,2.97,0.0
20190101:1007,726.42,1011.2,52.1,35.52,3.31,0.0
20190101:1107,670.42,927.58,46.96,36.85,3.59,0.0
20190101:1207,564.85,771.91,38.06,37.51,3.72,0.0
20190101:1307,406.4,551.47,26.96,37.52,3.86,0.0
20190101:1407,210.44,300.44,14.65,36.9,4.07,0.0
20190101:1507,0.0,0.0,0.0,35.33,3.66,0.0
20190101:1607,0.0,0.0,0.0,33.09,4.07,0.0
20190101:1707,0.0,0.0,0.0,31.7,4.83,0.0
20190101:1807,0.0,0.0,0.0,30.53,5.03,0.0
20190101:1907,0.0,0.0,0.0,29.47,4.83,0.0
20190101:2007,0.0,0.0,0.0,28.59,4.55,0.0
20190101:2107,0.0,0.0,0.0,27.63,4.14,0.0
20190101:2207,0.0,0.0,0.0,26.64,3.79,0.0
20190101:2307,0.0,0.0,0.0,25.65,3.52,0.0
20190102:0007,0.0,0.0,0.0,24.68,3.03,0.0
20190102:0107,0.0,0.0,0.0,23.72,2.69,0.0
20190102:0207,0.0,0.0,0.0,22.85,2.41,0.0
20190102:0307,0.0,0.0,0.0,22.01,2.14,0.0
20190102:0407,0.0,0.0,0.0,21.21,2.0,0.0
20190102:0507,204.46,277.91,13.65,22.03,2.0,0.0
20190102:0607,414.44,531.56,26.05,24.9,3.1,0.0
20190102:0707,585.73,766.63,37.28,27.79,3.03,0.0
20190102:0807,670.27,901.08,46.43,30.41,3.03,0.0
20190102:0907,730.58,1010.05,51.95,32.76,2.76,0.0
20190102:1007,722.18,1008.09,52.2,34.63,2.76,0.0
20190102:1107,671.9,932.5,47.09,35.91,2.97,0.0
20190102:1207,568.48,775.77,38.19,36.58,3.38,0.0
20190102:1307,391.04,527.43,27.09,36.5,4.0,0.0
20190102:1407,216.6,306.5,14.77,35.7,4.48,0.0
