Latitude (decimal degrees):	8.310
Longitude (decimal degrees):	36.100
Elevation (m):	1842
Radiation database:	PVGIS-SARAH2


Slope: 14 deg. (optimum)
Azimuth: -5 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0006,0.0,0.0,0.0,13.66,0.9,0.0
20190101:0106,0.0,0.0,0.0,12.8,0.97,0.0
20190101:0206,0.0,0.0,0.0,12.07,0.9,0.0
20190101:0306,0.0,0.0,0.0,11.53,0.76,0.0
20190101:0406,0.0,4.89,3.11,11.04,0.83,0.0
20190101:0506,242.31,313.05,16.53,13.93,0.34,0.0
20190101:0606,436.87,558.76,29.43,18.52,0.28,0.0
20190101:0706,615.43,802.69,41.38,20.82,1.03,0.0
20190101:0806,713.06,950.48,51.42,22.42,1.38,0.0
20190101:0906,756.27,1022.13,57.71,23.53,1.52,0.0
20190101:1006,729.27,986.94,57.94,24.57,1.52,0.0
20190101:1106,713.31,965.01,52.01,25.4,1.45,0.0
20190101:1206,610.32,810.24,42.15,25.69,1.45,0.0
20190101:1306,449.86,588.68,30.29,25.53,1.38,0.0
20190101:1406,208.74,285.04,17.43,24.52,1.03,0.0
20190101:1506,22.86,55.73,4.04,22.29,0.62,0.0
20190101:1606,0.0,0.0,0.0,19.7,0.76,0.0
20190101:1706,0.0,0.0,0.0,18.3,1.52,0.0
20190101:1806,0.0,0.0,0.0,17.17,1.38,0.0
20190101:1906,0.0,0.0,0.0,16.49,1.31,0.0
20190101:2006,0.0,0.0,0.0,15.03,1.17,0.0
20190101:2106,0.0,0.0,0.0,14.41,1.03,0.0
20190101:2206,0.0,0.0,0.0,14.06,0.97,0.0
20190101:2306,0.0,0.0,0.0,13.67,1.03,0.0
20190102:0006,0.0,0.0,0.0,12.95,1.17,0.0
20190102:0106,0.0,0.0,0.0,12.29,1.31,0.0
20190102:0206,0.0,0.0,0.0,11.73,1.31,0.0
20190102:0306,0.0,0.0,0.0,11.13,1.17,0.0
20190102:0406,4.46,14.68,3.02,10.73,0.9,0.0
20190102:0506,229.47,297.11,16.45,13.95,0.28,0.0
20190102:0606,421.19,538.19,29.38,19.04,0.41,0.0
20190102:0706,545.98,704.77,41.35,20.54,1.03,0.0
20190102:0806,685.95,914.81,51.43,21.5,0.9,0.0
20190102:0906,723.56,985.81,57.77,22.79,0.76,0.0
20190102:1006,683.67,927.78,58.05,23.73,0.83,0.0
20190102:1106,642.32,863.8,52.14,24.0,0.83,0.0
20190102:1206,504.88,660.6,42.28,23.85,1.03,0.0
20190102:1306,429.75,556.68,30.42,23.69,1.31,0.0
20190102:1406,197.02,266.69,17.56,22.6,1.03,0.0
20190102:1506,17.84,42.36,4.16,21.23,1.17,0.0
20190102:1606,0.0,0.0,0.0,19.65,0.9,0.0
20190102:1706,0.0,0.0,0.0,17.78,0.76,0.0
20190102:1806,0.0,0.0,0.0,16.35,0.83,0.0
20190102:1906,0.0,0.0,0.0,15.39,1.17,0.0
20190102:2006,0.0,0.0,0.0,14.17,1.1,0.0
20190102:2106,0.0,0.0,0.0,13.23,1.03,0.0
20190102:2206,0.0,0.0,0.0,12.59,0.9,0.0
20190102:2306,0.0,0.0,0.0,12.19,0.83,0.0
20190103:0006,0.0,0.0,0.0,11.81,0.9,0.0
20190103:0106,0.0,0.0,0.0,11.56,0.83,0.0
20190103:0206,0.0,0.0,0.0,11.22,0.83,0.0
20190103:0306,0.0,0.0,0.0,10.93,0.83,0.0
20190103:0406,5.03,15.66,2.94,10.95,0.76,0.0
20190103:0506,240.94,311.44,16.38,13.59,0.28,0.0
20190103:0606,446.04,575.02,29.32,19.7,0.21,0.0
20190103:0706,607.26,798.1,41.32,21.51,0.76,0.0
20190103:0806,709.02,953.21,51.44,23.04,1.1,0.0
20190103:0906,769.74,1045.39,57.83,24.35,1.59,0.0
20190103:1006,739.27,1000.16,58.16,25.07,1.72,0.0
20190103:1106,577.6,763.05,52.27,25.25,1.72,0.0
20190103:1206,599.19,787.82,42.42,25.38,1.86,0.0
20190103:1306,339.6,439.81,30.56,25.09,2.07,0.0
20190103:1406,220.51,298.93,17.68,24.02,1.59,0.0
20190103:1506,21.98,51.72,4.28,22.68,1.38,0.0
20190103:1606,0.0,0.0,0.0,21.01,1.24,0.0
20190103:1706,0.0,0.0,0.0,19.61,1.45,0.0
20190103:1806,0.0,0.0,0.0,17.97,1.45,0.0
20190103:1906,0.0,0.0,0.0,17.55,1.03,0.0
20190103:2006,0.0,0.0,0.0,15.91,1.1,0.0
20190103:2106,0.0,0.0,0.0,15.17,1.38,0.0
20190103:2206,0.0,0.0,0.0,14.91,1.72,0.0
20190103:2306,0.0,0.0,0.0,14.58,1.86,0.0
20190104:0006,0.0,0.0,0.0,14.43,1.93,0.0
20190104:0106,0.0,0.0,0.0,14.36,2.0,0.0
20190104:0206,0.0,0.0,0.0,14.07,2.21,0.0
20190104:0306,0.0,0.0,0.0,13.57,2.28,0.0
20190104:0406,4.96,15.66,2.86,13.16,2.34,0.0
20190104:0506,268.75,345.02,16.31,14.5,2.14,0.0
20190104:0606,483.73,605.43,29.27,18.32,2.21,0.0
20190104:0706,642.86,813.89,41.29,20.67,3.24,0.0
20190104:0806,749.41,970.74,51.45,22.46,3.38,0.0
20190104:0906,805.95,1063.63,57.9,23.93,3.31,0.0
20190104:1006,802.25,1068.2,58.29,25.07,3.1,0.0
20190104:1106,743.7,984.57,52.41,25.79,3.03,0.0
20190104:1206,628.37,818.86,42.56,26.04,3.03,0.0
20190104:1306,461.07,594.64,30.69,25.66,2.97,0.0
20190104:1406,237.69,321.13,17.81,24.59,2.48,0.0
20190104:1506,24.41,56.04,4.4,22.15,1.93,0.0
20190104:1606,0.0,0.0,0.0,19.87,1.93,0.0
20190104:1706,0.0,0.0,0.0,18.26,1.86,0.0
20190104:1806,0.0,0.0,0.0,17.05,1.93,0.0
20190104:1906,0.0,0.0,0.0,16.82,2.28,0.0
20190104:2006,0.0,0.0,0.0,16.23,2.34,0.0
20190104:2106,0.0,0.0,0.0,15.73,2.34,0.0
20190104:2206,0.0,0.0,0.0,15.2,2.28,0.0
20190104:2306,0.0,0.0,0.0,14.82,2.28,0.0
20190105:0006,0.0,0.0,0.0,14.55,2.34,0.0
20190105:0106,0.0,0.0,0.0,14.24,2.41,0.0
20190105:0206,0.0,0.0,0.0,13.87,2.41,0.0
20190105:0306,0.0,0.0,0.0,13.46,2.34,0.0
20190105:0406,4.39,14.68,2.78,13.05,2.21,0.0
20190105:0506,267.74,343.63,16.25,13.82,1.72,0.0
20190105:0606,474.91,596.49,29.23,17.64,1.52,0.0
20190105:0706,640.32,817.77,41.28,20.33,2.34,0.0
20190105:0806,741.54,970.38,51.47,22.31,2.55,0.0
20190105:0906,793.35,1059.26,57.98,23.83,2.48,0.0
20190105:1006,789.73,1064.99,58.41,25.01,2.28,0.0
20190105:1106,735.73,986.25,52.56,25.8,2.21,0.0
20190105:1206,621.45,816.68,42.7,26.08,2.34,0.0
20190105:1306,462.76,600.38,30.83,25.79,2.34,0.0
20190105:1406,235.23,318.49,17.94,24.73,2.0,0.0
20190105:1506,26.02,59.31,4.51,22.36,1.86,0.0
20190105:1606,0.0,0.0,0.0,19.61,2.0,0.0
20190105:1706,0.0,0.0,0.0,17.97,1.86,0.0
20190105:1806,0.0,0.0,0.0,16.95,1.72,0.0
20190105:1906,0.0,0.0,0.0,16.37,1.79,0.0
20190105:2006,0.0,0.0,0.0,15.68,1.93,0.0
20190105:2106,0.0,0.0,0.0,15.11,2.07,0.0
20190105:2206,0.0,0.0,0.0,14.46,2.07,0.0
20190105:2306,0.0,0.0,0.0,13.59,1.86,0.0
20190106:0006,0.0,0.0,0.0,12.56,1.72,0.0
20190106:0106,0.0,0.0,0.0,11.55,1.59,0.0
