Latitude (decimal degrees):	19.340
Longitude (decimal degrees):	33.410
Elevation (m):	317
Radiation database:	PVGIS-SARAH2


Slope: 22 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190101:0008,0.0,0.0,0.0,16.22,3.17,0.0
20190101:0108,0.0,0.0,0.0,15.35,3.1,0.0
20190101:0208,0.0,0.0,0.0,14.47,2.69,0.0
20190101:0308,0.0,0.0,0.0,13.7,2.55,0.0
20190101:0408,0.0,0.0,0.0,12.99,2.69,0.0
20190101:0508,107.21,148.02,9.32,12.6,2.62,0.0
20190101:0608,399.4,491.66,21.33,15.03,2.41,0.0
20190101:0708,511.16,635.66,32.14,18.54,2.97,0.0
20190101:0808,713.79,916.68,40.93,21.15,3.1,0.0
20190101:0908,764.34,1005.9,46.45,23.36,2.9,0.0
20190101:1008,769.7,1025.06,47.41,25.3,2.9,0.0
20190101:1108,708.31,935.58,43.53,26.74,3.31,0.0
20190101:1208,618.51,805.63,35.84,27.71,3.86,0.0
20190101:1308,464.92,600.16,25.69,27.95,4.28,0.0
20190101:1408,239.39,323.83,14.07,27.71,4.34,0.0
20190101:1508,0.0,0.0,0.0,27.1,4.28,0.0
20190101:1608,0.0,0.0,0.0,25.68,3.59,0.0
20190101:1708,0.0,0.0,0.0,24.42,3.52,0.0
20190101:1808,0.0,0.0,0.0,23.09,3.52,0.0
20190101:1908,0.0,0.0,0.0,21.88,3.93,0.0
20190101:2008,0.0,0.0,0.0,20.87,4.34,0.0
20190101:2108,0.0,0.0,0.0,19.9,4.76,0.0
20190101:2208,0.0,0.0,0.0,18.93,5.03,0.0
20190101:2308,0.0,0.0,0.0,17.95,5.17,0.0
20190102:0008,0.0,0.0,0.0,17.01,5.1,0.0
20190102:0108,0.0,0.0,0.0,16.11,4.9,0.0
20190102:0208,0.0,0.0,0.0,15.25,4.69,0.0
20190102:0308,0.0,0.0,0.0,14.45,4.62,0.0
20190102:0408,0.0,0.0,0.0,13.72,4.62,0.0
20190102:0508,149.4,201.16,9.26,13.41,4.55,0.0
20190102:0608,417.0,506.32,21.29,15.03,4.9,0.0
20190102:0708,621.93,759.77,32.12,17.61,5.45,0.0
20190102:0808,746.14,933.01,40.94,20.17,5.52,0.0
20190102:0908,802.28,1024.4,46.51,22.45,5.38,0.0
20190102:1008,793.03,1024.58,47.51,24.23,5.1,0.0
20190102:1108,748.65,966.57,43.65,25.47,5.17,0.0
20190102:1208,640.94,817.84,35.97,26.18,5.66,0.0
20190102:1308,474.58,602.14,25.82,26.3,6.07,0.0
20190102:1408,253.26,337.12,14.2,25.91,6.34,0.0
20190102:1508,0.0,0.0,0.0,24.94,5.79,0.0
20190102:1608,0.0,0.0,0.0,23.41,5.17,0.0
20190102:1708,0.0,0.0,0.0,22.08,5.31,0.0
20190102:1808,0.0,0.0,0.0,20.8,5.79,0.0
