,y,Amarti-Neshe,Birbir,Baro,Chemoga Yeda,Finchaa,Genji,Karadobi,Lower Dabus,Lower Dedessa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2,Tams,Upper Mandaya
11,2026,32.9068,0.0,0.0,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
12,2027,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1089.319,1266.3255,1.6445,7.8013,212.7626,55.3183,247.0102,0.0,0.0
13,2028,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
14,2029,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
15,2030,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
16,2031,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
17,2032,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
18,2033,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
19,2034,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
20,2035,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
21,2036,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
22,2037,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
23,2038,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
24,2039,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
25,2040,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
26,2041,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
27,2042,32.9068,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,269.4993,0.0,0.0
28,2043,23.9031,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1110.5759,1266.3255,1.3419,5.6668,212.7626,55.3183,269.4993,0.0,0.0
29,2044,23.9031,0.0,324.0934,0.0,41.8418,0.0,0.0,0.0,0.0,151.3735,37.9427,1104.3811,1212.0746,1.3419,5.6668,212.7626,55.3183,269.4993,0.0,0.0
30,2045,23.9031,0.0,324.0934,0.0,38.2095,0.0,0.0,0.0,0.0,151.3735,37.9427,1112.2368,1266.3255,1.3419,5.6668,189.0626,55.3183,195.761,0.0,0.0
31,2046,23.9031,0.0,324.0934,0.0,41.8418,57.9682,0.0,0.0,0.0,134.7846,37.9427,1121.2587,1136.4297,1.3235,6.173,212.7626,55.3183,269.4993,0.0,0.0
32,2047,18.4463,0.0,324.0934,0.0,41.8418,57.174,0.0,0.0,0.0,95.2223,27.5611,1090.8921,1126.8077,1.3235,4.9074,212.7626,55.3183,268.6833,0.0,0.0
33,2048,20.7002,0.0,324.0934,0.0,41.8418,57.174,0.0,0.0,0.0,95.2223,37.9427,1121.2587,1134.1145,1.3541,4.9074,154.5482,55.3183,239.4793,0.0,0.0
34,2049,20.7002,0.0,324.0934,0.0,41.8418,57.174,0.0,0.0,0.0,95.2223,37.9427,1121.2587,1123.4487,1.3235,4.9074,154.5482,55.3183,239.4793,0.0,0.0
35,2050,20.7002,0.0,324.0934,0.0,41.8418,32.4921,518.7567,0.0,0.0,94.6766,37.9427,1041.1983,918.7027,0.7521,3.6138,212.7626,52.8455,269.4993,0.0,0.0
36,2051,20.7002,0.0,324.0934,0.0,27.2426,21.9646,518.7567,0.0,0.0,104.6081,37.9427,1017.6112,845.6981,0.5084,2.846,212.7626,55.3183,269.4993,0.0,0.0
37,2052,20.7002,0.0,324.0934,0.0,27.2426,21.9646,518.7567,0.0,0.0,104.6081,37.9427,1042.079,799.843,0.5084,2.846,212.7626,55.3183,213.4426,0.0,0.0
38,2053,17.4617,0.0,275.2641,0.0,0.0,46.6465,518.7567,0.0,0.0,104.6081,37.9427,1021.7113,794.6507,0.5084,2.846,212.7626,52.8455,213.4426,262.6552,0.0
39,2054,17.4617,0.0,257.3712,0.0,0.0,46.6465,500.6678,0.0,0.0,104.6081,37.9427,1004.9818,747.0338,0.5084,2.846,189.4461,52.8455,239.9651,354.6043,0.0
40,2055,17.4617,0.0,275.2641,0.0,0.0,72.9959,508.3516,0.0,0.0,104.6081,33.7846,978.4881,732.9692,0.5084,2.846,212.7626,43.8717,239.9651,315.7435,0.0
41,2056,17.4617,0.0,310.2776,0.0,0.0,72.9959,432.8475,0.0,0.0,104.6081,37.9427,996.0964,739.6483,0.5084,2.846,189.4461,38.4277,213.7341,354.6043,0.0
42,2057,12.0049,0.0,272.9902,0.0,0.0,72.9959,438.5042,0.0,0.0,129.7097,37.9427,1018.1897,766.5915,1.0798,2.846,189.4461,29.2545,239.9651,281.2291,0.0
43,2058,12.0049,113.5383,324.0934,0.0,0.0,72.9959,426.9413,0.0,163.7888,104.6081,37.9427,1016.6813,719.0964,0.5084,2.846,168.7374,29.2545,239.9651,281.2291,0.0
44,2059,17.4617,113.5383,269.0922,0.0,0.0,72.9959,518.7567,0.0,173.6589,80.0522,37.9427,920.1419,733.7133,0.5084,2.846,168.3539,38.4277,213.7341,324.4446,0.0
45,2060,17.4617,113.5383,257.3712,75.2813,0.0,72.9959,518.7567,0.0,173.6589,105.1538,37.0907,892.0086,722.0686,0.5084,2.846,139.6309,38.4277,213.7341,338.7532,0.0
46,2061,17.4617,113.5383,324.0934,75.2813,0.0,72.9959,409.2699,0.0,154.676,105.1538,14.2762,905.0114,692.6788,0.5084,2.846,176.5484,47.4014,213.7341,354.6043,0.0
47,2062,17.4617,91.5973,324.0934,75.2813,0.0,72.9959,438.5357,0.0,173.6589,105.1538,19.4467,889.2463,689.1073,1.6897,4.1397,168.7374,52.7857,213.7341,338.7532,0.0
48,2063,17.4617,91.5973,275.2641,75.2813,0.0,72.9959,518.7567,0.0,154.676,119.8874,21.6802,889.2463,706.2034,1.0798,4.1397,203.2519,38.4277,213.7341,280.3053,0.0
49,2064,17.4617,108.9988,324.0934,75.2813,0.0,72.9959,426.9413,0.0,154.676,119.8874,19.4467,889.2463,680.1625,1.3235,6.173,212.7626,38.4277,213.7341,325.8865,0.0
50,2065,22.8592,113.5383,246.6355,75.2813,0.0,47.4408,420.3145,70.3073,154.676,104.881,16.4851,914.8443,898.547,1.3235,4.9074,168.3539,43.8717,268.8935,223.0658,0.0
51,2066,29.3006,92.4136,224.9963,47.471,0.0,57.174,439.9974,55.7664,173.3074,140.9355,15.7652,889.2463,1003.1079,1.0798,4.9074,212.7626,43.8717,239.4793,315.7435,0.0
52,2067,29.3006,102.7096,272.9902,58.8058,0.0,57.174,503.1767,64.3951,122.6862,151.3735,7.8621,817.7071,1266.3255,1.4859,4.9074,212.7626,55.3183,195.761,315.7435,0.0
53,2068,29.2413,101.8932,272.9902,75.2813,0.0,72.9959,469.723,78.9359,141.6691,109.9559,7.8826,983.1392,1241.8186,1.0798,6.9323,212.7626,49.256,269.4993,315.7435,0.0
54,2069,20.6646,91.5973,246.6355,66.9423,0.0,72.9959,455.6148,84.6883,173.6589,119.6145,7.8826,998.3811,1266.3255,1.3235,6.1645,212.7626,49.256,239.9651,354.6043,0.0
55,2070,26.0977,101.8932,312.5223,75.2813,0.0,71.3995,513.2833,70.3073,154.676,120.0511,6.0214,1003.4884,1001.7334,1.3419,6.9464,212.7626,52.8455,257.4524,279.9507,414.0138
