,y,Amarti-Neshe,Birbir,Baro,Chemoga Yeda,Finchaa,Genji,Karadobi,Lower Dabus,Lower Dedessa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2,Tams,Upper Mandaya
29,2044.0,1.0097,0.0,13.6907,0.0,1.7675,0.0,0.0,0.0,0.0,6.3945,1.6028,46.6525,51.2018,0.0567,0.2394,8.9878,2.3368,11.3845,0.0,0.0
30,2045.0,1.0097,0.0,13.6907,0.0,1.6141,0.0,0.0,0.0,0.0,6.3945,1.6028,46.9844,53.4936,0.0567,0.2394,7.9866,2.3368,8.2696,0.0,0.0
31,2046.0,1.0097,0.0,13.6907,0.0,1.7675,2.4488,0.0,0.0,0.0,5.6937,1.6028,47.3655,48.0064,0.0559,0.2608,8.9878,2.3368,11.3845,0.0,0.0
32,2047.0,0.7792,0.0,13.6907,0.0,1.7675,2.4152,0.0,0.0,0.0,4.0225,1.1643,46.0827,47.5999,0.0559,0.2073,8.9878,2.3368,11.35,0.0,0.0
33,2048.0,0.8744,0.0,13.6907,0.0,1.7675,2.4152,0.0,0.0,0.0,4.0225,1.6028,47.3655,47.9086,0.0572,0.2073,6.5286,2.3368,10.1164,0.0,0.0
34,2049.0,0.8744,0.0,13.6907,0.0,1.7675,2.4152,0.0,0.0,0.0,4.0225,1.6028,47.3655,47.458,0.0559,0.2073,6.5286,2.3368,10.1164,0.0,0.0
35,2050.0,0.8744,0.0,13.6907,0.0,1.7675,1.3726,21.9139,0.0,0.0,3.9994,1.6028,43.9835,38.8089,0.0318,0.1527,8.9878,2.2324,11.3845,0.0,0.0
36,2051.0,0.8744,0.0,13.6907,0.0,1.1508,0.9279,21.9139,0.0,0.0,4.419,1.6028,42.9871,35.7249,0.0215,0.1202,8.9878,2.3368,11.3845,0.0,0.0
37,2052.0,0.8744,0.0,13.6907,0.0,1.1508,0.9279,21.9139,0.0,0.0,4.419,1.6028,44.0207,33.7879,0.0215,0.1202,8.9878,2.3368,9.0165,0.0,0.0
38,2053.0,0.7376,0.0,11.628,0.0,0.0,1.9705,21.9139,0.0,0.0,4.419,1.6028,43.1603,33.5685,0.0215,0.1202,8.9878,2.2324,9.0165,11.0954,0.0
39,2054.0,0.7376,0.0,10.8722,0.0,0.0,1.9705,21.1498,0.0,0.0,4.419,1.6028,42.4536,31.5571,0.0215,0.1202,8.0028,2.2324,10.1369,14.9796,0.0
40,2055.0,0.7376,0.0,11.628,0.0,0.0,3.0836,21.4744,0.0,0.0,4.419,1.4272,41.3344,30.9629,0.0215,0.1202,8.9878,1.8533,10.1369,13.338,0.0
41,2056.0,0.7376,0.0,13.1071,0.0,0.0,3.0836,18.2848,0.0,0.0,4.419,1.6028,42.0782,31.2451,0.0215,0.1202,8.0028,1.6233,9.0288,14.9796,0.0
42,2057.0,0.5071,0.0,11.532,0.0,0.0,3.0836,18.5238,0.0,0.0,5.4793,1.6028,43.0115,32.3832,0.0456,0.1202,8.0028,1.2358,10.1369,11.88,0.0
43,2058.0,0.5071,4.7962,13.6907,0.0,0.0,3.0836,18.0353,0.0,6.919,4.419,1.6028,42.9478,30.3769,0.0215,0.1202,7.128,1.2358,10.1369,11.88,0.0
44,2059.0,0.7376,4.7962,11.3673,0.0,0.0,3.0836,21.9139,0.0,7.3359,3.3817,1.6028,38.8697,30.9944,0.0215,0.1202,7.1118,1.6233,9.0288,13.7056,0.0
45,2060.0,0.7376,4.7962,10.8722,3.1801,0.0,3.0836,21.9139,0.0,7.3359,4.442,1.5668,37.6812,30.5024,0.0215,0.1202,5.8984,1.6233,9.0288,14.31,0.0
46,2061.0,0.7376,4.7962,13.6907,3.1801,0.0,3.0836,17.2888,0.0,6.534,4.442,0.6031,38.2305,29.2609,0.0215,0.1202,7.458,2.0024,9.0288,14.9796,0.0
47,2062.0,0.7376,3.8694,13.6907,3.1801,0.0,3.0836,18.5251,0.0,7.3359,4.442,0.8215,37.5646,29.1101,0.0714,0.1749,7.128,2.2298,9.0288,14.31,0.0
48,2063.0,0.7376,3.8694,11.628,3.1801,0.0,3.0836,21.9139,0.0,6.534,5.0644,0.9158,37.5646,29.8323,0.0456,0.1749,8.586,1.6233,9.0288,11.841,0.0
49,2064.0,0.7376,4.6045,13.6907,3.1801,0.0,3.0836,18.0353,0.0,6.534,5.0644,0.8215,37.5646,28.7322,0.0559,0.2608,8.9878,1.6233,9.0288,13.7665,0.0
50,2065.0,0.9656,4.7962,10.4187,3.1801,0.0,2.004,17.7554,2.97,6.534,4.4305,0.6964,38.6459,37.9574,0.0559,0.2073,7.1118,1.8533,11.3589,9.423,0.0
51,2066.0,1.2378,3.9038,9.5046,2.0053,0.0,2.4152,18.5869,2.3558,7.3211,5.9536,0.666,37.5646,42.3744,0.0456,0.2073,8.9878,1.8533,10.1164,13.338,0.0
52,2067.0,1.2378,4.3388,11.532,2.4841,0.0,2.4152,21.2558,2.7203,5.1827,6.3945,0.3321,34.5425,53.4936,0.0628,0.2073,8.9878,2.3368,8.2696,13.338,0.0
53,2068.0,1.2352,4.3043,11.532,3.1801,0.0,3.0836,19.8426,3.3345,5.9846,4.6449,0.333,41.5309,52.4583,0.0456,0.2928,8.9878,2.0807,11.3845,13.338,0.0
54,2069.0,0.8729,3.8694,10.4187,2.8279,0.0,3.0836,19.2466,3.5775,7.3359,5.0529,0.333,42.1748,53.4936,0.0559,0.2604,8.9878,2.0807,10.1369,14.9796,0.0
55,2070.0,1.1024,4.3043,13.2019,3.1801,0.0,3.0161,21.6827,2.97,6.534,5.0713,0.2544,42.3905,42.3164,0.0567,0.2934,8.9878,2.2324,10.8756,11.826,17.4892
