r,t,f,y,UseByTechnologyAnnual
REGION,EGBM00E00X,EGBIOM,2055.0,2.0764
REGION,EGBM00E00X,EGBIOM,2056.0,2.0764
REGION,EGBM00E00X,EGBIOM,2057.0,2.0764
REGION,EGBM00E00X,EGBIOM,2058.0,2.0764
REGION,EGBM00E00X,EGBIOM,2059.0,2.0764
REGION,EGBM00E00X,EGBIOM,2060.0,2.0764
REGION,EGBM00E00X,EGBIOM,2061.0,2.0764
REGION,EGBM00E00X,EGBIOM,2062.0,2.0764
REGION,EGBM00E00X,EGBIOM,2063.0,2.0764
REGION,EGBM00E00X,EGBIOM,2064.0,2.0764
REGION,EGBM00E00X,EGBIOM,2065.0,2.0764
REGION,EGBM00E00X,EGBIOM,2066.0,2.0764
REGION,EGBM00E00X,EGBIOM,2067.0,2.0764
REGION,EGBM00E00X,EGBIOM,2068.0,2.0764
REGION,EGBM00E00X,EGBIOM,2069.0,2.0764
REGION,EGBM00E00X,EGBIOM,2070.0,2.0764
REGION,EGBMCHP04N,EGBIOM,2016.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2017.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2018.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2019.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2020.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2021.0,8.5253
REGION,EGBMCHP04N,EGBIOM,2022.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2023.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2024.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2025.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2026.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2027.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2028.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2029.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2030.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2031.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2032.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2033.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2034.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2035.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2036.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2037.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2038.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2039.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2040.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2041.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2042.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2043.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2044.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2045.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2046.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2047.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2048.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2049.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2050.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2051.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2052.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2053.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2054.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2055.0,13.3968
REGION,EGBMCHP04N,EGBIOM,2056.0,7.3074
REGION,EGBMCHP04N,EGBIOM,2057.0,7.3074
REGION,EGBMCHP04N,EGBIOM,2058.0,7.3074
REGION,EGBMCHP04N,EGBIOM,2059.0,7.3074
REGION,EGBMCHP04N,EGBIOM,2060.0,7.3074
REGION,EGBMCHP04N,EGBIOM,2061.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2062.0,2.4358
REGION,EGBMCHP04N,EGWAT1,2016.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2017.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2018.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2019.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2020.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2021.0,204.1333
REGION,EGBMCHP04N,EGWAT1,2022.0,262.457
REGION,EGBMCHP04N,EGWAT1,2023.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2024.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2025.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2026.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2027.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2028.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2029.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2030.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2031.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2032.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2033.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2034.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2035.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2036.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2037.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2038.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2039.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2040.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2041.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2042.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2043.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2044.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2045.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2046.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2047.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2048.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2049.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2050.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2051.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2052.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2053.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2054.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2055.0,320.7808
REGION,EGBMCHP04N,EGWAT1,2056.0,174.9714
REGION,EGBMCHP04N,EGWAT1,2057.0,174.9714
REGION,EGBMCHP04N,EGWAT1,2058.0,174.9714
REGION,EGBMCHP04N,EGWAT1,2059.0,174.9714
REGION,EGBMCHP04N,EGWAT1,2060.0,174.9714
REGION,EGBMCHP04N,EGWAT1,2061.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2062.0,58.3238
REGION,EGBMCHP04O,EGBIOM,2015.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2016.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2017.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2018.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2019.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2020.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2021.0,17.4698
REGION,EGBMCHP04O,EGBIOM,2022.0,16.5504
REGION,EGBMCHP04O,EGBIOM,2023.0,15.6309
REGION,EGBMCHP04O,EGBIOM,2024.0,14.7114
REGION,EGBMCHP04O,EGBIOM,2025.0,9.1947
REGION,EGBMCHP04O,EGBIOM,2026.0,8.2752
REGION,EGBMCHP04O,EGBIOM,2027.0,7.3557
REGION,EGBMCHP04O,EGBIOM,2028.0,6.4363
REGION,EGBMCHP04O,EGBIOM,2029.0,5.5168
REGION,EGBMCHP04O,EGBIOM,2030.0,4.5973
REGION,EGBMCHP04O,EGBIOM,2031.0,3.6779
REGION,EGBMCHP04O,EGBIOM,2032.0,2.7584
REGION,EGBMCHP04O,EGBIOM,2033.0,1.8389
REGION,EGBMCHP04O,EGBIOM,2034.0,0.9195
REGION,EGBMCHP04O,EGWAT1,2015.0,440.323
REGION,EGBMCHP04O,EGWAT1,2016.0,440.323
REGION,EGBMCHP04O,EGWAT1,2017.0,440.323
REGION,EGBMCHP04O,EGWAT1,2018.0,440.323
REGION,EGBMCHP04O,EGWAT1,2019.0,440.323
REGION,EGBMCHP04O,EGWAT1,2020.0,440.323
REGION,EGBMCHP04O,EGWAT1,2021.0,418.3069
REGION,EGBMCHP04O,EGWAT1,2022.0,396.2907
REGION,EGBMCHP04O,EGWAT1,2023.0,374.2746
REGION,EGBMCHP04O,EGWAT1,2024.0,352.2584
REGION,EGBMCHP04O,EGWAT1,2025.0,220.1615
REGION,EGBMCHP04O,EGWAT1,2026.0,198.1454
REGION,EGBMCHP04O,EGWAT1,2027.0,176.1292
REGION,EGBMCHP04O,EGWAT1,2028.0,154.1131
REGION,EGBMCHP04O,EGWAT1,2029.0,132.0969
REGION,EGBMCHP04O,EGWAT1,2030.0,110.0808
REGION,EGBMCHP04O,EGWAT1,2031.0,88.0646
REGION,EGBMCHP04O,EGWAT1,2032.0,66.0485
REGION,EGBMCHP04O,EGWAT1,2033.0,44.0323
REGION,EGBMCHP04O,EGWAT1,2034.0,22.0162
REGION,EGCO00E00X,EGCOAL,2015.0,2.9982
REGION,EGCO00E00X,EGCOAL,2016.0,2.4017
REGION,EGCO00E00X,EGCOAL,2017.0,4.757
REGION,EGCO00E00X,EGCOAL,2018.0,3.9842
REGION,EGCO00E00X,EGCOAL,2019.0,4.4558
REGION,EGCO00E00X,EGCOAL,2020.0,4.4558
REGION,EGCO00E00X,EGCOAL,2021.0,4.4558
REGION,EGCO00E00X,EGCOAL,2022.0,4.4558
REGION,EGCO00E00X,EGCOAL,2023.0,4.4558
REGION,EGCO00E00X,EGCOAL,2024.0,4.4558
REGION,EGCO00E00X,EGCOAL,2025.0,3.4558
REGION,EGCO00E00X,EGCOAL,2026.0,3.4558
REGION,EGCO00P00X,EGCOAL,2015.0,7.9326
REGION,EGCO00P00X,EGCOAL,2016.0,7.8884
REGION,EGCO00P00X,EGCOAL,2017.0,8.626
REGION,EGCO00P00X,EGCOAL,2018.0,9.4325
REGION,EGCO00P00X,EGCOAL,2019.0,10.3145
REGION,EGCO00P00X,EGCOAL,2020.0,11.2789
REGION,EGCO00P00X,EGCOAL,2021.0,11.474
REGION,EGCO00P00X,EGCOAL,2022.0,11.6725
REGION,EGCO00P00X,EGCOAL,2023.0,11.8744
REGION,EGCO00P00X,EGCOAL,2024.0,12.0798
REGION,EGCO00P00X,EGCOAL,2025.0,12.2888
REGION,EGCO00P00X,EGCOAL,2026.0,12.5014
REGION,EGCO00P00X,EGCOAL,2027.0,12.7177
REGION,EGCO00P00X,EGCOAL,2028.0,12.9377
REGION,EGCO00P00X,EGCOAL,2029.0,13.1615
REGION,EGCO00P00X,EGCOAL,2030.0,13.3892
REGION,EGCO00P00X,EGCOAL,2031.0,13.8338
REGION,EGCO00P00X,EGCOAL,2032.0,14.293
REGION,EGCO00P00X,EGCOAL,2033.0,14.7676
REGION,EGCO00P00X,EGCOAL,2034.0,15.2578
REGION,EGCO00P00X,EGCOAL,2035.0,15.7644
REGION,EGCO00P00X,EGCOAL,2036.0,16.2878
REGION,EGCO00P00X,EGCOAL,2037.0,16.8285
REGION,EGCO00P00X,EGCOAL,2038.0,17.3872
REGION,EGCO00P00X,EGCOAL,2039.0,17.9645
REGION,EGCO00P00X,EGCOAL,2040.0,18.5609
REGION,EGCO00P00X,EGCOAL,2041.0,19.4871
REGION,EGCO00P00X,EGCOAL,2042.0,20.4595
REGION,EGCO00P00X,EGCOAL,2043.0,21.4805
REGION,EGCO00P00X,EGCOAL,2044.0,22.5523
REGION,EGCO00P00X,EGCOAL,2045.0,23.6777
REGION,EGCO00P00X,EGCOAL,2046.0,24.8592
REGION,EGCO00P00X,EGCOAL,2047.0,26.0997
REGION,EGCO00P00X,EGCOAL,2048.0,27.4021
REGION,EGCO00P00X,EGCOAL,2049.0,28.7694
REGION,EGCO00P00X,EGCOAL,2050.0,30.205
REGION,EGCO00P00X,EGCOAL,2051.0,31.7122
REGION,EGCO00P00X,EGCOAL,2052.0,33.2947
REGION,EGCO00P00X,EGCOAL,2053.0,34.9561
REGION,EGCO00P00X,EGCOAL,2054.0,36.7004
REGION,EGCO00P00X,EGCOAL,2055.0,38.5317
REGION,EGCO00P00X,EGCOAL,2056.0,40.4545
REGION,EGCO00P00X,EGCOAL,2057.0,42.4732
REGION,EGCO00P00X,EGCOAL,2058.0,44.5926
REGION,EGCO00P00X,EGCOAL,2059.0,46.8177
REGION,EGCO00P00X,EGCOAL,2060.0,49.1539
REGION,EGCO00P00X,EGCOAL,2061.0,51.6067
REGION,EGCO00P00X,EGCOAL,2062.0,54.1819
REGION,EGCO00P00X,EGCOAL,2063.0,56.8856
REGION,EGCO00P00X,EGCOAL,2064.0,59.7242
REGION,EGCO00P00X,EGCOAL,2065.0,62.7044
REGION,EGCO00P00X,EGCOAL,2066.0,65.8334
REGION,EGCO00P00X,EGCOAL,2067.0,69.1184
REGION,EGCO00P00X,EGCOAL,2068.0,72.5674
REGION,EGCO00P00X,EGCOAL,2069.0,76.1886
REGION,EGCO00P00X,EGCOAL,2070.0,79.9904
REGION,EGCO00X00X,EGWAT1,2015.0,0.1606
REGION,EGCO00X00X,EGWAT1,2016.0,0.1512
REGION,EGCO00X00X,EGWAT1,2017.0,0.1967
REGION,EGCO00X00X,EGWAT1,2018.0,0.1972
REGION,EGCO00X00X,EGWAT1,2019.0,0.217
REGION,EGCO00X00X,EGWAT1,2020.0,0.2312
REGION,EGCO00X00X,EGWAT1,2021.0,0.2341
REGION,EGCO00X00X,EGWAT1,2022.0,0.237
REGION,EGCO00X00X,EGWAT1,2023.0,0.24
REGION,EGCO00X00X,EGWAT1,2024.0,0.243
REGION,EGCO00X00X,EGWAT1,2025.0,3.2469
REGION,EGCO00X00X,EGWAT1,2026.0,1.3458
REGION,EGCOSCP04N,EGCOAL,2025.0,205.2184
REGION,EGCOSCP04N,EGCOAL,2026.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2027.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2028.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2029.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2030.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2031.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2032.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2033.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2034.0,410.4368
REGION,EGCOSCP04N,EGCOAL,2035.0,478.8429
REGION,EGCOSCP04N,EGCOAL,2036.0,547.249
REGION,EGCOSCP04N,EGCOAL,2037.0,615.6551
REGION,EGCOSCP04N,EGCOAL,2038.0,684.0613
REGION,EGCOSCP04N,EGCOAL,2039.0,752.4674
REGION,EGCOSCP04N,EGCOAL,2040.0,820.8735
REGION,EGCOSCP04N,EGCOAL,2041.0,923.4827
REGION,EGCOSCP04N,EGCOAL,2042.0,957.6858
REGION,EGCOSCP04N,EGCOAL,2043.0,991.8888
REGION,EGCOSCP04N,EGCOAL,2044.0,1026.0919
REGION,EGCOSCP04N,EGCOAL,2045.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2046.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2047.0,1060.2949
REGION,EGCOSCP04N,EGCOAL,2048.0,1162.9041
REGION,EGCOSCP04N,EGCOAL,2049.0,1197.1072
REGION,EGCOSCP04N,EGCOAL,2050.0,1231.3103
REGION,EGCOSCP04N,EGCOAL,2051.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2052.0,1299.7164
REGION,EGCOSCP04N,EGCOAL,2053.0,1333.9194
REGION,EGCOSCP04N,EGCOAL,2054.0,1368.1225
REGION,EGCOSCP04N,EGCOAL,2055.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2056.0,1162.9041
REGION,EGCOSCP04N,EGCOAL,2057.0,1265.5133
REGION,EGCOSCP04N,EGCOAL,2058.0,1368.1225
REGION,EGCOSCP04N,EGCOAL,2059.0,1470.7317
REGION,EGCOSCP04N,EGCOAL,2060.0,1573.3409
REGION,EGCOSCP04N,EGCOAL,2061.0,1607.5439
REGION,EGCOSCP04N,EGCOAL,2062.0,1641.747
REGION,EGCOSCP04N,EGCOAL,2063.0,1675.9501
REGION,EGCOSCP04N,EGCOAL,2064.0,1710.1531
REGION,EGCOSCP04N,EGCOAL,2065.0,1744.3562
REGION,EGCOSCP04N,EGCOAL,2066.0,1778.5593
REGION,EGCOSCP04N,EGCOAL,2067.0,1812.7623
REGION,EGCOSCP04N,EGCOAL,2068.0,1846.9654
REGION,EGCOSCP04N,EGCOAL,2069.0,1881.1684
REGION,EGCOSCP04N,EGCOAL,2070.0,1915.3715
REGION,EGCOSCP04N,EGWAT1,2025.0,2279.7595
REGION,EGCOSCP04N,EGWAT1,2026.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2027.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2028.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2029.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2030.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2031.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2032.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2033.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2034.0,4559.519
REGION,EGCOSCP04N,EGWAT1,2035.0,5319.4389
REGION,EGCOSCP04N,EGWAT1,2036.0,6079.3587
REGION,EGCOSCP04N,EGWAT1,2037.0,6839.2785
REGION,EGCOSCP04N,EGWAT1,2038.0,7599.1984
REGION,EGCOSCP04N,EGWAT1,2039.0,8359.1182
REGION,EGCOSCP04N,EGWAT1,2040.0,9119.0381
REGION,EGCOSCP04N,EGWAT1,2041.0,10258.9178
REGION,EGCOSCP04N,EGWAT1,2042.0,10638.8777
REGION,EGCOSCP04N,EGWAT1,2043.0,11018.8377
REGION,EGCOSCP04N,EGWAT1,2044.0,11398.7976
REGION,EGCOSCP04N,EGWAT1,2045.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2046.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2047.0,11778.7575
REGION,EGCOSCP04N,EGWAT1,2048.0,12918.6373
REGION,EGCOSCP04N,EGWAT1,2049.0,13298.5972
REGION,EGCOSCP04N,EGWAT1,2050.0,13678.5571
REGION,EGCOSCP04N,EGWAT1,2051.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2052.0,14438.4769
REGION,EGCOSCP04N,EGWAT1,2053.0,14818.4368
REGION,EGCOSCP04N,EGWAT1,2054.0,15198.3968
REGION,EGCOSCP04N,EGWAT1,2055.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2056.0,12918.6373
REGION,EGCOSCP04N,EGWAT1,2057.0,14058.517
REGION,EGCOSCP04N,EGWAT1,2058.0,15198.3968
REGION,EGCOSCP04N,EGWAT1,2059.0,16338.2765
REGION,EGCOSCP04N,EGWAT1,2060.0,17478.1563
REGION,EGCOSCP04N,EGWAT1,2061.0,17858.1162
REGION,EGCOSCP04N,EGWAT1,2062.0,18238.0761
REGION,EGCOSCP04N,EGWAT1,2063.0,18618.036
REGION,EGCOSCP04N,EGWAT1,2064.0,18997.996
REGION,EGCOSCP04N,EGWAT1,2065.0,19377.9559
REGION,EGCOSCP04N,EGWAT1,2066.0,19757.9158
REGION,EGCOSCP04N,EGWAT1,2067.0,20137.8757
REGION,EGCOSCP04N,EGWAT1,2068.0,20517.8356
REGION,EGCOSCP04N,EGWAT1,2069.0,20897.7956
REGION,EGCOSCP04N,EGWAT1,2070.0,21277.7555
REGION,EGCR00E00X,EGCRU1,2015.0,528.4287
REGION,EGCR00E00X,EGCRU1,2016.0,484.5929
REGION,EGCR00E00X,EGCRU1,2017.0,408.1059
REGION,EGCR00E00X,EGCRU1,2018.0,458.6549
REGION,EGCR00E00X,EGCRU1,2019.0,458.6549
REGION,EGCR00E00X,EGCRU1,2020.0,458.6549
REGION,EGCR00E00X,EGCRU1,2021.0,458.6549
REGION,EGCR00E00X,EGCRU1,2022.0,458.6549
REGION,EGCR00E00X,EGCRU1,2023.0,458.6549
REGION,EGCR00E00X,EGCRU1,2024.0,458.6549
REGION,EGCR00E00X,EGCRU1,2025.0,458.6549
REGION,EGCR00E00X,EGCRU1,2026.0,458.6549
REGION,EGCR00E00X,EGCRU1,2027.0,458.6549
REGION,EGCR00E00X,EGCRU1,2028.0,458.6549
REGION,EGCR00E00X,EGCRU1,2029.0,458.6549
REGION,EGCR00E00X,EGCRU1,2030.0,458.6549
REGION,EGCR00E00X,EGCRU1,2031.0,458.6549
REGION,EGCR00E00X,EGCRU1,2032.0,458.6549
REGION,EGCR00X00X,EGWAT1,2015.0,105.3629
REGION,EGCR00X00X,EGWAT1,2016.0,99.9831
REGION,EGCR00X00X,EGWAT1,2017.0,94.4578
REGION,EGCR00X00X,EGWAT1,2018.0,98.0239
REGION,EGCR00X00X,EGWAT1,2019.0,97.0292
REGION,EGCR00X00X,EGWAT1,2020.0,96.0345
REGION,EGCR00X00X,EGWAT1,2021.0,97.3769
REGION,EGCR00X00X,EGWAT1,2022.0,98.7192
REGION,EGCR00X00X,EGWAT1,2023.0,100.0616
REGION,EGCR00X00X,EGWAT1,2024.0,101.404
REGION,EGCR00X00X,EGWAT1,2025.0,102.7464
REGION,EGCR00X00X,EGWAT1,2026.0,103.0531
REGION,EGCR00X00X,EGWAT1,2027.0,94.0758
REGION,EGCR00X00X,EGWAT1,2028.0,85.0986
REGION,EGCR00X00X,EGWAT1,2029.0,76.1213
REGION,EGCR00X00X,EGWAT1,2030.0,54.4339
REGION,EGCRUDPROX,EGCRU1,2015.0,1357.7295
REGION,EGCRUDPROX,EGCRU1,2016.0,1305.258
REGION,EGCRUDPROX,EGCRU1,2017.0,1282.8352
REGION,EGCRUDPROX,EGCRU1,2018.0,1296.124
REGION,EGCRUDPROX,EGCRU1,2019.0,1278.3173
REGION,EGCRUDPROX,EGCRU1,2020.0,1260.5106
REGION,EGCRUDPROX,EGCRU1,2021.0,1284.5411
REGION,EGCRUDPROX,EGCRU1,2022.0,1308.5717
REGION,EGCRUDPROX,EGCRU1,2023.0,1332.6022
REGION,EGCRUDPROX,EGCRU1,2024.0,1356.6328
REGION,EGCRUDPROX,EGCRU1,2025.0,1380.6633
REGION,EGCRUDPROX,EGCRU1,2026.0,1386.1545
REGION,EGCRUDPROX,EGCRU1,2027.0,1225.4477
REGION,EGCRUDPROX,EGCRU1,2028.0,1064.7409
REGION,EGCRUDPROX,EGCRU1,2029.0,904.0341
REGION,EGCRUDPROX,EGCRU1,2030.0,515.7962
REGION,EGCRUDPROX,EGCRU1,2038.0,100.5
REGION,EGCRUDPROX,EGCRU1,2039.0,100.5
REGION,EGCRUDPROX,EGCRU1,2040.0,100.5
REGION,EGCRUDPROX,EGCRU1,2041.0,100.5
REGION,EGCRUDPROX,EGCRU1,2042.0,100.5
REGION,EGCRUDPROX,EGCRU1,2043.0,100.5
REGION,EGCRUDPROX,EGCRU1,2044.0,100.5
REGION,EGCRUDPROX,EGCRU1,2045.0,100.5
REGION,EGCRUDPROX,EGCRU1,2046.0,100.5
REGION,EGCRUDPROX,EGCRU1,2047.0,100.5
REGION,EGCRUDPROX,EGCRU1,2048.0,100.5
REGION,EGCRUDPROX,EGCRU1,2049.0,100.5
REGION,EGCRUDPROX,EGCRU1,2050.0,100.5
REGION,EGCRUDPROX,EGCRU1,2051.0,100.5
REGION,EGCRUDPROX,EGCRU1,2052.0,100.5
REGION,EGCRUDPROX,EGCRU1,2053.0,100.5
REGION,EGCRUDPROX,EGCRU1,2054.0,100.5
REGION,EGCRUDPROX,EGWAT1,2015.0,64.4922
REGION,EGCRUDPROX,EGWAT1,2016.0,61.9998
REGION,EGCRUDPROX,EGWAT1,2017.0,60.9347
REGION,EGCRUDPROX,EGWAT1,2018.0,61.5659
REGION,EGCRUDPROX,EGWAT1,2019.0,60.7201
REGION,EGCRUDPROX,EGWAT1,2020.0,59.8743
REGION,EGCRUDPROX,EGWAT1,2021.0,61.0157
REGION,EGCRUDPROX,EGWAT1,2022.0,62.1572
REGION,EGCRUDPROX,EGWAT1,2023.0,63.2986
REGION,EGCRUDPROX,EGWAT1,2024.0,64.4401
REGION,EGCRUDPROX,EGWAT1,2025.0,65.5815
REGION,EGCRUDPROX,EGWAT1,2026.0,65.8423
REGION,EGCRUDPROX,EGWAT1,2027.0,58.2088
REGION,EGCRUDPROX,EGWAT1,2028.0,50.5752
REGION,EGCRUDPROX,EGWAT1,2029.0,42.9416
REGION,EGCRUDPROX,EGWAT1,2030.0,24.5003
REGION,EGCRUDPROX,EGWAT1,2038.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2039.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2040.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2041.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2042.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2043.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2044.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2045.0,4.7738
REGION,EGCRUDPROX,EGWAT1,2046.0,4.7738
